breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
500,movel_fit,"[array([ 861.04181029, -828.39159917,  744.05092163])]","[array([-0.94879633, -0.0817426 , -0.30107194, -0.37028556, -1.37265326,
        2.92855122])]"
1000,movel_fit,"[array([ 861.1868182 , -816.80733301,  735.68965949])]","[array([-0.94472138, -0.07940067, -0.30677298, -0.37281314, -1.38018593,
        2.92915715])]"
1500,movel_fit,"[array([ 861.73208213, -805.30378125,  725.48102799])]","[array([-0.939322  , -0.07555505, -0.31258676, -0.37373204, -1.38672779,
        2.92774682])]"
2000,movel_fit,"[array([ 862.52317265, -793.39842766,  714.91661099])]","[array([-0.93333258, -0.07122662, -0.31839023, -0.37447103, -1.39321074,
        2.92587625])]"
2500,movel_fit,"[array([ 863.49928425, -780.95259234,  704.70895241])]","[array([-0.92710617, -0.06689331, -0.32411118, -0.37566346, -1.39999272,
        2.92423177])]"
3000,movel_fit,"[array([ 864.64712308, -767.98649759,  695.10552615])]","[array([-0.92076352, -0.06271514, -0.32971341, -0.3774877 , -1.40713089,
        2.9230083 ])]"
3500,movel_fit,"[array([ 865.97217745, -754.5717216 ,  686.12116734])]","[array([-0.91430589, -0.0586951 , -0.33518117, -0.37990611, -1.4145573 ,
        2.92217023])]"
4000,movel_fit,"[array([ 867.48296735, -740.78215307,  677.69140607])]","[array([-0.90769301, -0.05478431, -0.34050705, -0.38281448, -1.42217583,
        2.92161256])]"
4500,movel_fit,"[array([ 869.18437427, -726.68040979,  669.7562487 ])]","[array([-0.90088822, -0.05093954, -0.34568439, -0.38611864, -1.42990382,
        2.92124291])]"
5000,movel_fit,"[array([ 871.07628597, -712.32060643,  662.29294922])]","[array([-0.89387786, -0.04714608, -0.35070375, -0.38976099, -1.43768192,
        2.92100987])]"
5500,movel_fit,"[array([ 873.15468279, -697.75521773,  655.31695719])]","[array([-0.88667358, -0.043419  , -0.35555241, -0.39371838, -1.44546894,
        2.9209009 ])]"
6000,movel_fit,"[array([ 875.41335527, -683.03975901,  648.86674842])]","[array([-0.87930481, -0.03979316, -0.36021577, -0.39798717, -1.45323272,
        2.92092668])]"
6500,movel_fit,"[array([ 877.84530947, -668.23323296,  642.98400213])]","[array([-0.87180759, -0.03630957, -0.36467956, -0.40256623, -1.4609424 ,
        2.92110295])]"
7000,movel_fit,"[array([ 880.44352293, -653.3949331 ,  637.69657168])]","[array([-0.86421384, -0.03300299, -0.36893184, -0.40744387, -1.46856457,
        2.92143626])]"
