primitives,points,q_bp
movej_fit,"[array([213.32193906,  24.65952171, 774.64804116])]","[array([-0.7782785 , -0.84735737, -0.3053008 , -0.19328505, -2.06930935,
       -1.23525668])]"
movel_fit,"[array([231.32243818,  15.95802175, 775.16372521])]","[array([-0.74145039, -0.83032399, -0.30425977, -0.19013734, -2.03838242,
       -1.25081153])]"
movel_fit,"[array([249.32293729,   7.25652178, 775.67940927])]","[array([-0.7112456 , -0.81285767, -0.30277537, -0.18699538, -2.00856904,
       -1.25991462])]"
movel_fit,"[array([267.3234364 ,  -1.44497818, 776.19509332])]","[array([-0.68615259, -0.79500747, -0.30083141, -0.183996  , -1.9796792 ,
       -1.2641283 ])]"
movel_fit,"[array([285.32393552, -10.14647814, 776.71077737])]","[array([-0.6650739 , -0.77681012, -0.2984165 , -0.18121486, -1.95157422,
       -1.26456702])]"
movel_fit,"[array([303.31223146, -18.8572734 , 777.21592428])]","[array([-0.64793034, -0.75840505, -0.29580142, -0.17904879, -1.92406745,
       -1.26141844])]"
movel_fit,"[array([321.78889487, -27.80461373, 777.73450928])]","[array([-0.63292547, -0.73919633, -0.2926081 , -0.17711865, -1.89643436,
       -1.25581281])]"
movel_fit,"[array([340.34660978, -36.56597736, 778.40864926])]","[array([-0.61065147, -0.72154427, -0.28788225, -0.17042764, -1.8667306 ,
       -1.24914168])]"
movel_fit,"[array([358.98432265, -45.15135992, 779.22320241])]","[array([-0.58249942, -0.70528889, -0.28217808, -0.15909089, -1.83524237,
       -1.24092881])]"
movel_fit,"[array([377.69662154, -53.55471587, 780.17165312])]","[array([-0.54901585, -0.69016762, -0.27577575, -0.14289191, -1.80237337,
       -1.23123272])]"
movel_fit,"[array([396.48526477, -61.77006809, 781.24133515])]","[array([-0.51074387, -0.67589696, -0.26896247, -0.1216994 , -1.76855677,
       -1.22004776])]"
movel_fit,"[array([415.3519173 , -69.79223142, 782.42031837])]","[array([-0.46834059, -0.66213586, -0.26199201, -0.09553643, -1.73430644,
       -1.20731675])]"
movel_fit,"[array([434.29603247, -77.61449488, 783.69146068])]","[array([-0.42263586, -0.64848917, -0.25506382, -0.06463755, -1.70022166,
       -1.19297642])]"
movel_fit,"[array([453.31659773, -85.23462233, 785.03009942])]","[array([-0.37470801, -0.63450801, -0.24830283, -0.02952374, -1.66695822,
       -1.17696344])]"
movel_fit,"[array([472.41451291, -92.65397804, 786.41499017])]","[array([-0.32577878, -0.61968582, -0.24167713,  0.00904465, -1.63521176,
       -1.1593459 ])]"
movel_fit,"[array([491.58624184, -99.87742102, 787.81671922])]","[array([-0.27732432, -0.6035543 , -0.23508916,  0.04995564, -1.60558563,
       -1.14022011])]"
movel_fit,"[array([ 510.8247501 , -106.91991854,  789.20586885])]","[array([-0.23080281, -0.58569563, -0.22830954,  0.09195278, -1.57856138,
       -1.11988327])]"
