breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 870.68524804, -436.49699055, 1158.63582929])]","[array([-1.05224531, -0.09193682,  0.77500998,  1.01532529,  1.83415548,
       -0.34125014])]"
426,movej_fit,"[array([ 878.36954969, -436.58358337, 1154.44399584])]","[array([-1.04665295, -0.08593055,  0.77311799,  1.01744694,  1.82791791,
       -0.34169127])]"
4450,movec_fit,"[array([ 914.96886384, -436.99745019, 1135.15566988]), array([ 951.96636528, -437.42417382, 1116.73492337])]","[array([-1.01752894, -0.05956987,  0.75693208,  1.0199624 ,  1.79691994,
       -0.34867722]), array([-0.98906989, -0.03297414,  0.73899719,  1.02252338,  1.76719222,
       -0.35425263])]"
7475,movec_fit,"[array([ 980.07925747, -437.66431259, 1103.43891782]), array([1008.39380512, -437.81260866, 1090.62632628])]","[array([-0.96223523, -0.01776301,  0.71330567,  1.00912892,  1.74072555,
       -0.36890802]), array([-0.93571058, -0.0029653 ,  0.68737554,  0.99527223,  1.71446741,
       -0.38199267])]"
10097,movec_fit,"[array([1033.11688772, -437.77930357, 1079.85383847]), array([1057.93303786, -437.58650771, 1069.40470689])]","[array([-0.91127164,  0.0088159 ,  0.66204191,  0.97907279,  1.69110635,
       -0.39677028]), array([-0.8870141 ,  0.02014186,  0.63690551,  0.96239019,  1.6677384 ,
       -0.4103353 ])]"
10957,movel_fit,"[array([1074.26917722, -437.36617841, 1062.65715456])]","[array([-0.86959383,  0.02659638,  0.61813738,  0.94743745,  1.65156792,
       -0.42211051])]"
12217,movel_fit,"[array([1098.26404043, -436.83865937, 1052.91986977])]","[array([-0.8452216 ,  0.03665318,  0.59271766,  0.92784026,  1.62874876,
       -0.4368685 ])]"
13639,movel_fit,"[array([1125.3702378 , -436.00996753, 1042.01425575])]","[array([-0.8173758 ,  0.04789346,  0.56391757,  0.90413157,  1.60314819,
       -0.45444016])]"
14914,movel_fit,"[array([1149.63627191, -435.09407118, 1032.1544007 ])]","[array([-0.79367167,  0.05897793,  0.5399787 ,  0.88496956,  1.58138886,
       -0.46861992])]"
15946,movel_fit,"[array([1169.20046654, -434.3216182 , 1023.98716634])]","[array([-0.77560671,  0.06879354,  0.52196438,  0.8712427 ,  1.56467329,
       -0.47898868])]"
16789,movel_fit,"[array([1185.09778744, -433.72386728, 1017.12063733])]","[array([-0.76202979,  0.07764799,  0.50849998,  0.86209622,  1.55187278,
       -0.48619647])]"
17520,movel_fit,"[array([1198.80097537, -433.27435911, 1010.97180787])]","[array([-0.75122877,  0.08599356,  0.49775676,  0.85584962,  1.54142663,
       -0.49148513])]"
18177,movel_fit,"[array([1211.03153   , -432.95704052, 1005.25459271])]","[array([-0.74247319,  0.09413507,  0.48896735,  0.85194043,  1.53266256,
       -0.49527519])]"
18780,movel_fit,"[array([1222.16990469, -432.76437668,  999.82006436])]","[array([-0.73530844,  0.10218202,  0.48166055,  0.8499227 ,  1.52517206,
       -0.49789074])]"
19343,movel_fit,"[array([1232.47873662, -432.6892154 ,  994.56345657])]","[array([-0.72946276,  0.11024581,  0.47556245,  0.84959187,  1.51871222,
       -0.49948675])]"
19880,movel_fit,"[array([1242.21095787, -432.72683484,  989.37176796])]","[array([-0.72470589,  0.11846122,  0.47044542,  0.85080407,  1.51306954,
       -0.50018715])]"
20397,movel_fit,"[array([1251.48114996, -432.87500312,  984.19254454])]","[array([-0.72093679,  0.12689754,  0.46621835,  0.8535281 ,  1.50815628,
       -0.50003114])]"
20897,movel_fit,"[array([1260.34553558, -433.12985364,  979.00247304])]","[array([-0.71808949,  0.13558275,  0.46283387,  0.85774084,  1.50392656,
       -0.4990454 ])]"
21387,movel_fit,"[array([1268.92518895, -433.48895612,  973.73620967])]","[array([-0.71609662,  0.14462732,  0.46024515,  0.86349777,  1.50032205,
       -0.49722232])]"
21871,movel_fit,"[array([1277.28074061, -433.94920772,  968.35664887])]","[array([-0.71493385,  0.1541065 ,  0.45845937,  0.87088635,  1.49733443,
       -0.49452875])]"
22352,movel_fit,"[array([1285.46107549, -434.50564133,  962.83123034])]","[array([-0.71458989,  0.16409794,  0.45750832,  0.88002311,  1.49497617,
       -0.4909135 ])]"
22834,movel_fit,"[array([1293.52748626, -435.15316456,  957.11456664])]","[array([-0.71506629,  0.17471445,  0.45745043,  0.8910883 ,  1.49327664,
       -0.48629294])]"
23319,movel_fit,"[array([1301.50609895, -435.88204612,  951.18209209])]","[array([-0.71637327,  0.18604422,  0.45837541,  0.90426638,  1.49229618,
       -0.48057456])]"
23812,movel_fit,"[array([1309.47266574, -436.6839117 ,  944.96964584])]","[array([-0.71853224,  0.198266  ,  0.46040929,  0.91986879,  1.49211361,
       -0.47360472])]"
24312,movel_fit,"[array([1317.40236976, -437.53660443,  938.48735566])]","[array([-0.72154084,  0.21143207,  0.46369203,  0.93806852,  1.49284346,
       -0.46528315])]"
24826,movel_fit,"[array([1325.40140195, -438.42543686,  931.64169423])]","[array([-0.72541923,  0.22581835,  0.46843233,  0.95933415,  1.49463106,
       -0.45537056])]"
25355,movel_fit,"[array([1333.47730357, -439.31878933,  924.41453071])]","[array([-0.73013946,  0.24157703,  0.4748486 ,  0.98397346,  1.4976659 ,
       -0.44368767])]"
25896,movel_fit,"[array([1341.58198592, -440.17013781,  916.84919084])]","[array([-0.7355694 ,  0.25873079,  0.4830809 ,  1.01201645,  1.50211816,
       -0.43018259])]"
26443,movel_fit,"[array([1349.6345642 , -440.92515126,  909.03747115])]","[array([-0.74146455,  0.27717194,  0.49313312,  1.04316192,  1.50809863,
       -0.41496288])]"
26990,movel_fit,"[array([1357.56184063, -441.53267214,  901.08608593])]","[array([-0.74749538,  0.29670658,  0.50484478,  1.07682673,  1.51563106,
       -0.39828203])]"
27534,movel_fit,"[array([1365.34329943, -441.95428164,  893.06508681])]","[array([-0.7533212 ,  0.3171671 ,  0.51795476,  1.11237492,  1.5246842 ,
       -0.38043329])]"
28074,movel_fit,"[array([1372.98912991, -442.16325551,  885.02090698])]","[array([-0.75861684,  0.33838848,  0.53211028,  1.14912729,  1.53517548,
       -0.36174644])]"
28612,movel_fit,"[array([1380.55481002, -442.14375933,  876.9561473 ])]","[array([-0.76311101,  0.36026926,  0.54693662,  1.18651369,  1.54700842,
       -0.34251401])]"
29150,movel_fit,"[array([1388.09793352, -441.88704925,  868.87323313])]","[array([-0.76657384,  0.38266958,  0.56199264,  1.22392453,  1.56003021,
       -0.32306569])]"
29695,movel_fit,"[array([1395.74245889, -441.38848231,  860.70862974])]","[array([-0.76884847,  0.40559503,  0.57691566,  1.26104136,  1.574135  ,
       -0.30359975])]"
30243,movel_fit,"[array([1403.47679448, -440.65990068,  852.55236006])]","[array([-0.76979684,  0.42859345,  0.5910322 ,  1.29685594,  1.58888945,
       -0.28469274])]"
30791,movel_fit,"[array([1411.29450089, -439.73645436,  844.49468078])]","[array([-0.76941576,  0.45118031,  0.603731  ,  1.33048452,  1.60375707,
       -0.26688492])]"
31323,movel_fit,"[array([1419.00409987, -438.69789761,  836.80889226])]","[array([-0.76786985,  0.472386  ,  0.61427009,  1.3605137 ,  1.61782714,
       -0.25100576])]"
31820,movel_fit,"[array([1426.35223169, -437.65364668,  829.78668103])]","[array([-0.76552174,  0.49128444,  0.62224261,  1.38591068,  1.63022326,
       -0.2376741 ])]"
32274,movel_fit,"[array([1433.21548552, -436.68740456,  823.53836354])]","[array([-0.76275605,  0.50757707,  0.62777774,  1.40667382,  1.64058234,
       -0.22692414])]"
32690,movel_fit,"[array([1439.6545511 , -435.83456133,  817.97655917])]","[array([-0.75981979,  0.52155835,  0.63129124,  1.42355125,  1.64902279,
       -0.21836811])]"
33075,movel_fit,"[array([1445.75836201, -435.10915362,  812.99135875])]","[array([-0.75685302,  0.5335846 ,  0.63314664,  1.43725158,  1.65574564,
       -0.21163022])]"
33435,movel_fit,"[array([1451.60224175, -434.51666119,  808.49113671])]","[array([-0.75393601,  0.54395317,  0.63362229,  1.44832421,  1.66093445,
       -0.20641576])]"
33776,movel_fit,"[array([1457.26742144, -434.05653395,  804.3890191 ])]","[array([-0.7511028 ,  0.55292924,  0.63291678,  1.45720501,  1.66475151,
       -0.20249242])]"
34102,movel_fit,"[array([1462.80520468, -433.72878687,  800.62964343])]","[array([-0.74837557,  0.56068548,  0.63116268,  1.46417403,  1.66730106,
       -0.19971015])]"
34415,movel_fit,"[array([1468.23510217, -433.53280781,  797.18369416])]","[array([-0.74577434,  0.5673275 ,  0.62846373,  1.46941114,  1.66865584,
       -0.19796813])]"
34721,movel_fit,"[array([1473.64733636, -433.46447232,  793.98217136])]","[array([-0.74327336,  0.57302249,  0.62485161,  1.47310654,  1.66888324,
       -0.19717562])]"
35024,movel_fit,"[array([1479.09942518, -433.52444578,  790.98889044])]","[array([-0.74085728,  0.57784642,  0.62031455,  1.47532085,  1.66798427,
       -0.19731106])]"
35322,movel_fit,"[array([1484.55740966, -433.71095647,  788.21991356])]","[array([-0.73854395,  0.58178314,  0.61489892,  1.47604759,  1.66596434,
       -0.198367  ])]"
35620,movel_fit,"[array([1490.10172668, -434.02247014,  785.63123042])]","[array([-0.736294  ,  0.58490384,  0.60853534,  1.47529179,  1.66279529,
       -0.20035804])]"
35922,movel_fit,"[array([1495.79606557, -434.46089109,  783.1994116 ])]","[array([-0.73407227,  0.58721726,  0.60111524,  1.47295831,  1.65839336,
       -0.20335378])]"
36228,movel_fit,"[array([1501.63739885, -435.02175983,  780.93302906])]","[array([-0.73186127,  0.58868815,  0.59259244,  1.46893355,  1.65270656,
       -0.20741343])]"
36541,movel_fit,"[array([1507.6756972 , -435.70211243,  778.81978509])]","[array([-0.72961151,  0.58929271,  0.58283316,  1.46304496,  1.64563155,
       -0.21264284])]"
36866,movel_fit,"[array([1514.00612192, -436.50340301,  776.83965909])]","[array([-0.72724215,  0.58897654,  0.57158383,  1.45498472,  1.63696977,
       -0.21923658])]"
37206,movel_fit,"[array([1520.68437727, -437.41969514,  774.99421141])]","[array([-0.72466382,  0.58764755,  0.55860386,  1.4443794 ,  1.62652998,
       -0.2274092 ])]"
37562,movel_fit,"[array([1527.73085222, -438.43295969,  773.29632103])]","[array([-0.72176794,  0.58521368,  0.54369437,  1.43084476,  1.61417532,
       -0.23736062])]"
37936,movel_fit,"[array([1535.18282611, -439.51802362,  771.75294982])]","[array([-0.71839804,  0.58158853,  0.52661199,  1.41392236,  1.59976696,
       -0.24932501])]"
38327,movel_fit,"[array([1543.02299108, -440.6310616 ,  770.37882048])]","[array([-0.71437599,  0.5767394 ,  0.50724587,  1.39325709,  1.58332419,
       -0.26344358])]"
38730,movel_fit,"[array([1551.15025037, -441.70738004,  769.18970181])]","[array([-0.70954   ,  0.5707663 ,  0.48577476,  1.36883333,  1.56516504,
       -0.27962341])]"
39137,movel_fit,"[array([1559.40075697, -442.67412356,  768.18958594])]","[array([-0.70379142,  0.56393456,  0.46270325,  1.34110528,  1.54591106,
       -0.29748302])]"
39544,movel_fit,"[array([1567.68729908, -443.47800028,  767.35491191])]","[array([-0.69705409,  0.5565488 ,  0.4384982 ,  1.31060433,  1.52613123,
       -0.31662903])]"
39950,movel_fit,"[array([1575.98149644, -444.08304226,  766.64976367])]","[array([-0.68928354,  0.54890654,  0.41356069,  1.27786098,  1.50629721,
       -0.33669808])]"
40354,movel_fit,"[array([1584.25551204, -444.46445472,  766.03557076])]","[array([-0.68051769,  0.54132106,  0.38835669,  1.24356264,  1.486878  ,
       -0.35725815])]"
40757,movel_fit,"[array([1592.51898099, -444.61065856,  765.46956634])]","[array([-0.6708391 ,  0.5340627 ,  0.36327122,  1.20835799,  1.46821605,
       -0.37792984])]"
41161,movel_fit,"[array([1600.80250297, -444.51829311,  764.90675617])]","[array([-0.66037154,  0.52736357,  0.33862035,  1.17286228,  1.45055592,
       -0.39837608])]"
41568,movel_fit,"[array([1609.14103736, -444.19091109,  764.29906578])]","[array([-0.64928667,  0.5214297 ,  0.31468446,  1.13770332,  1.43408092,
       -0.41827268])]"
41980,movel_fit,"[array([1617.56330007, -443.64029023,  763.59346247])]","[array([-0.6378078 ,  0.51644834,  0.29172301,  1.10354659,  1.41893549,
       -0.43729245])]"
42387,movel_fit,"[array([1625.85605117, -442.91121831,  762.75441188])]","[array([-0.6265217 ,  0.51268768,  0.27054358,  1.0719551 ,  1.40559565,
       -0.45463295])]"
42779,movel_fit,"[array([1633.80881729, -442.07807772,  761.76146979])]","[array([-0.6159816 ,  0.51023393,  0.25171129,  1.04412195,  1.39428477,
       -0.46973226])]"
43147,movel_fit,"[array([1641.23801706, -441.22400457,  760.61660519])]","[array([-0.60660368,  0.50901879,  0.23549713,  1.02071223,  1.38501701,
       -0.48231938])]"
43487,movel_fit,"[array([1648.06088448, -440.41679981,  759.3359253 ])]","[array([-0.59855094,  0.50885132,  0.22180678,  1.00169944,  1.37757897,
       -0.49248367])]"
43800,movel_fit,"[array([1654.29880806, -439.6961863 ,  757.93492261])]","[array([-0.59177555,  0.50951971,  0.21030557,  0.98660237,  1.37165448,
       -0.5005338 ])]"
44091,movel_fit,"[array([1660.05203103, -439.07780336,  756.41522071])]","[array([-0.58611238,  0.51085592,  0.20056504,  0.97477145,  1.36691633,
       -0.50684849])]"
44365,movel_fit,"[array([1665.41516834, -438.56844865,  754.77238288])]","[array([-0.58141205,  0.51275119,  0.19224626,  0.9656938 ,  1.36312326,
       -0.51172069])]"
44625,movel_fit,"[array([1670.44464862, -438.17310608,  753.00676434])]","[array([-0.57757296,  0.51512685,  0.18513016,  0.95902396,  1.36011655,
       -0.51534708])]"
44875,movel_fit,"[array([1675.21181671, -437.89197263,  751.1080677 ])]","[array([-0.57449554,  0.51794313,  0.17901976,  0.9544756 ,  1.35776826,
       -0.51788895])]"
45117,movel_fit,"[array([1679.74872352, -437.7264488 ,  749.07417443])]","[array([-0.57212514,  0.52116834,  0.17380922,  0.95188649,  1.35600535,
       -0.51943905])]"
45352,movel_fit,"[array([1684.06734997, -437.67567477,  746.91116455])]","[array([-0.57042091,  0.52476804,  0.16943338,  0.95113457,  1.35477863,
       -0.52006597])]"
45586,movel_fit,"[array([1688.26584687, -437.73742264,  744.57662648])]","[array([-0.56932255,  0.52879998,  0.16576599,  0.95214292,  1.35403703,
       -0.51981861])]"
45820,movel_fit,"[array([1692.36075611, -437.91326488,  742.05791113])]","[array([-0.56882988,  0.53328596,  0.16280279,  0.95495018,  1.35378432,
       -0.51868251])]"
46055,movel_fit,"[array([1696.35291939, -438.20102032,  739.35327454])]","[array([-0.56894255,  0.5382341 ,  0.16055837,  0.95959302,  1.354033  ,
       -0.51664154])]"
46295,movel_fit,"[array([1700.29919613, -438.60167365,  736.41918959])]","[array([-0.5696715 ,  0.54373766,  0.15903746,  0.96622223,  1.35481794,
       -0.51362518])]"
46542,movel_fit,"[array([1704.21687637, -439.11420969,  733.23005229])]","[array([-0.57104752,  0.5498699 ,  0.15830476,  0.97503508,  1.3562036 ,
       -0.50953577])]"
46799,movel_fit,"[array([1708.13777482, -439.73703165,  729.74466027])]","[array([-0.57311404,  0.55674668,  0.15845113,  0.98632159,  1.35828675,
       -0.50422804])]"
47066,movel_fit,"[array([1712.04655105, -440.45804844,  725.95888417])]","[array([-0.57589783,  0.5644269 ,  0.15960194,  1.0003103 ,  1.36117478,
       -0.4975799 ])]"
47348,movel_fit,"[array([1716.0008579 , -441.27179254,  721.79956727])]","[array([-0.57946623,  0.57312592,  0.16192809,  1.017518  ,  1.36505787,
       -0.48932619])]"
47646,movel_fit,"[array([1719.99937319, -442.15630225,  717.24284003])]","[array([-0.58384976,  0.58298823,  0.16564305,  1.03836659,  1.37014997,
       -0.47923528])]"
47964,movel_fit,"[array([1724.08185767, -443.08683189,  712.22299869])]","[array([-0.58908706,  0.5942756 ,  0.17102576,  1.06349795,  1.37676605,
       -0.46695688])]"
48300,movel_fit,"[array([1728.21422471, -444.00962475,  706.76579432])]","[array([-0.59508152,  0.60707947,  0.17829252,  1.09312816,  1.38517882,
       -0.45232992])]"
48647,movel_fit,"[array([1732.31740572, -444.84955212,  700.9922681 ])]","[array([-0.60154634,  0.62125416,  0.18743425,  1.12675733,  1.39549313,
       -0.43553805])]"
48997,movel_fit,"[array([1736.32154143, -445.53667684,  695.05260274])]","[array([-0.60809077,  0.63651707,  0.19821171,  1.16339303,  1.40764415,
       -0.41701841])]"
49342,movel_fit,"[array([1740.16639649, -446.02033048,  689.11451609])]","[array([-0.61428643,  0.65244413,  0.21014674,  1.20161338,  1.42134912,
       -0.39744853])]"
49686,movel_fit,"[array([1743.9339588 , -446.28709287,  683.13488525])]","[array([-0.61994605,  0.66908905,  0.22306133,  1.24117416,  1.43665218,
       -0.37693416])]"
49998,movel_fit,"[array([1747.31689845, -446.32226057,  677.68499193])]","[array([-0.62442629,  0.68474319,  0.23532287,  1.27769249,  1.45186847,
       -0.35775122])]"
