primitives,points,q_bp
movej_fit,"[array([ 772.48257806, -487.72761589,  473.1461588 ])]","[array([ 0.03916693,  0.90288713, -0.54874368,  1.41565201, -1.93975012,
       -0.40177882])]"
movec_fit,"[array([ 736.79927286, -401.63508456,  561.59812479]), array([ 689.41637424, -314.87335567,  618.97602332])]","[array([ 0.180138  ,  0.62789483, -0.68855475,  1.33714518, -1.86439162,
       -0.30324521]), array([ 0.23291718,  0.66644904, -0.7111716 ,  1.24490319, -2.03283076,
       -0.32155537])]"
movec_fit,"[array([ 676.19788303, -293.38422328,  628.94368582]), array([ 662.34617787, -271.72737008,  637.39726018])]","[array([ 0.24381768,  0.67754419, -0.7114969 ,  1.21144462, -2.06814578,
       -0.32533537]), array([ 0.25475821,  0.68897322, -0.71358404,  1.17585285, -2.10116811,
       -0.3324265 ])]"
movel_fit,"[array([ 658.68999972, -266.06886115,  639.40043823])]","[array([ 0.2588587 ,  0.68999195, -0.71556025,  1.16708251, -2.10773787,
       -0.33545224])]"
movec_fit,"[array([ 638.88705289, -236.38170928,  648.43212945]), array([ 618.34574296, -206.63950489,  655.15760675])]","[array([ 0.27514115,  0.70289424, -0.71797506,  1.11298063, -2.14539693,
       -0.34766064]), array([ 0.29112909,  0.71742274, -0.72243381,  1.05514687, -2.1793787 ,
       -0.36539392])]"
movec_fit,"[array([ 601.6768276 , -183.13610696,  658.93274153]), array([ 584.81065336, -159.65246926,  661.86556757])]","[array([ 0.30600135,  0.72553325, -0.7246741 ,  1.00588724, -2.19953817,
       -0.37656996]), array([ 0.3211122 ,  0.73391256, -0.72796849,  0.95539381, -2.21746322,
       -0.38928796])]"
movec_fit,"[array([ 567.74148214, -136.15243187,  664.02745261]), array([ 550.55380463, -112.73746676,  665.28840841])]","[array([ 0.33718412,  0.74252402, -0.73369192,  0.9040407 , -2.23271095,
       -0.40121008]), array([ 0.35360439,  0.75196498, -0.7401813 ,  0.85163092, -2.24552975,
       -0.41419209])]"
movec_fit,"[array([533.91810742, -90.22797707, 665.82257955]), array([517.27372742, -67.80331118, 665.76962678])]","[array([ 0.3715547 ,  0.76018542, -0.74769348,  0.80126826, -2.25424803,
       -0.42491466]), array([ 0.39005211,  0.76912129, -0.75548634,  0.75060355, -2.26097764,
       -0.43539523])]"
movel_fit,"[array([509.7273954 , -57.61919562, 665.62925125])]","[array([ 0.39941603,  0.7732349 , -0.76012549,  0.72828866, -2.26310905,
       -0.44008447])]"
movec_fit,"[array([489.61740068, -30.53632696, 664.61194159]), array([469.58563062,  -3.49220418, 663.08565241])]","[array([ 0.42580479,  0.78477689, -0.77227528,  0.66920054, -2.2664327 ,
       -0.4513995 ]), array([ 0.45306911,  0.79755322, -0.78363876,  0.61036142, -2.26782641,
       -0.4609211 ])]"
movec_fit,"[array([452.93364012,  19.14255488, 661.57129171]), array([436.45736007,  41.79532541, 659.94734289])]","[array([ 0.48149213,  0.80802834, -0.79605818,  0.56580086, -2.26576378,
       -0.46733068]), array([ 0.51123034,  0.81913127, -0.80727031,  0.52226942, -2.26302392,
       -0.47062346])]"
movel_fit,"[array([420.58218269,  63.85931581, 658.38198328])]","[array([ 0.54399722,  0.83011371, -0.81873221,  0.48351821, -2.25926488,
       -0.47279812])]"
movec_fit,"[array([400.60932677,  92.16425819, 656.48308034]), array([380.98410541, 120.7068548 , 654.92397117])]","[array([ 0.5925832 ,  0.84443737, -0.83382071,  0.43967429, -2.25320193,
       -0.47008217]), array([ 0.64325519,  0.8590865 , -0.84555533,  0.39787696, -2.24873515,
       -0.46164478])]"
movec_fit,"[array([362.963366  , 147.83275131, 654.01214633]), array([345.34663092, 175.23641482, 653.6909378 ])]","[array([ 0.70497905,  0.87190238, -0.85895788,  0.37054058, -2.24333478,
       -0.44649189]), array([ 0.76900578,  0.8837663 , -0.86833297,  0.34604169, -2.24098557,
       -0.42475777])]"
movec_fit,"[array([329.79134452, 200.35654854, 654.08229605]), array([314.7077897 , 225.69434211, 655.21599312])]","[array([ 0.83873084,  0.8906113 , -0.87535184,  0.33435883, -2.23945462,
       -0.39582624]), array([ 0.90942998,  0.89510976, -0.87845457,  0.32598048, -2.24157672,
       -0.36160264])]"
movec_fit,"[array([300.43784674, 250.80379748, 657.21988599]), array([286.73470131, 276.05925006, 660.12266866])]","[array([ 0.98949057,  0.89200103, -0.87765705,  0.32933496, -2.24479972,
       -0.3177435 ]), array([ 1.06824379,  0.88558493, -0.87282967,  0.3365846 , -2.25172974,
       -0.27036582])]"
movec_fit,"[array([274.10751872, 300.79243781, 664.06850629]), array([262.22522783, 325.64654929, 669.18860865])]","[array([ 1.15130826,  0.86933476, -0.86188976,  0.35459424, -2.25950363,
       -0.21562198]), array([ 1.2304047 ,  0.8496712 , -0.84708674,  0.37681912, -2.27007428,
       -0.15953699])]"
movec_fit,"[array([250.53482374, 352.18642962, 676.13468908]), array([239.89959143, 378.69829272, 684.62080808])]","[array([ 1.31510257,  0.81748885, -0.82149822,  0.41055301, -2.28150395,
       -0.09784619]), array([ 1.3925843 ,  0.7834216 , -0.79201527,  0.44881178, -2.29389552,
       -0.0373634 ])]"
movec_fit,"[array([228.49653497, 411.12971565, 697.48519772]), array([219.13836569, 442.99504524, 713.00268311])]","[array([ 1.47953873,  0.73151051, -0.73970587,  0.50485486, -2.30702692,
        0.02718897]), array([ 1.55558753,  0.68089242, -0.68482587,  0.5670881 , -2.31703666,
        0.08877651])]"
movec_fit,"[array([210.90447476, 479.20531488, 734.52673315]), array([205.59520443, 513.803749  , 759.21260939])]","[array([ 1.62958171,  0.61912743, -0.60395732,  0.64489082, -2.32166896,
        0.14080794]), array([ 1.69439178,  0.56051281, -0.52688608,  0.72800986, -2.31632325,
        0.18977939])]"
movec_fit,"[array([203.47167072, 537.29528723, 778.42748622]), array([202.66226185, 559.7662878 , 798.84334387])]","[array([ 1.7340854 ,  0.51918121, -0.46787709,  0.78616668, -2.30569604,
        0.21644985]), array([ 1.77138583,  0.47790138, -0.41424757,  0.84465393, -2.28889435,
        0.24087776])]"
movec_fit,"[array([202.98230412, 580.35876097, 819.33070701]), array([204.32599026, 600.01974008, 840.64067792])]","[array([ 1.80168359,  0.44063746, -0.361467  ,  0.89601257, -2.26949884,
        0.26081655]), array([ 1.83063367,  0.40241889, -0.31474445,  0.94627093, -2.24465559,
        0.27790746])]"
movec_fit,"[array([206.5753084 , 619.29910019, 863.11246933]), array([209.63882478, 637.73034277, 886.15359959])]","[array([ 1.85620373,  0.3644708 , -0.2650591 ,  0.9914092 , -2.21560474,
        0.29391776]), array([ 1.88058199,  0.32518561, -0.22206238,  1.03425612, -2.18147233,
        0.30610299])]"
movec_fit,"[array([213.65853242, 656.47103007, 911.13454344]), array([218.52566666, 674.23615342, 936.63696988])]","[array([ 1.90167886,  0.28624324, -0.17435748,  1.0721003 , -2.14330771,
        0.3193615 ]), array([ 1.92109842,  0.24578863, -0.13372166,  1.10699156, -2.10049168,
        0.32821581])]"
movel_fit,"[array([219.96081111, 678.94805587, 943.63358839])]","[array([ 1.92334697,  0.23973538, -0.11878801,  1.1146806 , -2.0921377 ,
        0.33003725])]"
movel_fit,"[array([222.5833582 , 686.81083505, 955.73627493])]","[array([ 1.93111796,  0.22075231, -0.10059673,  1.12829167, -2.07041472,
        0.33331011])]"
movel_fit,"[array([225.1961067 , 694.01741118, 967.17660407])]","[array([ 1.9363114 ,  0.20651883, -0.08267319,  1.14052273, -2.05248952,
        0.3363821 ])]"
movel_fit,"[array([227.87232217, 701.53640823, 979.0249915 ])]","[array([ 1.94144927,  0.19198297, -0.06459604,  1.1524776 , -2.03315954,
        0.33878448])]"
movel_fit,"[array([230.54854077, 709.05539933, 990.87337786])]","[array([ 1.94632577,  0.17748851, -0.04721786,  1.16370861, -2.01301804,
        0.34043292])]"
movel_fit,"[array([ 233.22475937,  716.57439042, 1002.72176423])]","[array([ 1.95091968,  0.16299944, -0.03058933,  1.17422609, -1.99206158,
        0.34132781])]"
movel_fit,"[array([ 235.90097797,  724.09338152, 1014.5701506 ])]","[array([ 1.95520778,  0.14848148, -0.0147597 ,  1.18404165, -1.97028452,
        0.34147072])]"
movel_fit,"[array([ 238.57719657,  731.61237261, 1026.41853697])]","[array([ 1.95916471e+00,  1.33902354e-01,  2.23598825e-04,  1.19316794e+00,
       -1.94767890e+00,  3.40864202e-01])]"
movel_fit,"[array([ 241.25341517,  739.13136371, 1038.26692334])]","[array([ 1.96276278,  0.11923197,  0.01431529,  1.20161848, -1.92423436,
        0.3395117 ])]"
movel_fit,"[array([ 245.50908975,  751.38891404, 1057.40588153])]","[array([ 1.96225533,  0.11315835,  0.04991458,  1.21288476, -1.89981004,
        0.35109267])]"
