primitives,points,q_bp
movej_fit,"[array([ 775.53093682, -494.41366872,  467.06977909])]","[array([ 0.032618  ,  0.91167147, -0.54229815,  1.42304007, -1.93596917,
       -0.40343176])]"
movec_fit,"[array([ 736.78425232, -401.62206757,  561.58061854]), array([ 689.40595123, -314.86568399,  618.93355741])]","[array([ 0.18016845,  0.62778869, -0.68838217,  1.33695822, -1.86425596,
       -0.3032011 ]), array([ 0.23292893,  0.66650963, -0.71117366,  1.24486174, -2.03281284,
       -0.32162247])]"
movec_fit,"[array([ 676.19567636, -293.3716389 ,  628.94134206]), array([ 662.32244908, -271.71252792,  637.35026257])]","[array([ 0.24376363,  0.67767613, -0.71143386,  1.21141237, -2.06825958,
       -0.32542775]), array([ 0.25478255,  0.68903349, -0.71360266,  1.17578524, -2.10114152,
       -0.33251272])]"
movel_fit,"[array([ 658.67356321, -266.0689028 ,  639.34537731])]","[array([ 0.25880661,  0.69018256, -0.71558625,  1.16704463, -2.10780689,
       -0.33562245])]"
movec_fit,"[array([ 638.86304399, -236.38442096,  648.37967935]), array([ 618.3588406 , -206.64324878,  655.25125502])]","[array([ 0.27506349,  0.70309351, -0.71797118,  1.11291094, -2.14547606,
       -0.34786507]), array([ 0.2911202 ,  0.71727648, -0.72245252,  1.05523342, -2.17944058,
       -0.36525796])]"
movec_fit,"[array([ 601.74602425, -183.12886478,  659.24503333]), array([ 584.88707675, -159.6272697 ,  662.22610048])]","[array([ 0.30595377,  0.72508266, -0.7246237 ,  1.00615815, -2.19980405,
       -0.37613059]), array([ 0.32111194,  0.73336714, -0.72798732,  0.95571883, -2.21776712,
       -0.38874906])]"
movec_fit,"[array([ 567.79281734, -136.12275339,  664.26899317]), array([ 550.59049765, -112.71877629,  665.38813687])]","[array([ 0.33714852,  0.74219729, -0.73365695,  0.90421747, -2.23297598,
       -0.40092177]), array([ 0.35361035,  0.75182272, -0.74015766,  0.85172459, -2.24563939,
       -0.41403263])]"
movec_fit,"[array([533.93622821, -90.20406263, 665.79868861]), array([517.2985136 , -67.7995531 , 665.65599058])]","[array([ 0.37151089,  0.76028484, -0.74758395,  0.80121152, -2.25429795,
       -0.42500443]), array([ 0.39004465,  0.76933462, -0.7553803 ,  0.7505508 , -2.26089894,
       -0.4354898 ])]"
movel_fit,"[array([509.74446191, -57.60631537, 665.48603577])]","[array([ 0.39935548,  0.77353678, -0.75996195,  0.72816194, -2.26304705,
       -0.4403082 ])]"
movec_fit,"[array([489.64464506, -30.52562176, 664.46452442]), array([469.62734948,  -3.45448923, 662.97541216])]","[array([ 0.42575044,  0.78507762, -0.77209782,  0.66909862, -2.26635595,
       -0.45158966]), array([ 0.45308936,  0.79778091, -0.78347554,  0.61031039, -2.26777347,
       -0.46096906])]"
