breakpoints,primitives,points
19486,movej_fit,"[array([ 0.49747238,  0.79790049,  0.11663859,  1.43129685, -1.42433828,
        0.68349544])]"
20284,movej_fit,"[array([ 0.48759448,  0.78037484,  0.14536157,  1.41802835, -1.42030885,
        0.69428429])]"
20434,movej_fit,"[array([ 0.48550184,  0.77615637,  0.15173513,  1.41473918, -1.41795061,
        0.69660429])]"
21003,movej_fit,"[array([ 0.47813972,  0.76299188,  0.17255675,  1.40475029, -1.41362648,
        0.70470839])]"
21041,movej_fit,"[array([ 0.4775705 ,  0.7619461 ,  0.17403575,  1.40395056, -1.41297009,
        0.70536158])]"
21594,movej_fit,"[array([ 0.47021106,  0.74895386,  0.19405565,  1.3942626 , -1.40805629,
        0.71366469])]"
21604,movej_fit,"[array([ 0.47003266,  0.74868575,  0.19434472,  1.39409785, -1.40781224,
        0.713925  ])]"
22114,movej_fit,"[array([ 0.46308646,  0.73668809,  0.21248259,  1.3851801 , -1.40291146,
        0.72176381])]"
22201,movej_fit,"[array([ 0.46176677,  0.73414057,  0.21585559,  1.38355881, -1.40108436,
        0.72295632])]"
22711,movej_fit,"[array([ 0.45441513,  0.72078041,  0.23470276,  1.3743384 , -1.39343271,
        0.73031715])]"
22736,movej_fit,"[array([ 0.45400066,  0.72006994,  0.23555766,  1.3738955 , -1.39286243,
        0.73073247])]"
23190,movej_fit,"[array([ 0.44729861,  0.708157  ,  0.25200878,  1.36573392, -1.38563684,
        0.73745221])]"
23228,movej_fit,"[array([ 0.44669114,  0.70716246,  0.25328839,  1.36504074, -1.38494813,
        0.73805184])]"
23718,movej_fit,"[array([ 0.43928641,  0.69434719,  0.27061753,  1.35633095, -1.3767957 ,
        0.74555854])]"
23743,movej_fit,"[array([ 0.43886427,  0.69366576,  0.271367  ,  1.35602209, -1.37617533,
        0.74616562])]"
24190,movej_fit,"[array([ 0.43155852,  0.6805526 ,  0.28871231,  1.34604619, -1.36619937,
        0.75327385])]"
24200,movej_fit,"[array([ 0.4312331 ,  0.67981486,  0.28956823,  1.34522176, -1.3651743 ,
        0.75354056])]"
24647,movej_fit,"[array([ 0.42353343,  0.66586161,  0.30734081,  1.33473509, -1.35329791,
        0.76155163])]"
24668,movej_fit,"[array([ 0.42309388,  0.6651064 ,  0.30817493,  1.33411476, -1.35246059,
        0.76205208])]"
24872,movej_fit,"[array([ 0.41950252,  0.65879781,  0.31623668,  1.32906176, -1.34705285,
        0.76548365])]"
25397,movej_fit,"[array([ 0.40997871,  0.64236644,  0.33649257,  1.31627991, -1.33210395,
        0.77524721])]"
25422,movej_fit,"[array([ 0.40946843,  0.6416495 ,  0.33737879,  1.31552665, -1.33143525,
        0.77561674])]"
25822,movej_fit,"[array([ 0.40190789,  0.62887964,  0.35291236,  1.30513436, -1.31921747,
        0.78376332])]"
25854,movej_fit,"[array([ 0.40124746,  0.62791662,  0.35404764,  1.30420725, -1.3182395 ,
        0.78436163])]"
26222,movej_fit,"[array([ 0.39411377,  0.61630572,  0.36798147,  1.29451585, -1.30686135,
        0.79187158])]"
26778,movej_fit,"[array([ 0.38297253,  0.59898498,  0.38828469,  1.27973114, -1.28916852,
        0.80347211])]"
26803,movej_fit,"[array([ 0.38241379,  0.59820381,  0.38905834,  1.27915322, -1.28817862,
        0.80417905])]"
27210,movej_fit,"[array([ 0.37393123,  0.5852295 ,  0.40381425,  1.26801339, -1.27416455,
        0.81244293])]"
27313,movej_fit,"[array([ 0.37167214,  0.58190978,  0.40736021,  1.26527175, -1.27024194,
        0.81473995])]"
27681,movej_fit,"[array([ 0.36375029,  0.57024503,  0.42022579,  1.2552213 , -1.25699428,
        0.82251424])]"
28206,movej_fit,"[array([ 0.35202774,  0.55373121,  0.43787862,  1.24079874, -1.23721148,
        0.83412134])]"
28660,movej_fit,"[array([ 0.34049435,  0.53753898,  0.45536445,  1.22346516, -1.21611064,
        0.84651802])]"
28701,movej_fit,"[array([ 0.33948728,  0.53632819,  0.45655829,  1.22226963, -1.2144737 ,
        0.84747464])]"
29020,movej_fit,"[array([ 0.33125882,  0.52522275,  0.46822734,  1.21043793, -1.19951012,
        0.85630754])]"
29152,movej_fit,"[array([ 0.32777543,  0.52080499,  0.47274566,  1.20557868, -1.19333515,
        0.85993922])]"
29474,movej_fit,"[array([ 0.31922768,  0.50987211,  0.48391601,  1.19360437, -1.17796082,
        0.86903301])]"
29936,movej_fit,"[array([ 0.30643471,  0.49432243,  0.49949981,  1.17551809, -1.1550477 ,
        0.88278204])]"
30333,movej_fit,"[array([ 0.29443346,  0.48031832,  0.5136137 ,  1.1568378 , -1.13325528,
        0.89666861])]"
30433,movej_fit,"[array([ 0.29147031,  0.47708111,  0.51667124,  1.1527494 , -1.12798817,
        0.89990551])]"
30777,movej_fit,"[array([ 0.28089888,  0.46541111,  0.52805472,  1.13682624, -1.10899703,
        0.91195706])]"
30787,movej_fit,"[array([ 0.28055476,  0.46512822,  0.52819837,  1.13652382, -1.10830776,
        0.91241451])]"
31093,movej_fit,"[array([ 0.27072589,  0.45494878,  0.53846882,  1.12057801, -1.09135432,
        0.9247192 ])]"
31193,movej_fit,"[array([ 0.26735291,  0.45169751,  0.54170608,  1.11497755, -1.08558585,
        0.92929386])]"
31484,movej_fit,"[array([ 0.25767879,  0.44224806,  0.55103044,  1.09928078, -1.06899688,
        0.94180617])]"
31881,movej_fit,"[array([ 0.24384996,  0.42956185,  0.5634341 ,  1.07614642, -1.04549698,
        0.96035934])]"
31934,movej_fit,"[array([ 0.24194965,  0.42797407,  0.56488736,  1.07307993, -1.04228371,
        0.96290187])]"
32216,movej_fit,"[array([ 0.23177017,  0.41907903,  0.57343344,  1.055797  , -1.0250189 ,
        0.976647  ])]"
32348,movej_fit,"[array([ 0.22676182,  0.41494554,  0.57730104,  1.04710148, -1.01651553,
        0.98352037])]"
32591,movej_fit,"[array([ 0.21766595,  0.40750185,  0.58423328,  1.03156653, -1.00112644,
        0.99600917])]"
32951,movej_fit,"[array([ 0.20355494,  0.39695625,  0.5945357 ,  1.00553795, -0.97843031,
        1.01738707])]"
32968,movej_fit,"[array([ 0.20283689,  0.39650019,  0.59487444,  1.00433694, -0.97717014,
        1.01867258])]"
33255,movej_fit,"[array([ 0.191384  ,  0.3884927 ,  0.60266661,  0.98286616, -0.95914631,
        1.03611196])]"
33637,movej_fit,"[array([ 0.1755132 ,  0.37848834,  0.61263437,  0.95164242, -0.93506923,
        1.06282201])]"
33674,movej_fit,"[array([ 0.17392895,  0.37762922,  0.61341359,  0.94854267, -0.93268172,
        1.06542607])]"
33934,movej_fit,"[array([ 0.16274079,  0.37107189,  0.61999511,  0.92569218, -0.91607264,
        1.08467741])]"
34271,movej_fit,"[array([ 0.14736093,  0.36282896,  0.62835569,  0.8924944 , -0.89373687,
        1.11249808])]"
34624,movej_fit,"[array([ 0.13154245,  0.35552302,  0.63595832,  0.85804411, -0.87209944,
        1.14260102])]"
34973,movej_fit,"[array([ 0.11569237,  0.34915549,  0.64274105,  0.82249873, -0.85131217,
        1.17416146])]"
35021,movej_fit,"[array([ 0.11345697,  0.3484331 ,  0.64354716,  0.81723571, -0.84855474,
        1.17891769])]"
35264,movej_fit,"[array([ 0.10229727,  0.34457714,  0.64796291,  0.79120052, -0.8348208 ,
        1.20225415])]"
35593,movej_fit,"[array([ 0.08661522,  0.33991991,  0.65352639,  0.75286127, -0.8162873 ,
        1.23656794])]"
35868,movej_fit,"[array([ 0.07224092,  0.33639028,  0.65860635,  0.71390966, -0.80101074,
        1.27063605])]"
36181,movej_fit,"[array([ 0.05711478,  0.33349244,  0.66271251,  0.67462999, -0.78522456,
        1.30646217])]"
36534,movej_fit,"[array([ 0.04112077,  0.33164339,  0.66604086,  0.63351165, -0.76988401,
        1.34579189])]"
36832,movej_fit,"[array([ 0.02592548,  0.33052986,  0.66936633,  0.58955043, -0.75738744,
        1.38590907])]"
37138,movej_fit,"[array([ 0.01049095,  0.33017   ,  0.6720142 ,  0.54424043, -0.74571929,
        1.42757952])]"
37429,movej_fit,"[array([-0.00475557,  0.33069058,  0.67435694,  0.49693494, -0.73633499,
        1.47081438])]"
37731,movej_fit,"[array([-0.02033915,  0.33203548,  0.67604033,  0.44802333, -0.72799158,
        1.51588415])]"
37769,movej_fit,"[array([-0.02163242,  0.33246377,  0.67589706,  0.44474935, -0.72753743,
        1.51969503])]"
38004,movej_fit,"[array([-0.03286837,  0.33406956,  0.67649318,  0.41029689, -0.72205271,
        1.55260705])]"
38341,movej_fit,"[array([-0.04879054,  0.33733272,  0.67668275,  0.36054148, -0.71605505,
        1.60018268])]"
38647,movej_fit,"[array([-0.06403074,  0.34126078,  0.67667228,  0.31041328, -0.71278142,
        1.64715853])]"
39000,movej_fit,"[array([-0.080167  ,  0.3466516 ,  0.67564601,  0.25873685, -0.71074178,
        1.6971533 ])]"
39322,movej_fit,"[array([-0.09533132,  0.35246528,  0.67422471,  0.20875514, -0.71063182,
        1.74458658])]"
39644,movej_fit,"[array([-0.11043259,  0.35938008,  0.67246545,  0.15836978, -0.71341785,
        1.79271025])]"
39994,movej_fit,"[array([-0.12628997,  0.36748734,  0.66967374,  0.10620977, -0.71713368,
        1.84250652])]"
40151,movej_fit,"[array([-0.13328851,  0.37163775,  0.66822422,  0.08317229, -0.72011068,
        1.86457301])]"
40418,movej_fit,"[array([-0.14552603,  0.3788762 ,  0.66559032,  0.04256863, -0.72539986,
        1.90278176])]"
40440,movej_fit,"[array([-0.14646594,  0.37957088,  0.66524544,  0.03954296, -0.72595334,
        1.90569721])]"
40683,movej_fit,"[array([-0.15743542,  0.38658141,  0.66245307,  0.00343   , -0.73154947,
        1.93938762])]"
41083,movej_fit,"[array([-0.17300056,  0.39827147,  0.65707354, -0.04451354, -0.74042717,
        1.98694383])]"
41499,movej_fit,"[array([-0.18893419,  0.41147118,  0.65077444, -0.09319514, -0.75166423,
        2.03482907])]"
41567,movej_fit,"[array([-0.1919424 ,  0.41424   ,  0.64964512, -0.10283772, -0.7551296 ,
        2.04369381])]"
41855,movej_fit,"[array([-0.20300207,  0.42414884,  0.64483665, -0.1364493 , -0.7645177 ,
        2.07621059])]"
42299,movej_fit,"[array([-0.21844233,  0.4395957 ,  0.63669869, -0.18110112, -0.77842275,
        2.12072517])]"
42737,movej_fit,"[array([-0.23318009,  0.45578677,  0.62799622, -0.22284255, -0.79382665,
        2.16224307])]"
43206,movej_fit,"[array([-0.24786308,  0.47379392,  0.61817186, -0.26260632, -0.81138326,
        2.20288567])]"
43289,movej_fit,"[array([-0.25038595,  0.47711731,  0.61620908, -0.26936514, -0.81452621,
        2.20953214])]"
43626,movej_fit,"[array([-0.26060985,  0.49045005,  0.60862271, -0.29662228, -0.82741478,
        2.23712565])]"
44126,movej_fit,"[array([-0.27446365,  0.5102223 ,  0.59672774, -0.33194164, -0.84536232,
        2.27377313])]"
44167,movej_fit,"[array([-0.27551328,  0.51195872,  0.59562062, -0.33453642, -0.84694585,
        2.2763639 ])]"
44535,movej_fit,"[array([-0.28528125,  0.52685844,  0.58650135, -0.35887649, -0.86052043,
        2.30182228])]"
44591,movej_fit,"[array([-0.28662384,  0.52924248,  0.58499443, -0.36203512, -0.86271095,
        2.30515553])]"
44959,movej_fit,"[array([-0.29603992,  0.54450235,  0.57542197, -0.38512739, -0.87656718,
        2.32918158])]"
45046,movej_fit,"[array([-0.29811865,  0.54820798,  0.57298621, -0.39009876, -0.87984387,
        2.33434747])]"
45421,movej_fit,"[array([-0.3071285 ,  0.56382089,  0.56281797, -0.4116615 , -0.89344259,
        2.3569194 ])]"
45539,movej_fit,"[array([-0.30984171,  0.56888656,  0.55940067, -0.41808504, -0.89781933,
        2.36352716])]"
45955,movej_fit,"[array([-0.31836539,  0.58553912,  0.54818752, -0.43673601, -0.91083987,
        2.38528842])]"
46527,movej_fit,"[array([-0.32975641,  0.60928831,  0.53186564, -0.46162406, -0.92980202,
        2.41360229])]"
47065,movej_fit,"[array([-0.34062261,  0.63318001,  0.51537629, -0.48576517, -0.9504722 ,
        2.43956914])]"
47106,movej_fit,"[array([-0.3411236 ,  0.63460521,  0.51415304, -0.48664854, -0.95094285,
        2.44090867])]"
47519,movej_fit,"[array([-0.34868267,  0.65218995,  0.50139215, -0.50300446, -0.96445811,
        2.45931087])]"
47644,movej_fit,"[array([-0.35077016,  0.65747416,  0.49738005, -0.50743251, -0.96822434,
        2.46437391])]"
48075,movej_fit,"[array([-0.35775463,  0.67571486,  0.48406029, -0.52134477, -0.98186839,
        2.48164323])]"
48713,movej_fit,"[array([-0.36671728,  0.70213449,  0.4643368 , -0.53758347, -1.00023675,
        2.50462168])]"
48801,movej_fit,"[array([-0.36804149,  0.70541583,  0.46121363, -0.5409635 , -1.00133458,
        2.50788357])]"
49206,movej_fit,"[array([-0.37363894,  0.72210917,  0.44812322, -0.55176752, -1.01212429,
        2.52203151])]"
49261,movej_fit,"[array([-0.37444202,  0.72455217,  0.44610512, -0.55354687, -1.01381482,
        2.52390861])]"
49667,movej_fit,"[array([-0.38000264,  0.74168287,  0.43241858, -0.56459365, -1.02503622,
        2.53783144])]"
49726,movej_fit,"[array([-0.38076343,  0.74424216,  0.43028615, -0.56615801, -1.02671537,
        2.53968812])]"
50000,movej_fit,"[array([-0.38440092,  0.75590003,  0.42082435, -0.57340198, -1.03431725,
        2.54872807])]"
