breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 37.38368257, 501.99863939, 620.67225976])]","[array([ 0.82302155, -0.80430393, -0.41346522, -0.58175616, -2.02899927,
       -0.57560537])]"
499,movel_fit,"[array([ 43.12936468, 496.26564279, 614.43954298])]","[array([ 0.81219424, -0.80679512, -0.42000034, -0.57482444, -2.03509033,
       -0.57673658])]"
999,movel_fit,"[array([ 48.92263477, 490.55882904, 608.15883065])]","[array([ 0.80160296, -0.80843548, -0.42639354, -0.56774196, -2.04158225,
       -0.57760839])]"
1499,movel_fit,"[array([ 54.74027238, 484.90129879, 601.85485493])]","[array([ 0.79133445, -0.80921538, -0.43262559, -0.56050109, -2.04841762,
       -0.57819343])]"
1999,movel_fit,"[array([ 60.58190144, 479.2930587 , 595.52724904])]","[array([ 0.78143053, -0.80913851, -0.43870442, -0.55306787, -2.05556301,
       -0.57847065])]"
2499,movel_fit,"[array([ 66.44650933, 473.73456062, 589.17602523])]","[array([ 0.77193212, -0.80821039, -0.444638  , -0.54541048, -2.06298497,
       -0.57842068])]"
2999,movel_fit,"[array([ 72.33304217, 468.22610505, 582.80093093])]","[array([ 0.7628776 , -0.80643858, -0.45043503, -0.53749862, -2.07065094,
       -0.57802619])]"
3499,movel_fit,"[array([ 78.23985071, 462.76834011, 576.40205204])]","[array([ 0.754303  , -0.80383319, -0.4561043 , -0.52930446, -2.07852862,
       -0.57727226])]"
3999,movel_fit,"[array([ 84.16620167, 457.36084655, 569.97818109])]","[array([ 0.74623919, -0.80040639, -0.46165625, -0.52080069, -2.08658801,
       -0.57614646])]"
4499,movel_fit,"[array([ 90.1103916 , 452.00386601, 563.5288682 ])]","[array([ 0.73871415, -0.7961735 , -0.46710117, -0.51196322, -2.09479892,
       -0.57463929])]"
4999,movel_fit,"[array([ 96.07100398, 446.69711907, 557.05307075])]","[array([ 0.73175067, -0.79115275, -0.47245038, -0.50276953, -2.10313248,
       -0.57274415])]"
5499,movel_fit,"[array([102.04630828, 441.44032933, 550.5498216 ])]","[array([ 0.72536667, -0.78536598, -0.47771579, -0.4931997 , -2.11156015,
       -0.57045765])]"
5999,movel_fit,"[array([108.03406571, 436.23335645, 544.01846598])]","[array([ 0.71957488, -0.7788394 , -0.48290972, -0.48323687, -2.12005314,
       -0.56777985])]"
6499,movel_fit,"[array([114.03236483, 431.0754381 , 537.45778286])]","[array([ 0.7143816 , -0.77160312, -0.48804568, -0.47286607, -2.12858329,
       -0.56471404])]"
6999,movel_fit,"[array([120.03894713, 425.96575756, 530.86675949])]","[array([ 0.70978709, -0.76369217, -0.49313766, -0.46207554, -2.13712175,
       -0.56126703])]"
