primitives,points,q_bp
movej_fit,"[array([3232.4684828 , -989.44584288,  690.36670909])]","[array([-0.00193101,  0.87859193, -0.30061305,  0.01011793,  1.12839704,
        0.00214937])]"
movel_fit,"[array([3231.72614568, -990.6116483 ,  692.72557208])]","[array([-0.00195451,  0.87800753, -0.30063388,  0.00932793,  1.12924069,
        0.00200515])]"
movel_fit,"[array([3231.02717921, -991.68680118,  695.07401873])]","[array([-0.00196134,  0.87742897, -0.30064901,  0.00856488,  1.13007278,
        0.00186271])]"
movel_fit,"[array([3230.37103588, -992.67108736,  697.41587125])]","[array([-0.00195086,  0.87685524, -0.30065867,  0.00782747,  1.13089469,
        0.00172201])]"
movel_fit,"[array([3229.75751463, -993.56520024,  699.75235617])]","[array([-0.0019231 ,  0.87628607, -0.30066285,  0.00711529,  1.13170663,
        0.00158316])]"
movel_fit,"[array([3229.18643545, -994.36978938,  702.08472205])]","[array([-0.00187809,  0.87572114, -0.30066153,  0.00642793,  1.13250883,
        0.00144631])]"
movel_fit,"[array([3228.65763658, -995.08546276,  704.41423018])]","[array([-0.00181587,  0.87516017, -0.30065468,  0.00576504,  1.1333015 ,
        0.00131158])]"
movel_fit,"[array([3228.17097176, -995.71278907,  706.74214603])]","[array([-0.00173645,  0.87460288, -0.30064224,  0.00512626,  1.13408486,
        0.0011791 ])]"
movel_fit,"[array([3227.72630768, -996.25229995,  709.06973155])]","[array([-1.63985307e-03,  8.74048968e-01, -3.00624179e-01,  4.51125957e-03,
        1.13485912e+00,  1.04896592e-03])]"
movel_fit,"[array([3227.32352161, -996.70449243,  711.39823823])]","[array([-1.52610453e-03,  8.73498165e-01, -3.00600420e-01,  3.91972300e-03,
        1.13562446e+00,  9.21302754e-04])]"
movel_fit,"[array([3226.96249907, -997.06983128,  713.72890085])]","[array([-1.39521739e-03,  8.72950197e-01, -3.00570899e-01,  3.35134840e-03,
        1.13638107e+00,  7.96209475e-04])]"
movel_fit,"[array([3226.64313175, -997.3487514 ,  716.0629321 ])]","[array([-1.24720522e-03,  8.72404796e-01, -3.00535541e-01,  2.80584872e-03,
        1.13712915e+00,  6.73782501e-04])]"
movel_fit,"[array([3226.36531544, -997.54166028,  718.4015177 ])]","[array([-1.08207948e-03,  8.71861703e-01, -3.00494270e-01,  2.28294994e-03,
        1.13786886e+00,  5.54111379e-04])]"
movel_fit,"[array([3226.1289482 , -997.6489404 ,  720.74581235])]","[array([-8.99849775e-04,  8.71320667e-01, -3.00447001e-01,  1.78239007e-03,
        1.13860036e+00,  4.37278636e-04])]"
movel_fit,"[array([3225.93392859, -997.67095168,  723.09693621])]","[array([-7.00524205e-04,  8.70781446e-01, -3.00393652e-01,  1.30391815e-03,
        1.13932381e+00,  3.23359679e-04])]"
movel_fit,"[array([3225.78015409, -997.60803383,  725.45597202])]","[array([-4.84109704e-04,  8.70243804e-01, -3.00334134e-01,  8.47293305e-04,
        1.14003936e+00,  2.12422738e-04])]"
movel_fit,"[array([3225.6675195 , -997.46050879,  727.82396276])]","[array([-2.50612393e-04,  8.69707517e-01, -3.00268361e-01,  4.12283841e-04,
        1.14074714e+00,  1.04528852e-04])]"
movel_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([ 0.        ,  0.86917397, -0.30019663, -0.        ,  1.14144533,
        0.        ])]"
movel_fit,"[array([3225.68882556, -997.14337788,  730.18099015])]","[array([ 5.25498525e-05,  8.69243375e-01, -3.00075305e-01, -6.98313370e-05,
        1.14139332e+00,  3.45665023e-05])]"
movel_fit,"[array([3225.78100816, -997.0598719 ,  730.16733297])]","[array([ 1.05199054e-04,  8.69312927e-01, -2.99953724e-01, -1.39799400e-04,
        1.14134120e+00,  6.92077177e-05])]"
movel_fit,"[array([3225.87319077, -996.97636591,  730.15367579])]","[array([ 1.57842290e-04,  8.69382485e-01, -2.99832130e-01, -2.09764245e-04,
        1.14128908e+00,  1.03854381e-04])]"
movel_fit,"[array([3225.96537337, -996.89285992,  730.14001861])]","[array([ 2.10479561e-04,  8.69452048e-01, -2.99710524e-01, -2.79725873e-04,
        1.14123695e+00,  1.38506494e-04])]"
movel_fit,"[array([3226.05755598, -996.80935394,  730.12636143])]","[array([ 2.63110866e-04,  8.69521616e-01, -2.99588906e-01, -3.49684287e-04,
        1.14118482e+00,  1.73164057e-04])]"
movel_fit,"[array([3226.14973859, -996.72584795,  730.11270425])]","[array([ 3.15736208e-04,  8.69591189e-01, -2.99467276e-01, -4.19639487e-04,
        1.14113268e+00,  2.07827071e-04])]"
movel_fit,"[array([3226.24192119, -996.64234196,  730.09904707])]","[array([ 3.68355586e-04,  8.69660768e-01, -2.99345633e-01, -4.89591476e-04,
        1.14108054e+00,  2.42495538e-04])]"
movel_fit,"[array([3226.3341038 , -996.55883598,  730.08538989])]","[array([ 4.20969001e-04,  8.69730353e-01, -2.99223978e-01, -5.59540254e-04,
        1.14102839e+00,  2.77169459e-04])]"
movel_fit,"[array([3226.42628641, -996.47532999,  730.07173271])]","[array([ 4.73576455e-04,  8.69799942e-01, -2.99102311e-01, -6.29485825e-04,
        1.14097624e+00,  3.11848836e-04])]"
movel_fit,"[array([3226.51846901, -996.39182401,  730.05807553])]","[array([ 5.26177947e-04,  8.69869538e-01, -2.98980632e-01, -6.99428189e-04,
        1.14092408e+00,  3.46533668e-04])]"
movel_fit,"[array([3226.61065162, -996.30831802,  730.04441835])]","[array([ 5.78773479e-04,  8.69939138e-01, -2.98858941e-01, -7.69367348e-04,
        1.14087192e+00,  3.81223957e-04])]"
movel_fit,"[array([3226.70283422, -996.22481203,  730.03076117])]","[array([ 6.31363051e-04,  8.70008744e-01, -2.98737237e-01, -8.39303303e-04,
        1.14081975e+00,  4.15919706e-04])]"
movel_fit,"[array([3226.79501683, -996.14130605,  730.01710399])]","[array([ 6.83946663e-04,  8.70078355e-01, -2.98615522e-01, -9.09236057e-04,
        1.14076757e+00,  4.50620913e-04])]"
movel_fit,"[array([3226.88719944, -996.05780006,  730.00344681])]","[array([ 7.36524317e-04,  8.70147972e-01, -2.98493794e-01, -9.79165611e-04,
        1.14071540e+00,  4.85327582e-04])]"
movel_fit,"[array([3226.97938204, -995.97429408,  729.98978963])]","[array([ 7.89096013e-04,  8.70217594e-01, -2.98372053e-01, -1.04909197e-03,
        1.14066321e+00,  5.20039713e-04])]"
movel_fit,"[array([3227.07156465, -995.89078809,  729.97613245])]","[array([ 8.41661752e-04,  8.70287222e-01, -2.98250301e-01, -1.11901512e-03,
        1.14061102e+00,  5.54757307e-04])]"
movel_fit,"[array([3227.16374725, -995.8072821 ,  729.96247527])]","[array([ 8.94221535e-04,  8.70356854e-01, -2.98128536e-01, -1.18893509e-03,
        1.14055883e+00,  5.89480365e-04])]"
movel_fit,"[array([3227.25592986, -995.72377612,  729.94881808])]","[array([ 9.46775362e-04,  8.70426493e-01, -2.98006759e-01, -1.25885186e-03,
        1.14050663e+00,  6.24208888e-04])]"
movel_fit,"[array([3227.34811247, -995.64027013,  729.9351609 ])]","[array([ 9.99323234e-04,  8.70496136e-01, -2.97884970e-01, -1.32876544e-03,
        1.14045443e+00,  6.58942879e-04])]"
movel_fit,"[array([3227.44029507, -995.55676414,  729.92150372])]","[array([ 1.05186515e-03,  8.70565785e-01, -2.97763169e-01, -1.39867582e-03,
        1.14040222e+00,  6.93682337e-04])]"
movel_fit,"[array([3227.53247768, -995.47325816,  729.90784654])]","[array([ 1.10440112e-03,  8.70635440e-01, -2.97641355e-01, -1.46858302e-03,
        1.14035001e+00,  7.28427264e-04])]"
movel_fit,"[array([3227.62466028, -995.38975217,  729.89418936])]","[array([ 1.15693113e-03,  8.70705100e-01, -2.97519530e-01, -1.53848704e-03,
        1.14029779e+00,  7.63177662e-04])]"
movel_fit,"[array([3227.71684289, -995.30624619,  729.88053218])]","[array([ 1.20945518e-03,  8.70774765e-01, -2.97397691e-01, -1.60838786e-03,
        1.14024557e+00,  7.97933530e-04])]"
movel_fit,"[array([3227.8090255, -995.2227402,  729.866875 ])]","[array([ 1.26197329e-03,  8.70844436e-01, -2.97275841e-01, -1.67828551e-03,
        1.14019334e+00,  8.32694871e-04])]"
movel_fit,"[array([3227.9012081 , -995.13923421,  729.85321782])]","[array([ 1.31448545e-03,  8.70914112e-01, -2.97153979e-01, -1.74817997e-03,
        1.14014111e+00,  8.67461686e-04])]"
movel_fit,"[array([3227.99339071, -995.05572823,  729.83956064])]","[array([ 1.36699165e-03,  8.70983793e-01, -2.97032104e-01, -1.81807125e-03,
        1.14008887e+00,  9.02233976e-04])]"
movel_fit,"[array([3228.08557332, -994.97222224,  729.82590346])]","[array([ 1.41949191e-03,  8.71053480e-01, -2.96910217e-01, -1.88795935e-03,
        1.14003662e+00,  9.37011741e-04])]"
movel_fit,"[array([3228.17775592, -994.88871626,  729.81224628])]","[array([ 1.47198622e-03,  8.71123172e-01, -2.96788318e-01, -1.95784428e-03,
        1.13998438e+00,  9.71794984e-04])]"
movel_fit,"[array([3228.26993853, -994.80521027,  729.7985891 ])]","[array([ 1.52447458e-03,  8.71192870e-01, -2.96666407e-01, -2.02772603e-03,
        1.13993212e+00,  1.00658371e-03])]"
movel_fit,"[array([3228.36212113, -994.72170428,  729.78493192])]","[array([ 1.57695699e-03,  8.71262573e-01, -2.96544483e-01, -2.09760461e-03,
        1.13987986e+00,  1.04137791e-03])]"
movel_fit,"[array([3228.45430374, -994.6381983 ,  729.77127474])]","[array([ 1.62943345e-03,  8.71332281e-01, -2.96422547e-01, -2.16748001e-03,
        1.13982760e+00,  1.07617759e-03])]"
movel_fit,"[array([3228.54648635, -994.55469231,  729.75761756])]","[array([ 1.68190397e-03,  8.71401995e-01, -2.96300599e-01, -2.23735224e-03,
        1.13977533e+00,  1.11098275e-03])]"
movel_fit,"[array([3228.63866895, -994.47118632,  729.74396038])]","[array([ 0.00173437,  0.87147171, -0.29617864, -0.00230722,  1.13972306,
        0.00114579])]"
movel_fit,"[array([3228.73085156, -994.38768034,  729.7303032 ])]","[array([ 0.00178683,  0.87154144, -0.29605667, -0.00237709,  1.13967078,
        0.00118061])]"
movel_fit,"[array([3228.82303416, -994.30417435,  729.71664602])]","[array([ 0.00183928,  0.87161117, -0.29593468, -0.00244695,  1.1396185 ,
        0.00121543])]"
movel_fit,"[array([3228.91521677, -994.22066837,  729.70298884])]","[array([ 0.00189173,  0.87168091, -0.29581268, -0.00251681,  1.13956621,
        0.00125026])]"
movel_fit,"[array([3229.00739938, -994.13716238,  729.68933165])]","[array([ 0.00194417,  0.87175065, -0.29569067, -0.00258667,  1.13951392,
        0.00128509])]"
movel_fit,"[array([3229.09958198, -994.05365639,  729.67567447])]","[array([ 0.0019966 ,  0.87182039, -0.29556865, -0.00265652,  1.13946162,
        0.00131993])]"
movel_fit,"[array([3229.19176459, -993.97015041,  729.66201729])]","[array([ 0.00204903,  0.87189014, -0.29544662, -0.00272637,  1.13940931,
        0.00135477])]"
movel_fit,"[array([3229.2839472 , -993.88664442,  729.64836011])]","[array([ 0.00210145,  0.8719599 , -0.29532457, -0.00279622,  1.13935701,
        0.00138962])]"
movel_fit,"[array([3229.3761298 , -993.80313844,  729.63470293])]","[array([ 0.00215387,  0.87202966, -0.29520251, -0.00286606,  1.13930469,
        0.00142448])]"
movel_fit,"[array([3229.46831241, -993.71963245,  729.62104575])]","[array([ 0.00220628,  0.87209943, -0.29508044, -0.0029359 ,  1.13925237,
        0.00145934])]"
movel_fit,"[array([3229.56049501, -993.63612646,  729.60738857])]","[array([ 0.00225869,  0.87216921, -0.29495836, -0.00300574,  1.13920005,
        0.0014942 ])]"
movel_fit,"[array([3229.65267762, -993.55262048,  729.59373139])]","[array([ 0.00231109,  0.87223898, -0.29483627, -0.00307557,  1.13914772,
        0.00152907])]"
movel_fit,"[array([3229.74486023, -993.46911449,  729.58007421])]","[array([ 0.00236348,  0.87230877, -0.29471416, -0.0031454 ,  1.13909539,
        0.00156395])]"
movel_fit,"[array([3229.83704283, -993.3856085 ,  729.56641703])]","[array([ 0.00241587,  0.87237856, -0.29459204, -0.00321523,  1.13904305,
        0.00159883])]"
movel_fit,"[array([3229.92922544, -993.30210252,  729.55275985])]","[array([ 0.00246825,  0.87244835, -0.29446991, -0.00328506,  1.13899071,
        0.00163372])]"
movel_fit,"[array([3230.02140804, -993.21859653,  729.53910267])]","[array([ 0.00252062,  0.87251815, -0.29434776, -0.00335488,  1.13893836,
        0.00166861])]"
movel_fit,"[array([3230.11359065, -993.13509055,  729.52544549])]","[array([ 0.00257299,  0.87258796, -0.29422561, -0.0034247 ,  1.13888601,
        0.00170351])]"
movel_fit,"[array([3230.20577326, -993.05158456,  729.51178831])]","[array([ 0.00262536,  0.87265777, -0.29410344, -0.00349451,  1.13883365,
        0.00173841])]"
movel_fit,"[array([3230.29795586, -992.96807857,  729.49813113])]","[array([ 0.00267772,  0.87272759, -0.29398126, -0.00356432,  1.13878128,
        0.00177332])]"
movel_fit,"[array([3230.39013847, -992.88457259,  729.48447395])]","[array([ 0.00273007,  0.87279741, -0.29385906, -0.00363413,  1.13872892,
        0.00180824])]"
movel_fit,"[array([3230.48232107, -992.8010666 ,  729.47081677])]","[array([ 0.00278241,  0.87286724, -0.29373686, -0.00370394,  1.13867654,
        0.00184316])]"
movel_fit,"[array([3230.57450368, -992.71756062,  729.45715959])]","[array([ 0.00283475,  0.87293707, -0.29361464, -0.00377374,  1.13862416,
        0.00187809])]"
movel_fit,"[array([3230.66668629, -992.63405463,  729.4435024 ])]","[array([ 0.00288709,  0.87300691, -0.29349241, -0.00384354,  1.13857178,
        0.00191302])]"
movel_fit,"[array([3230.75886889, -992.55054864,  729.42984522])]","[array([ 0.00293941,  0.87307675, -0.29337017, -0.00391334,  1.13851939,
        0.00194795])]"
movel_fit,"[array([3230.8510515 , -992.46704266,  729.41618804])]","[array([ 0.00299174,  0.8731466 , -0.29324791, -0.00398313,  1.138467  ,
        0.0019829 ])]"
movel_fit,"[array([3230.94323411, -992.38353667,  729.40253086])]","[array([ 0.00304405,  0.87321646, -0.29312565, -0.00405292,  1.1384146 ,
        0.00201784])]"
movel_fit,"[array([3231.03541671, -992.30003068,  729.38887368])]","[array([ 0.00309636,  0.87328632, -0.29300337, -0.00412271,  1.1383622 ,
        0.0020528 ])]"
movel_fit,"[array([3231.12759932, -992.2165247 ,  729.3752165 ])]","[array([ 0.00314867,  0.87335618, -0.29288107, -0.00419249,  1.13830979,
        0.00208776])]"
movel_fit,"[array([3231.21978192, -992.13301871,  729.36155932])]","[array([ 0.00320097,  0.87342606, -0.29275877, -0.00426228,  1.13825738,
        0.00212272])]"
movel_fit,"[array([3231.31196453, -992.04951273,  729.34790214])]","[array([ 0.00325326,  0.87349593, -0.29263646, -0.00433205,  1.13820496,
        0.00215769])]"
movel_fit,"[array([3231.40414714, -991.96600674,  729.33424496])]","[array([ 0.00330554,  0.87356581, -0.29251413, -0.00440183,  1.13815253,
        0.00219267])]"
movel_fit,"[array([3231.49632974, -991.88250075,  729.32058778])]","[array([ 0.00335783,  0.8736357 , -0.29239179, -0.0044716 ,  1.13810011,
        0.00222765])]"
movel_fit,"[array([3231.58851235, -991.79899477,  729.3069306 ])]","[array([ 0.0034101 ,  0.87370559, -0.29226943, -0.00454137,  1.13804767,
        0.00226264])]"
movel_fit,"[array([3231.68069495, -991.71548878,  729.29327342])]","[array([ 0.00346237,  0.87377549, -0.29214707, -0.00461113,  1.13799523,
        0.00229763])]"
movel_fit,"[array([3231.77287756, -991.6319828 ,  729.27961624])]","[array([ 0.00351463,  0.8738454 , -0.29202469, -0.0046809 ,  1.13794279,
        0.00233263])]"
movel_fit,"[array([3231.86506017, -991.54847681,  729.26595906])]","[array([ 0.00356689,  0.87391531, -0.2919023 , -0.00475066,  1.13789034,
        0.00236763])]"
movel_fit,"[array([3231.95724277, -991.46497082,  729.25230188])]","[array([ 0.00361914,  0.87398522, -0.2917799 , -0.00482041,  1.13783789,
        0.00240264])]"
movel_fit,"[array([3232.04942538, -991.38146484,  729.2386447 ])]","[array([ 0.00367138,  0.87405514, -0.29165748, -0.00489016,  1.13778543,
        0.00243765])]"
movel_fit,"[array([3232.14160799, -991.29795885,  729.22498752])]","[array([ 0.00372362,  0.87412507, -0.29153506, -0.00495991,  1.13773297,
        0.00247267])]"
movel_fit,"[array([3232.23379059, -991.21445286,  729.21133034])]","[array([ 0.00377586,  0.874195  , -0.29141262, -0.00502966,  1.1376805 ,
        0.0025077 ])]"
movel_fit,"[array([3232.3259732 , -991.13094688,  729.19767316])]","[array([ 0.00382808,  0.87426493, -0.29129017, -0.0050994 ,  1.13762802,
        0.00254273])]"
movel_fit,"[array([3232.4181558 , -991.04744089,  729.18401597])]","[array([ 0.00388031,  0.87433488, -0.2911677 , -0.00516915,  1.13757555,
        0.00257777])]"
movel_fit,"[array([3232.51033841, -990.96393491,  729.17035879])]","[array([ 0.00393252,  0.87440482, -0.29104523, -0.00523888,  1.13752306,
        0.00261281])]"
movel_fit,"[array([3232.60252102, -990.88042892,  729.15670161])]","[array([ 0.00398473,  0.87447478, -0.29092274, -0.00530862,  1.13747057,
        0.00264785])]"
movel_fit,"[array([3232.69470362, -990.79692293,  729.14304443])]","[array([ 0.00403693,  0.87454473, -0.29080024, -0.00537835,  1.13741808,
        0.00268291])]"
movel_fit,"[array([3232.78688623, -990.71341695,  729.12938725])]","[array([ 0.00408913,  0.8746147 , -0.29067773, -0.00544808,  1.13736558,
        0.00271797])]"
movel_fit,"[array([3232.87906883, -990.62991096,  729.11573007])]","[array([ 0.00414132,  0.87468467, -0.2905552 , -0.0055178 ,  1.13731308,
        0.00275303])]"
movel_fit,"[array([3232.97125144, -990.54640498,  729.10207289])]","[array([ 0.00419351,  0.87475464, -0.29043266, -0.00558752,  1.13726057,
        0.0027881 ])]"
movel_fit,"[array([3233.06343405, -990.46289899,  729.08841571])]","[array([ 0.00424569,  0.87482462, -0.29031011, -0.00565724,  1.13720805,
        0.00282318])]"
movel_fit,"[array([3233.15561665, -990.379393  ,  729.07475853])]","[array([ 0.00429786,  0.87489461, -0.29018755, -0.00572696,  1.13715554,
        0.00285826])]"
movel_fit,"[array([3233.24779926, -990.29588702,  729.06110135])]","[array([ 0.00435003,  0.8749646 , -0.29006498, -0.00579667,  1.13710301,
        0.00289334])]"
movel_fit,"[array([3233.33998187, -990.21238103,  729.04744417])]","[array([ 0.00440219,  0.8750346 , -0.28994239, -0.00586638,  1.13705048,
        0.00292843])]"
