breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1775.86688996, -559.99775394,  292.88559464])]","[array([-0.44920628,  0.61401203,  0.2305977 , -2.70622154, -0.74584949,
       -2.21577141])]"
999,movel_fit,"[array([1758.2741658 , -536.63018535,  312.26146903])]","[array([-0.44936855,  0.60140822,  0.2373212 , -2.69222692, -0.78428819,
       -2.22236392])]"
1999,movel_fit,"[array([1742.11518648, -513.64353296,  333.32661524])]","[array([-0.44588046,  0.59014995,  0.23787331, -2.69258833, -0.82516367,
       -2.23718615])]"
2999,movel_fit,"[array([1727.48051605, -491.16471145,  355.99415857])]","[array([-0.44265265,  0.58057335,  0.23530975, -2.69131067, -0.86893123,
       -2.25347566])]"
3999,movel_fit,"[array([1714.41239293, -469.29084948,  380.16184754])]","[array([-0.44002879,  0.57230344,  0.23072317, -2.6869641 , -0.91432456,
       -2.26988234])]"
4999,movel_fit,"[array([1702.91653917, -448.1033689 ,  405.70059669])]","[array([-0.43767862,  0.56510178,  0.22435181, -2.68076022, -0.96046448,
       -2.28643226])]"
5999,movel_fit,"[array([1692.9619015 , -427.66195489,  432.46460556])]","[array([-0.435442  ,  0.55868602,  0.21658314, -2.67322441, -1.00654447,
       -2.30286617])]"
6999,movel_fit,"[array([1684.4847121 , -408.00228139,  460.30152817])]","[array([-0.43330655,  0.55261748,  0.20808167, -2.66434865, -1.05162047,
       -2.318579  ])]"
7999,movel_fit,"[array([1677.39497667, -389.13675903,  489.06122612])]","[array([-0.43123975,  0.54645656,  0.19942235, -2.65424968, -1.09488249,
       -2.33309062])]"
8999,movel_fit,"[array([1671.58378894, -371.05723582,  518.60248927])]","[array([-0.42912611,  0.53996059,  0.19079559, -2.64338044, -1.13595227,
       -2.3463428 ])]"
9999,movel_fit,"[array([1666.93029689, -353.73865294,  548.79756575])]","[array([-0.4268074 ,  0.53313075,  0.18202209, -2.63235465, -1.1748984 ,
       -2.35864154])]"
10999,movel_fit,"[array([1663.30759854, -337.14291268,  579.53459846])]","[array([-0.42414842,  0.5261111 ,  0.17277131, -2.62169613, -1.21202384,
       -2.37041035])]"
11999,movel_fit,"[array([1660.58724705, -321.2224996 ,  610.71823085])]","[array([-0.42107357,  0.51905312,  0.16277401, -2.61170983, -1.24763234,
       -2.3819773 ])]"
12999,movel_fit,"[array([1658.64234844, -305.92362291,  642.26876997])]","[array([-0.41756355,  0.51204055,  0.15190689, -2.60250071, -1.28191421,
       -2.39350486])]"
13999,movel_fit,"[array([1657.34942309, -291.18878933,  674.120381  ])]","[array([-0.41362983,  0.50509215,  0.1401576 , -2.59406836, -1.31495927,
       -2.40503947])]"
14999,movel_fit,"[array([1656.58928347, -276.95878409,  706.21881378])]","[array([-0.40928976,  0.49819987,  0.12755168, -2.58639284, -1.34681992,
       -2.41659255])]"
15999,movel_fit,"[array([1656.24718076, -263.17406509,  738.51910923])]","[array([-0.40455539,  0.49135203,  0.11411402, -2.57947034, -1.37754649,
       -2.42818079])]"
16999,movel_fit,"[array([1656.21242708, -249.77559701,  770.9835978 ])]","[array([-0.39943516,  0.48452381,  0.09988048, -2.57330727, -1.40717224,
       -2.43981358])]"
17999,movel_fit,"[array([1656.3776417 , -236.70518838,  803.58031131])]","[array([-0.39393899,  0.47765499,  0.08492531, -2.5679074 , -1.43568114,
       -2.45146539])]"
18999,movel_fit,"[array([1656.6377231 , -223.90544519,  836.28173267])]","[array([-0.38807684,  0.47064763,  0.06935998, -2.56327928, -1.46300604,
       -2.46307826])]"
19999,movel_fit,"[array([1656.8886246 , -211.31950118,  869.06366566])]","[array([-0.38184799,  0.46339683,  0.05328949, -2.55946697, -1.48907486,
       -2.47460772])]"
20999,movel_fit,"[array([1657.02600675, -198.89070028,  901.90396749])]","[array([-0.37522672,  0.45583537,  0.03675409, -2.55658357, -1.51387561,
       -2.48608282])]"
21999,movel_fit,"[array([1656.94384119, -186.56237238,  934.78096223])]","[array([-0.36815487,  0.44795513,  0.01970477, -2.5548222 , -1.53748646,
       -2.49763169])]"
22999,movel_fit,"[array([1656.5330362 , -174.2777623 ,  967.67150924])]","[array([-3.60548225e-01,  4.39778653e-01,  2.04343385e-03, -2.55443337e+00,
       -1.56003410e+00, -2.50944239e+00])]"
23999,movel_fit,"[array([1655.68013692, -161.9800744 , 1000.54886072])]","[array([-0.35231513,  0.43128797, -0.01628347, -2.55567987, -1.58159119,
       -2.52167231])]"
24999,movel_fit,"[array([1654.26613443, -149.61253269, 1033.38051473])]","[array([-0.34337611,  0.42235193, -0.03519104, -2.5587981 , -1.6020725 ,
       -2.53436017])]"
25999,movel_fit,"[array([1652.16541904, -137.11837671, 1066.12619624])]","[array([-0.33366935,  0.41270369, -0.05442603, -2.56399472, -1.62120341,
       -2.54740497])]"
26999,movel_fit,"[array([1649.24496563, -124.4408344 , 1098.73589357])]","[array([-0.32313368,  0.40199087, -0.07362728, -2.57148693, -1.63859226,
       -2.56063631])]"
27999,movel_fit,"[array([1645.36395716, -111.52329661, 1131.14765232])]","[array([-0.3116768 ,  0.38986553, -0.09243364, -2.58156167, -1.65385971,
       -2.57393169])]"
28999,movel_fit,"[array([1640.3742249 ,  -98.31007105, 1163.28476378])]","[array([-0.29915023,  0.37604592, -0.11055087, -2.59460901, -1.66672601,
       -2.58729244])]"
29999,movel_fit,"[array([1634.1220521 ,  -84.748101  , 1195.05224049])]","[array([-0.28535168,  0.36030024, -0.12771191, -2.61109404, -1.67698404,
       -2.60081411])]"
30999,movel_fit,"[array([1626.45195628,  -70.7898235 , 1226.33307861])]","[array([-0.27005754,  0.34236805, -0.14354802, -2.63146743, -1.68437867,
       -2.61456766])]"
31999,movel_fit,"[array([1617.2129303 ,  -56.39694395, 1256.9855668 ])]","[array([-0.2530642 ,  0.32189933, -0.15747656, -2.65605729, -1.68850843,
       -2.62849071])]"
32999,movel_fit,"[array([1606.26721855,  -41.54448281, 1286.84340709])]","[array([-0.23420555,  0.29849705, -0.16872704, -2.68500619, -1.68887616,
       -2.64240067])]"
33999,movel_fit,"[array([1593.5010605 ,  -26.22423642, 1315.72021555])]","[array([-0.21333512,  0.27186645, -0.17652294, -2.71828283, -1.68509799,
       -2.65614238])]"
34999,movel_fit,"[array([1578.83609445,  -10.44694325, 1343.41888471])]","[array([-0.1902994 ,  0.2419726 , -0.18029819, -2.75573023, -1.67713148,
       -2.66975339])]"
35999,movel_fit,"[array([1562.23951509,    5.75711624, 1369.74465873])]","[array([-0.1649388 ,  0.20910575, -0.17981457, -2.79709055, -1.66537751,
       -2.68352293])]"
36999,movel_fit,"[array([1543.73085451,   22.33897711, 1394.51945469])]","[array([-0.13711206,  0.17385523, -0.17517714, -2.84201416, -1.65065582,
       -2.69795218])]"
37999,movel_fit,"[array([1523.3835381 ,   39.23325507, 1417.5948378 ])]","[array([-0.10669684,  0.13706886, -0.16683823, -2.89013028, -1.63416352,
       -2.71372331])]"
38999,movel_fit,"[array([1501.32012473,   56.36227081, 1438.86221354])]","[array([-0.07355406,  0.09981741, -0.15558931, -2.94117567, -1.61744187,
       -2.73169097])]"
39999,movel_fit,"[array([1477.70125238,   73.64273319, 1458.26005646])]","[array([-0.03754943,  0.06326977, -0.1423995 , -2.99497535, -1.60220791,
       -2.75272557])]"
40999,movel_fit,"[array([1452.70970532,   90.99465803, 1475.77766185])]","[array([ 1.27211924e-03,  2.84201612e-02, -1.28067984e-01, -3.05110417e+00,
       -1.58995948e+00, -2.77730706e+00])]"
41999,movel_fit,"[array([1426.53267769,  108.34982897, 1491.45294557])]","[array([ 0.04249953, -0.00416168, -0.11298084, -3.10854542, -1.58159638,
       -2.80518442])]"
42999,movel_fit,"[array([1399.34685534,  125.6555195 , 1505.36152645])]","[array([ 0.08554107, -0.03420112, -0.097346  , -3.16607447, -1.57758279,
       -2.83568538])]"
43999,movel_fit,"[array([1371.31095321,  142.8717137 , 1517.59975817])]","[array([ 0.13014468, -0.06122679, -0.08166853, -3.22322319, -1.57864712,
       -2.86849838])]"
44999,movel_fit,"[array([1342.5666042 ,  159.96641083, 1528.27226779])]","[array([ 0.17632251, -0.08454393, -0.06659732, -3.28008867, -1.58580221,
       -2.9035549 ])]"
45999,movel_fit,"[array([1313.24117393,  176.91571273, 1537.49062049])]","[array([ 0.22358644, -0.10395559, -0.05225993, -3.33592559, -1.59924658,
       -2.94001639])]"
46999,movel_fit,"[array([1283.44330393,  193.70601966, 1545.36985894])]","[array([ 0.2712901 , -0.11975901, -0.03838192, -3.38979515, -1.61836669,
       -2.97678125])]"
47999,movel_fit,"[array([1253.25646465,  210.33044817, 1552.01478571])]","[array([ 0.31902274, -0.13224266, -0.02469695, -3.44125238, -1.64252342,
       -3.01310286])]"
48999,movel_fit,"[array([1222.75135906,  226.78744967, 1557.53005678])]","[array([ 0.36490604, -0.14303649, -0.01050177, -3.48713831, -1.66904193,
       -3.04662836])]"
49999,movel_fit,"[array([1191.99910049,  243.06871881, 1562.0061645 ])]","[array([ 4.08590357e-01, -1.51424700e-01,  3.18692622e-03, -3.52717655e+00,
       -1.69870654e+00, -3.07694875e+00])]"
