breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1545.62937351,  348.54279635, 1485.59107789])]","[array([ 5.51204776e-01, -1.43240103e-01,  9.11524860e-01, -2.31116421e+00,
        1.36982534e+00, -2.83223738e-04])]"
999,moveabsj,"[array([1828.99763394,  477.1698352 , 1354.91604534])]","[array([ 0.50486989,  0.12056449,  0.71562388, -2.38526584,  1.24715392,
       -0.00752298])]"
1999,moveabsj,"[array([1841.93643371,  483.95194219, 1347.61973684])]","[array([ 0.50315543,  0.13279091,  0.70609922, -2.38971457,  1.24144206,
       -0.00830025])]"
2999,moveabsj,"[array([1854.58716129,  492.05548284, 1341.27047261])]","[array([ 0.50190784,  0.14471781,  0.69634326, -2.39505732,  1.23584467,
       -0.0095507 ])]"
3999,moveabsj,"[array([1866.969166  ,  501.37736356, 1335.82850156])]","[array([ 0.50106347,  0.1563563 ,  0.68637577, -2.40128617,  1.2303606 ,
       -0.01125478])]"
4999,moveabsj,"[array([1879.08681571,  511.82697358, 1331.28012463])]","[array([ 0.50056519,  0.16769729,  0.67621968, -2.40840476,  1.22498093,
       -0.01341574])]"
5999,moveabsj,"[array([1890.97788266,  523.32809198, 1327.58861508])]","[array([ 0.50036021,  0.1787775 ,  0.66585869, -2.41639787,  1.21969786,
       -0.01603402])]"
6999,moveabsj,"[array([1902.66855307,  535.76175739, 1324.71376461])]","[array([ 0.50038357,  0.18960791,  0.65529471, -2.42523376,  1.21448318,
       -0.01910641])]"
7999,moveabsj,"[array([1914.19484117,  548.99116394, 1322.59479438])]","[array([ 0.50056405,  0.20020979,  0.64452751, -2.43487118,  1.20930342,
       -0.02261913])]"
8999,moveabsj,"[array([1925.59291537,  562.83933765, 1321.12928773])]","[array([ 0.50082267,  0.21061879,  0.63357142, -2.44524603,  1.20414395,
       -0.02652651])]"
9999,moveabsj,"[array([1936.89877878,  577.11113365, 1320.18604579])]","[array([ 0.50108551,  0.22087382,  0.62244608, -2.45625652,  1.19898551,
       -0.0307683 ])]"
10999,moveabsj,"[array([1948.12691159,  591.60716504, 1319.6332303 ])]","[array([ 0.5013084 ,  0.23097956,  0.61117405, -2.46770207,  1.19376685,
       -0.0353006 ])]"
11999,moveabsj,"[array([1959.27695512,  606.09076226, 1319.26257899])]","[array([ 0.50143332,  0.24098061,  0.59983524, -2.47943051,  1.18852746,
       -0.03999018])]"
12999,moveabsj,"[array([1970.32689232,  620.37634527, 1318.87846866])]","[array([ 0.50145618,  0.25088887,  0.58849625, -2.49118608,  1.18325123,
       -0.04473676])]"
13999,moveabsj,"[array([1981.22324283,  634.28148619, 1318.24761712])]","[array([ 0.50138356,  0.26072027,  0.57727254, -2.50273266,  1.17797836,
       -0.04938935])]"
14999,moveabsj,"[array([1991.87316153,  647.67535508, 1317.14849995])]","[array([ 0.50127459,  0.27044932,  0.56628862, -2.51374704,  1.17270588,
       -0.05382333])]"
15999,moveabsj,"[array([2002.20153731,  660.48241828, 1315.31497351])]","[array([ 0.50118549,  0.28011189,  0.55567405, -2.52401104,  1.16749685,
       -0.05786648])]"
