primitives,points,q_bp
movej_fit,"[array([1355.96944035, -695.94224713,  724.10977222])]","[array([-0.5408865 ,  0.10131183, -0.15515052, -0.26141657, -0.82896954,
        0.53614544])]"
movel_fit,"[array([1359.77285657, -682.94114599,  724.03731011])]","[array([-0.53254168,  0.09927319, -0.15719211, -0.26209824, -0.83027266,
        0.53698799])]"
movel_fit,"[array([1363.44743021, -669.94882316,  723.98754779])]","[array([-0.5242164 ,  0.09722711, -0.15922219, -0.26278888, -0.8315792 ,
        0.53782511])]"
movel_fit,"[array([1366.99906981, -656.94087927,  723.96045615])]","[array([-0.51589504,  0.09516833, -0.1612458 , -0.26349017, -0.83289267,
        0.53865819])]"
movel_fit,"[array([1370.42771135, -643.91826717,  723.95602429])]","[array([-0.50757747,  0.09309668, -0.16326307, -0.26420199, -0.83421312,
        0.53948734])]"
movel_fit,"[array([1373.73328832, -630.88193949,  723.97424237])]","[array([-0.49926359,  0.09101196, -0.16527412, -0.26492421, -0.83554059,
        0.54031267])]"
movel_fit,"[array([1376.91573167, -617.83284888,  724.01510165])]","[array([-0.49095327,  0.08891398, -0.16727908, -0.26565672, -0.83687512,
        0.54113428])]"
movel_fit,"[array([1379.97496982, -604.77194804,  724.07859451])]","[array([-0.4826464 ,  0.08680255, -0.16927809, -0.2663994 , -0.83821677,
        0.54195228])]"
movel_fit,"[array([1382.91092861, -591.70018992,  724.16471442])]","[array([-0.47434287,  0.08467747, -0.17127127, -0.26715214, -0.83956559,
        0.54276678])]"
movel_fit,"[array([1385.7235313 , -578.61852782,  724.27345596])]","[array([-0.46604256,  0.08253853, -0.17325876, -0.26791481, -0.84092164,
        0.54357788])]"
movel_fit,"[array([1388.41269853, -565.52791553,  724.40481484])]","[array([-0.45774536,  0.08038552, -0.1752407 , -0.26868731, -0.84228497,
        0.54438568])]"
movel_fit,"[array([1390.97834831, -552.42930746,  724.55878784])]","[array([-0.44945116,  0.07821822, -0.17721724, -0.2694695 , -0.84365566,
        0.54519029])]"
movel_fit,"[array([1393.42039602, -539.32365876,  724.73537287])]","[array([-0.44115984,  0.07603642, -0.1791885 , -0.27026129, -0.84503378,
        0.54599182])]"
movel_fit,"[array([1395.73875432, -526.21192545,  724.93456895])]","[array([-0.4328713 ,  0.07383987, -0.18115465, -0.27106254, -0.8464194 ,
        0.54679037])]"
movel_fit,"[array([1397.93333323, -513.09506453,  725.15637617])]","[array([-0.42458541,  0.07162835, -0.18311583, -0.27187316, -0.84781259,
        0.54758604])]"
movel_fit,"[array([1400. , -500. ,  725.4])]","[array([-0.41631872,  0.06940632, -0.18506826, -0.27269193, -0.84921095,
        0.548377  ])]"
movel_fit,"[array([1399.99999996, -490.0153477 ,  725.39999999])]","[array([-0.41029535,  0.06567908, -0.18900877, -0.2732588 , -0.84924275,
        0.54958163])]"
movel_fit,"[array([1399.99999996, -480.02043191,  725.39999999])]","[array([-0.40423554,  0.06201644, -0.19286957, -0.27382123, -0.84928927,
        0.55077949])]"
