breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1400. , -500. ,  725.4])]","[array([-0.41631872,  0.06940632, -0.18506826, -0.27269193, -0.84921095,
        0.548377  ])]"
1000,movel_fit,"[array([1399.99999996, -490.0153477 ,  725.39999999])]","[array([-0.41029535,  0.06567908, -0.18900877, -0.2732588 , -0.84924275,
        0.54958163])]"
2000,movel_fit,"[array([1399.99999996, -480.02043191,  725.39999999])]","[array([-0.40423554,  0.06201644, -0.19286957, -0.27382123, -0.84928927,
        0.55077949])]"
3000,movel_fit,"[array([1399.99999996, -470.02521955,  725.39999999])]","[array([-0.39814553,  0.05842259, -0.19664681, -0.27437871, -0.84934997,
        0.55196942])]"
4000,movel_fit,"[array([1399.99999996, -460.0297106 ,  725.39999999])]","[array([-0.39202556,  0.05489797, -0.20034068, -0.27493129, -0.84942423,
        0.55315146])]"
5000,movel_fit,"[array([1399.99999996, -450.03839637,  725.4       ])]","[array([-0.38587867,  0.05144453, -0.20394976, -0.27547881, -0.84951138,
        0.55432515])]"
6000,movel_fit,"[array([1399.99999996, -440.04725862,  725.4       ])]","[array([-0.37970269,  0.04806124, -0.20747572, -0.27602154, -0.84961084,
        0.55549102])]"
7000,movel_fit,"[array([1399.99999996, -430.05612087,  725.4       ])]","[array([-0.37349779,  0.04474846, -0.21091882, -0.27655956, -0.84972202,
        0.55664912])]"
8000,movel_fit,"[array([1399.99999996, -420.06496461,  725.4       ])]","[array([-0.36726426,  0.04150658, -0.21427922, -0.27709292, -0.84984431,
        0.5577995 ])]"
9000,movel_fit,"[array([1399.99999996, -410.07357381,  725.4       ])]","[array([-0.36100227,  0.03833596, -0.21755714, -0.2776217 , -0.84997713,
        0.55894221])]"
10000,movel_fit,"[array([1399.99999996, -400.08188649,  725.4       ])]","[array([-0.3547121 ,  0.03523699, -0.22075277, -0.27814594, -0.85011989,
        0.56007728])]"
11000,movel_fit,"[array([1399.99999996, -390.08990263,  725.4       ])]","[array([-0.34839408,  0.03221008, -0.22386623, -0.2786657 , -0.85027203,
        0.56120474])]"
12000,movel_fit,"[array([1399.99999996, -380.09762224,  725.4       ])]","[array([-0.34204856,  0.02925564, -0.22689766, -0.27918102, -0.85043296,
        0.56232459])]"
13000,movel_fit,"[array([1399.99999996, -370.10504531,  725.4       ])]","[array([-0.33567589,  0.02637407, -0.22984718, -0.27969194, -0.85060214,
        0.56343684])]"
14000,movel_fit,"[array([1399.99999996, -360.11600184,  725.4       ])]","[array([-0.32927889,  0.02356685, -0.23271385, -0.28019831, -0.85077894,
        0.56454107])]"
15000,movel_fit,"[array([1399.99999996, -350.13046488,  725.4       ])]","[array([-0.32285795,  0.02083427, -0.23549786, -0.28070019, -0.85096281,
        0.56563729])]"
16000,movel_fit,"[array([1399.99999996, -340.14492792,  725.4       ])]","[array([-0.31641121,  0.01817573, -0.23820037, -0.28119777, -0.85115327,
        0.56672588])]"
17000,movel_fit,"[array([1399.99999996, -330.15939095,  725.4       ])]","[array([-0.30993907,  0.01559161, -0.24082149, -0.2816911 , -0.85134981,
        0.56780682])]"
18000,movel_fit,"[array([1399.99999996, -320.17385399,  725.4       ])]","[array([-0.30344196,  0.01308228, -0.24336133, -0.2821802 , -0.8515519 ,
        0.56888011])]"
19000,movel_fit,"[array([1399.99999996, -310.18831703,  725.4       ])]","[array([-0.29692028,  0.01064812, -0.24581999, -0.28266511, -0.85175904,
        0.56994571])]"
20000,movel_fit,"[array([1399.99999996, -300.20271187,  725.4       ])]","[array([-0.29037444,  0.00828947, -0.24819758, -0.28314585, -0.85197073,
        0.5710036 ])]"
21000,movel_fit,"[array([1399.99999996, -290.2168256 ,  725.4       ])]","[array([-0.28380472,  0.00600663, -0.25049425, -0.28362244, -0.8521865 ,
        0.57205377])]"
22000,movel_fit,"[array([1399.99999996, -280.23064288,  725.4       ])]","[array([-0.27721159,  0.00379996, -0.2527101 , -0.28409492, -0.85240587,
        0.57309618])]"
23000,movel_fit,"[array([1399.99999996, -270.24416372,  725.4       ])]","[array([-0.27059549,  0.00166982, -0.25484518, -0.2845633 , -0.85262838,
        0.57413079])]"
24000,movel_fit,"[array([1399.99999996, -260.25738811,  725.4       ])]","[array([-2.63956919e-01, -3.83475177e-04, -2.56899597e-01, -2.85027579e-01,
       -8.52853583e-01,  5.75157543e-01])]"
25000,movel_fit,"[array([1399.99999996, -250.27031604,  725.4       ])]","[array([-0.25729635, -0.00235958, -0.25887341, -0.28548778, -0.85308103,
        0.57617639])]"
26000,movel_fit,"[array([1399.99999996, -240.28294751,  725.4       ])]","[array([-0.25061428, -0.00425818, -0.26076668, -0.28594391, -0.8533103 ,
        0.57718727])]"
27000,movel_fit,"[array([1399.99999996, -230.29528251,  725.4       ])]","[array([-0.24391123, -0.00607897, -0.26257948, -0.28639596, -0.85354097,
        0.57819011])]"
28000,movel_fit,"[array([1399.99999996, -220.30732104,  725.4       ])]","[array([-0.2371877 , -0.00782164, -0.26431188, -0.28684395, -0.85377265,
        0.57918486])]"
29000,movel_fit,"[array([1399.99999996, -210.32182323,  725.4       ])]","[array([-0.2304461 , -0.00948545, -0.26596348, -0.28728775, -0.85400488,
        0.58017115])]"
30000,movel_fit,"[array([1399.99999996, -200.34534852,  725.4       ])]","[array([-0.22369142, -0.01106917, -0.26753341, -0.28772706, -0.85423713,
        0.58114829])]"
