breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1361.68792559, -202.32107856, 1068.41072153])]","[array([ 0.11740339,  0.01768459,  0.33673673,  2.5846163 , -1.37963374,
       -3.03333176])]"
500,movel_fit,"[array([1453.50270343, -252.88680628, 1034.2186641 ])]","[array([ 0.08284808,  0.1050297 ,  0.27840592,  2.56179295, -1.34148886,
       -3.03189301])]"
1000,movel_fit,"[array([1461.99358366, -257.66648395, 1031.04079071])]","[array([ 0.08008332,  0.11346595,  0.2726025 ,  2.55902934, -1.33872109,
       -3.03213024])]"
1500,movel_fit,"[array([1470.64231547, -262.17315976, 1027.71169779])]","[array([ 0.07781153,  0.12238767,  0.26665223,  2.55561487, -1.33641923,
       -3.03254573])]"
2000,movel_fit,"[array([1479.17448376, -266.88700921, 1024.47378882])]","[array([ 0.07573776,  0.13145879,  0.26071177,  2.55151186, -1.33458315,
       -3.03346776])]"
2500,movel_fit,"[array([1487.76436374, -271.42674945, 1021.11943502])]","[array([ 0.0740867 ,  0.14090327,  0.25471288,  2.54674125, -1.33320024,
       -3.03462144])]"
3000,movel_fit,"[array([1496.41680883, -275.77544891, 1017.6461758 ])]","[array([ 0.07286007,  0.15072396,  0.24865202,  2.54130293, -1.33227629,
       -3.03599689])]"
3500,movel_fit,"[array([1505.00884581, -280.26624729, 1014.23276694])]","[array([ 0.07184844,  0.16074672,  0.24256948,  2.53517406, -1.33181678,
       -3.03782542])]"
4000,movel_fit,"[array([1513.52602781, -284.87432157, 1010.84841573])]","[array([ 0.07106035,  0.17096333,  0.23650555,  2.5283533 , -1.33180258,
       -3.04006984])]"
4500,movel_fit,"[array([1522.20936536, -289.06948202, 1007.22374362])]","[array([ 0.07079879,  0.18168066,  0.23034341,  2.52088441, -1.33224299,
       -3.04236973])]"
5000,movel_fit,"[array([1530.83684477, -293.35021755, 1003.63388343])]","[array([ 0.07076245,  0.19258576,  0.22419779,  2.51273952, -1.33314558,
       -3.04506011])]"
5500,movel_fit,"[array([1539.42420729, -297.72818144, 1000.07050026])]","[array([ 0.07091392,  0.2037382 ,  0.21802787,  2.50391811, -1.33447655,
       -3.04813935])]"
6000,movel_fit,"[array([1547.99657964, -302.0662054 ,  996.45086844])]","[array([ 0.07133829,  0.21513201,  0.21189608,  2.49444711, -1.33623696,
       -3.05148601])]"
6500,movel_fit,"[array([1556.64568493, -306.15749717,  992.65762344])]","[array([ 0.07213165,  0.2269005 ,  0.20575147,  2.48435915, -1.33841525,
       -3.05495208])]"
7000,movel_fit,"[array([1565.21632416, -310.46336255,  988.99080641])]","[array([ 0.07300801,  0.23879452,  0.19962542,  2.47364109, -1.34102327,
       -3.05885586])]"
7500,movel_fit,"[array([1573.82986067, -314.57458558,  985.15313482])]","[array([ 0.07418384,  0.25101022,  0.19353906,  2.46234732, -1.34400329,
       -3.06286575])]"
8000,movel_fit,"[array([1582.42730326, -318.63978333,  981.24874617])]","[array([ 0.07555625,  0.26343104,  0.18752665,  2.45050241, -1.34735307,
       -3.06706828])]"
8500,movel_fit,"[array([1591.00216906, -322.7530641 ,  977.35067224])]","[array([ 0.07703598,  0.27604521,  0.18154047,  2.43813257, -1.35105319,
       -3.07152079])]"
9000,movel_fit,"[array([1599.56481032, -326.84398809,  973.40524825])]","[array([ 0.07864237,  0.28884501,  0.17561389,  2.42529183, -1.35507217,
       -3.07613799])]"
9500,movel_fit,"[array([1608.11451604, -330.91627813,  969.41281646])]","[array([ 0.08034596,  0.30180985,  0.16975194,  2.41202987, -1.35937911,
       -3.08089282])]"
10000,movel_fit,"[array([1616.6504974 , -334.97382163,  965.37428013])]","[array([ 0.08211584,  0.31491617,  0.16395756,  2.39840303, -1.36393926,
       -3.08575586])]"
10500,movel_fit,"[array([1625.16981856, -339.01965619,  961.29221986])]","[array([ 0.08391959,  0.32813416,  0.15823256,  2.3844776 , -1.36871294,
       -3.09069426])]"
11000,movel_fit,"[array([1633.67323998, -343.05870191,  957.16823067])]","[array([ 0.08572487,  0.34143676,  0.15257331,  2.37032017, -1.3736589 ,
       -3.09567526])]"
11500,movel_fit,"[array([1642.15967894, -347.09507963,  953.00568179])]","[array([ 0.08749877,  0.35479126,  0.14697417,  2.35600607, -1.37873156,
       -3.10066327])]"
12000,movel_fit,"[array([1650.62760936, -351.13271681,  948.80920852])]","[array([ 0.08920856,  0.36816147,  0.1414263 ,  2.34161669, -1.383882  ,
       -3.10562093])]"
12500,movel_fit,"[array([1659.07844792, -355.17689989,  944.5831583 ])]","[array([ 0.09082294,  0.38151335,  0.13591532,  2.32723298, -1.3890605 ,
       -3.11051138])]"
13000,movel_fit,"[array([1667.51221024, -359.2321414 ,  940.33386365])]","[array([ 0.09231157,  0.39480835,  0.13042417,  2.31294209, -1.39421429,
       -3.11529602])]"
13500,movel_fit,"[array([1675.9307219 , -363.30365155,  936.06816755])]","[array([ 0.09364606,  0.40800877,  0.12493112,  2.29883118, -1.39928996,
       -3.11993662])]"
14000,movel_fit,"[array([1684.33497807, -367.39600547,  931.79486419])]","[array([ 0.09479987,  0.42107385,  0.11941171,  2.28499115, -1.40423224,
       -3.1243941 ])]"
14500,movel_fit,"[array([1692.7269557 , -371.51395533,  927.52387676])]","[array([ 0.09574886,  0.43396292,  0.11383789,  2.27151299, -1.40898553,
       -3.1286297 ])]"
15000,movel_fit,"[array([1701.11122903, -375.6592593 ,  923.26359682])]","[array([ 0.09646793,  0.44665535,  0.10816143,  2.25848405, -1.41349109,
       -3.13260584])]"
