breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 776.3324653 , -155.89237827,  276.00535725])]","[array([ 0.30965754, -0.48156722, -0.64095076,  0.75782522, -1.70567967,
       -0.49676865])]"
5016,movel_fit,"[array([ 869.50289391, -196.50151832,  258.74759983])]","[array([ 0.26130517, -0.35004228, -0.58462489,  0.81221033, -1.64591406,
       -0.48753449])]"
10170,movel_fit,"[array([ 965.66958763, -234.78899353,  236.04427609])]","[array([ 0.24954146, -0.18104832, -0.53564099,  0.93271577, -1.63158682,
       -0.44670516])]"
16241,movel_fit,"[array([1077.63018059, -279.4365346 ,  203.70767021])]","[array([ 0.2364656 ,  0.03458108, -0.47773341,  1.10605041, -1.65163786,
       -0.38708357])]"
19210,movel_fit,"[array([1131.95493068, -303.79516205,  190.22212329])]","[array([ 0.21352859,  0.11868906, -0.42668485,  1.14869097, -1.64553003,
       -0.37789721])]"
21703,movel_fit,"[array([1178.17458492, -325.03563469,  183.98024146])]","[array([ 0.18965549,  0.16973745, -0.37248952,  1.15869746, -1.62328456,
       -0.38093269])]"
24141,movel_fit,"[array([1222.90060315, -347.72216342,  183.5443818 ])]","[array([ 0.15459963,  0.19448448, -0.29887222,  1.11458659, -1.57448989,
       -0.40648475])]"
26732,movel_fit,"[array([1268.7151678 , -374.53929602,  188.09291938])]","[array([ 0.09519193,  0.19270433, -0.20301747,  0.99273505, -1.48949209,
       -0.46251044])]"
29319,movel_fit,"[array([1311.44268747, -405.81464805,  193.29080432])]","[array([-0.00228769,  0.17897861, -0.09846765,  0.78231748, -1.38693318,
       -0.54937946])]"
31864,movel_fit,"[array([1351.5194805 , -439.44088484,  194.42476614])]","[array([-0.10662468,  0.19586148, -0.0034267 ,  0.57198   , -1.32416972,
       -0.62809428])]"
33720,movel_fit,"[array([1382.15514387, -462.04900547,  191.50827881])]","[array([-0.15282874,  0.23425922,  0.05904376,  0.4877204 , -1.31173295,
       -0.65130905])]"
35268,movel_fit,"[array([1410.26032189, -476.46062909,  187.36247557])]","[array([-0.16609315,  0.27230637,  0.10354038,  0.47058562, -1.30761356,
       -0.64963023])]"
36813,movel_fit,"[array([1440.19613849, -485.32049501,  181.3083765 ])]","[array([-0.14996696,  0.32016821,  0.14419099,  0.51884882, -1.31617589,
       -0.62366428])]"
38642,movel_fit,"[array([1476.18792707, -489.92797512,  171.30481695])]","[array([-0.09882882,  0.38766783,  0.17793473,  0.65965047, -1.34207362,
       -0.56281926])]"
40549,movel_fit,"[array([1512.27953063, -492.58918391,  156.15919305])]","[array([-0.02617427,  0.48080285,  0.19069979,  0.89017607, -1.4014236 ,
       -0.46908806])]"
42542,movel_fit,"[array([1547.65547176, -498.70824112,  136.34772369])]","[array([ 0.0258119 ,  0.59328529,  0.19468981,  1.12543498, -1.4842666 ,
       -0.37589546])]"
44079,movel_fit,"[array([1574.32377375, -507.62517136,  121.87465562])]","[array([ 0.03735014,  0.66752673,  0.2158798 ,  1.2345864 , -1.5294309 ,
       -0.33518123])]"
45329,movel_fit,"[array([1597.1217817 , -517.14893404,  114.61193774])]","[array([ 0.03589553,  0.71023937,  0.24682431,  1.27428516, -1.54124056,
       -0.32260604])]"
46513,movel_fit,"[array([1619.01747609, -527.82492833,  113.4392089 ])]","[array([ 0.02692822,  0.73605574,  0.29682936,  1.25905594, -1.53232962,
       -0.3322512 ])]"
47932,movel_fit,"[array([1643.95303692, -542.22600848,  118.45912586])]","[array([ 0.00540541,  0.74719942,  0.37714987,  1.17213764, -1.49797117,
       -0.37022936])]"
49567,movel_fit,"[array([1669.47951181, -562.05804005,  127.78707003])]","[array([-0.04448114,  0.74534516,  0.49564259,  0.97481843, -1.44419369,
       -0.44724947])]"
49999,movel_fit,"[array([1675.32014353, -568.54659083,  129.73302182])]","[array([-0.06514609,  0.75047524,  0.53983459,  0.90137924, -1.43765172,
       -0.47078224])]"
