breakpoints,primitives,points
0,movej_fit,"[array([-0.57862618, -0.01599729,  0.39125449, -2.80322139, -1.63376438,
        0.97636138])]"
9282,movec_fit,"[array([1086.81597198, -411.40034504,  994.17388739]), array([1078.45683702, -316.40671827,  994.17003802])]"
12726,movel_fit,"[array([1069.98643568, -246.13436987,  992.83460926])]"
17235,movec_fit,"[array([1063.8883941 , -200.20618767,  991.43084712]), array([1058.79035489, -154.19029755,  989.64273597])]"
22741,movec_fit,"[array([1055.8170342 ,  -97.70835879,  988.51402557]), array([1058.67113312,  -41.26128089,  989.63816469])]"
26078,movec_fit,"[array([1064.32879166,   -7.47514898,  991.44118516]), array([1072.14370709,   25.87304738,  992.91710065])]"
28751,movec_fit,"[array([1079.85509694,   52.25184776,  993.03617609]), array([1088.02558726,   78.45319993,  992.07505376])]"
31233,movec_fit,"[array([1095.50024673,  102.73877572,  989.64704127]), array([1102.43093185,  127.05020592,  986.42548066])]"
32671,movel_fit,"[array([1108.83075548,  155.63947595,  982.44315143])]"
35653,movec_fit,"[array([1112.36399955,  185.93146575,  979.52978345]), array([1112.12497012,  216.52543173,  979.39372048])]"
36597,movel_fit,"[array([1109.49580322,  235.68408074,  981.1042156 ])]"
37672,movel_fit,"[array([1104.45573107,  256.95784996,  984.39543362])]"
38915,movel_fit,"[array([1096.22401548,  280.80634689,  988.48239983])]"
40165,movel_fit,"[array([1086.04620112,  304.21521074,  991.52014651])]"
41432,movel_fit,"[array([1074.89715986,  327.74306624,  992.42527796])]"
42688,movel_fit,"[array([1064.26268802,  351.2437892 ,  991.11600201])]"
43750,movel_fit,"[array([1056.90923418,  371.69912904,  989.0099927 ])]"
44621,movel_fit,"[array([1052.89135082,  389.09780265,  987.54022038])]"
47345,movec_fit,"[array([1052.13226268,  417.0263215 ,  987.42794987]), array([1058.27860595,  444.15344857,  989.58571179])]"
48150,movel_fit,"[array([1064.22716851,  459.55213879,  990.81123942])]"
49106,movel_fit,"[array([1073.04784807,  477.084749  ,  991.98658352])]"
50000,movel_fit,"[array([1081.85842051,  493.21374072,  991.34249394])]"
