breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-754.50553149,  480.18745347, -180.33321594])]","[array([-2.54930133,  0.92628482, -0.39808222, -2.81638429,  1.49665242,
        1.80054072])]"
5000,moveabsj,"[array([-693.99478119,  502.51871856,  -99.34081825])]","[array([-2.53322314,  0.85777688, -0.38793371, -2.80014618,  1.43455287,
        1.71145963])]"
10000,moveabsj,"[array([-651.49074712,  528.18398505,   -7.78293663])]","[array([-2.5177193 ,  0.79027661, -0.3824191 , -2.80297364,  1.38103586,
        1.62405588])]"
15000,moveabsj,"[array([-635.89684818,  538.02641886,   67.33832641])]","[array([-2.49006923,  0.73577191, -0.38155201, -2.81314805,  1.33698192,
        1.56158706])]"
20000,moveabsj,"[array([-639.57916299,  536.61155068,  129.67338323])]","[array([-2.44790991,  0.69641337, -0.37720278, -2.82631479,  1.2910746 ,
        1.5223113 ])]"
25000,moveabsj,"[array([-665.0761692 ,  517.66944185,  176.54785074])]","[array([-2.38826699,  0.66889759, -0.36972231, -2.83750258,  1.24088454,
        1.50810876])]"
30000,moveabsj,"[array([-718.96540856,  464.06514357,  197.86903246])]","[array([-2.30072177,  0.64999585, -0.36016024, -2.840235  ,  1.18045828,
        1.52941172])]"
35000,moveabsj,"[array([-801.20116397,  339.69083335,  170.88580064])]","[array([-2.17237849,  0.63213351, -0.35706905, -2.82761292,  1.10922598,
        1.60494157])]"
40000,moveabsj,"[array([-864.47358312,  144.21837826,  106.77084758])]","[array([-2.0142728 ,  0.60978727, -0.36253146, -2.80455203,  1.02497933,
        1.72130025])]"
45000,moveabsj,"[array([-860.50986025,  -23.27062686,   56.95987759])]","[array([-1.85584755,  0.59827547, -0.34961736, -2.78157177,  0.90409036,
        1.82457978])]"
50000,moveabsj,"[array([-820.30275153,  -83.53843511,   40.22066744])]","[array([-1.72708661,  0.6123152 , -0.30745678, -2.75611613,  0.76136167,
        1.88001687])]"
