breakpoints,primitives,points
0,movej_fit,"[array([ 0.21630272,  0.68162399,  0.31969815, -0.41226428, -1.60844522,
        0.110991  ])]"
22,movel_fit,"[array([2185.78767043,  750.80514288, 1067.62696737])]"
107,movej_fit,"[array([ 0.2128548 ,  0.67260412,  0.29904145, -0.42075939, -1.61949951,
        0.10315936])]"
214,movel_fit,"[array([2195.0534458 ,  745.30451398, 1160.51284116])]"
324,movel_fit,"[array([2200.86294954,  739.81948248, 1214.96440497])]"
467,movel_fit,"[array([2208.11969244,  727.03520449, 1283.83960669])]"
602,movej_fit,"[array([ 0.18288472,  0.64406328,  0.17658037, -0.46688378, -1.67035938,
        0.03469569])]"
746,movej_fit,"[array([ 0.16911968,  0.6370562 ,  0.14136059, -0.48073369, -1.68363558,
        0.00701704])]"
893,movej_fit,"[array([ 0.15304632,  0.62957159,  0.10743895, -0.49522758, -1.69650192,
       -0.02455976])]"
1036,movej_fit,"[array([ 0.13573523,  0.62165901,  0.07732019, -0.50907767, -1.70768388,
       -0.05704269])]"
1192,movej_fit,"[array([ 0.11547834,  0.61180989,  0.04891829, -0.5233087 , -1.71814981,
       -0.09306835])]"
1367,movej_fit,"[array([ 0.09205378,  0.60072671,  0.02040286, -0.53862809, -1.72816716,
       -0.13252415])]"
1541,movej_fit,"[array([ 0.06928839,  0.59138453, -0.0067099 , -0.55312649, -1.73728546,
       -0.16871432])]"
1706,movej_fit,"[array([ 0.04910674,  0.58499076, -0.03250245, -0.56544247, -1.74589342,
       -0.19863908])]"
1868,movej_fit,"[array([ 0.03096031,  0.58100384, -0.05785594, -0.57537319, -1.75451438,
       -0.22315433])]"
2037,movej_fit,"[array([ 0.01370465,  0.57856142, -0.08353656, -0.5828061 , -1.76342784,
       -0.24337441])]"
2219,movej_fit,"[array([-0.0032017 ,  0.57728553, -0.10988959, -0.58726912, -1.77276014,
       -0.25945119])]"
2419,movej_fit,"[array([-0.0200387 ,  0.5772648 , -0.13758679, -0.58821493, -1.78282501,
       -0.27132224])]"
2651,movej_fit,"[array([-0.03797584,  0.57800192, -0.16737474, -0.58467408, -1.79381107,
       -0.27878881])]"
2920,movej_fit,"[array([-0.05756018,  0.57821162, -0.19729926, -0.57505509, -1.80466833,
       -0.28038882])]"
3208,movej_fit,"[array([-0.07721258,  0.57827953, -0.22531208, -0.5592113 , -1.81480515,
       -0.27553571])]"
3520,movej_fit,"[array([-0.09727867,  0.5782673 , -0.25144895, -0.53654757, -1.82435542,
       -0.2641757 ])]"
3808,movel_fit,"[array([2133.26407585,   57.8819865 , 2100.75201378])]"
4057,movel_fit,"[array([2124.80970511,   13.62271248, 2124.28526701])]"
4285,movej_fit,"[array([-0.14158769,  0.57620286, -0.29063601, -0.45766665, -1.83969058,
       -0.21424601])]"
4523,movej_fit,"[array([-0.15357732,  0.58001356, -0.30368573, -0.43132444, -1.84768118,
       -0.19317851])]"
4733,movej_fit,"[array([-0.16409245,  0.58293256, -0.31500615, -0.4103742 , -1.85687639,
       -0.17421725])]"
4892,movej_fit,"[array([-0.17225339,  0.58356452, -0.32370376, -0.39769568, -1.86570787,
       -0.16093438])]"
4970,movel_fit,"[array([2086.82271582, -132.15397904, 2188.3408292 ])]"
5000,movel_fit,"[array([2085.68608573, -136.34936252, 2188.35585307])]"
