primitives,points,q_bp
movej_fit,"[array([  902.49899967, -1116.14923986,   860.41476701])]","[array([-0.96206109,  0.02566532, -0.09237465, -0.21816382, -1.20764804,
        2.7530609 ])]"
movel_fit,"[array([  900.09419694, -1099.96976138,   853.7920723 ])]","[array([-0.96205141,  0.01833186, -0.10448645, -0.22813935, -1.21707161,
        2.76414797])]"
movel_fit,"[array([  897.6893942 , -1083.79028291,   847.16937759])]","[array([-0.96197087,  0.01114023, -0.11655825, -0.23791409, -1.22648837,
        2.77507965])]"
movel_fit,"[array([  895.28459147, -1067.61080444,   840.54668288])]","[array([-0.96181645,  0.00408848, -0.12859516, -0.24749232, -1.23589087,
        2.78585961])]"
movel_fit,"[array([  892.87978874, -1051.43132596,   833.92398816])]","[array([-0.96158513, -0.00282515, -0.14060201, -0.25687835, -1.24527184,
        2.79649158])]"
movel_fit,"[array([  890.47498601, -1035.25184749,   827.30129345])]","[array([-0.96127388, -0.00960232, -0.15258335, -0.26607657, -1.25462421,
        2.80697931])]"
movel_fit,"[array([  888.07018327, -1019.07236902,   820.67859874])]","[array([-0.96087967, -0.01624452, -0.1645435 , -0.27509141, -1.26394109,
        2.81732656])]"
movel_fit,"[array([  885.66538054, -1002.89289054,   814.05590402])]","[array([-0.96039947, -0.02275308, -0.17648648, -0.28392735, -1.27321578,
        2.82753711])]"
movel_fit,"[array([ 883.26057781, -986.71341207,  807.43320931])]","[array([-0.95983028, -0.0291292 , -0.18841608, -0.29258889, -1.28244173,
        2.83761476])]"
movel_fit,"[array([ 880.85577507, -970.5339336 ,  800.8105146 ])]","[array([-0.95916906, -0.0353739 , -0.20033584, -0.30108058, -1.29161256,
        2.84756328])]"
movel_fit,"[array([ 878.45097234, -954.35445512,  794.18781988])]","[array([-0.95841282, -0.04148807, -0.21224906, -0.309407  , -1.30072206,
        2.85738645])]"
movel_fit,"[array([ 876.04616961, -938.17497665,  787.56512517])]","[array([-0.95755855, -0.04747244, -0.2241588 , -0.31757275, -1.30976416,
        2.86708804])]"
movel_fit,"[array([ 873.64136687, -921.99549818,  780.94243046])]","[array([-0.95660324, -0.05332756, -0.23606789, -0.32558247, -1.31873293,
        2.87667181])]"
movel_fit,"[array([ 871.23656414, -905.8160197 ,  774.31973574])]","[array([-0.9555439 , -0.05905382, -0.24797892, -0.33344081, -1.32762258,
        2.8861415 ])]"
movel_fit,"[array([ 868.83176141, -889.63654123,  767.69704103])]","[array([-0.95437755, -0.06465146, -0.25989425, -0.34115247, -1.33642746,
        2.89550084])]"
movel_fit,"[array([ 866.42695867, -873.45706276,  761.07434632])]","[array([-0.9531012 , -0.07012054, -0.27181604, -0.34872215, -1.34514204,
        2.90475355])]"
movel_fit,"[array([ 864.02215594, -857.27758428,  754.4516516 ])]","[array([-0.95171188, -0.07546093, -0.28374621, -0.35615459, -1.35376089,
        2.91390334])]"
movel_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
movel_fit,"[array([ 859.22877182, -825.02772944,  741.25092731])]","[array([-0.94859379, -0.08572044, -0.30755766, -0.37057885, -1.37063397,
        2.93184885])]"
movel_fit,"[array([ 857.14324136, -808.72014795,  735.07664847])]","[array([-0.94217264, -0.0886425 , -0.31542111, -0.37017204, -1.38115624,
        2.92971169])]"
movel_fit,"[array([ 855.36990482, -792.22100851,  729.33007241])]","[array([-0.93362032, -0.09017337, -0.32105842, -0.36701774, -1.3931291 ,
        2.92306359])]"
movel_fit,"[array([ 853.91159094, -775.54558734,  724.02024084])]","[array([-0.92435405, -0.09083617, -0.32555789, -0.36360531, -1.40600942,
        2.91532348])]"
movel_fit,"[array([ 852.76958838, -758.71055692,  719.15439384])]","[array([-0.915009  , -0.09098051, -0.32950681, -0.361011  , -1.41939713,
        2.90800025])]"
movel_fit,"[array([ 851.94346461, -741.73363699,  714.73762225])]","[array([-0.90576948, -0.09079587, -0.33315138, -0.35951852, -1.43304997,
        2.90152632])]"
movel_fit,"[array([ 851.43099344, -724.63319367,  710.77264838])]","[array([-0.89660594, -0.09035615, -0.33654398, -0.35904894, -1.44684893,
        2.89583709])]"
movel_fit,"[array([ 851.22816825, -707.42783239,  707.25972206])]","[array([-0.887424  , -0.08967743, -0.33965951, -0.35941988, -1.46074054,
        2.89072309])]"
movel_fit,"[array([ 851.3292809 , -690.1360151 ,  704.19661656])]","[array([-0.8781409 , -0.08876663, -0.34246966, -0.36047181, -1.47468557,
        2.88600447])]"
movel_fit,"[array([ 851.72704929, -672.77571998,  701.5787082 ])]","[array([-0.86871197, -0.08765099, -0.34497847, -0.36210779, -1.48862779,
        2.88158881])]"
movel_fit,"[array([ 852.4127789 , -655.36415315,  699.39912271])]","[array([-0.8591284 , -0.08638794, -0.34722852, -0.3642864 , -1.50248386,
        2.87746442])]"
movel_fit,"[array([ 853.37654571, -637.91751562,  697.64893221])]","[array([-0.84940224, -0.08505961, -0.34928904, -0.36699601, -1.5161495 ,
        2.87366619])]"
movel_fit,"[array([ 854.60739026, -620.45082437,  696.31738718])]","[array([-0.83954922, -0.08375812, -0.35123617, -0.37022774, -1.52951487,
        2.87023735])]"
movel_fit,"[array([ 856.09351383, -602.97778368,  695.39216936])]","[array([-0.82957564, -0.08256838, -0.35313344, -0.37395643, -1.54248199,
        2.86720022])]"
movel_fit,"[array([ 857.82247002, -585.51070174,  694.85965314])]","[array([-0.81947158, -0.08155343, -0.35501786, -0.37813227, -1.55497893,
        2.86454061])]"
movel_fit,"[array([ 859.78134583, -568.0604466 ,  694.70516467])]","[array([-0.80921042, -0.08074573, -0.35689373, -0.38268185, -1.56696739,
        2.86220552])]"
movel_fit,"[array([ 861.95692827, -550.63643583,  694.91323015])]","[array([-0.79875276, -0.08014529, -0.35873404, -0.38751564, -1.57844329,
        2.86011045])]"
movel_fit,"[array([ 864.33585338, -533.24665438,  695.46780648])]","[array([-0.78805276, -0.07972367, -0.36048745, -0.39253793, -1.58943156,
        2.8581521 ])]"
movel_fit,"[array([ 866.90473574, -515.89769593,  696.35248955])]","[array([-0.77706474, -0.07943189, -0.36208817, -0.39765668, -1.59997731,
        2.85622218])]"
movel_fit,"[array([ 869.6502777 , -498.59482317,  697.55069695])]","[array([-0.76574869, -0.07921005, -0.36346623, -0.40279109, -1.61013587,
        2.85421955])]"
movel_fit,"[array([ 872.55935816, -481.34204338,  699.04582393])]","[array([-0.75407405, -0.07899644, -0.36455636, -0.40787615, -1.61996369,
        2.85205887])]"
movel_fit,"[array([ 875.61910167, -464.14219566,  700.82137217])]","[array([-0.74202124, -0.07873474, -0.36530398, -0.41286414, -1.62951139,
        2.84967513])]"
movel_fit,"[array([ 878.81692901, -446.9970467 ,  702.86105261])]","[array([-0.72958146, -0.07837857, -0.36566833, -0.41772344, -1.63881974,
        2.84702435])]"
movel_fit,"[array([ 882.14059111, -429.90739199,  705.14886411])]","[array([-0.71675512, -0.0778931 , -0.36562257, -0.42243572, -1.64791834,
        2.8440812 ])]"
movel_fit,"[array([ 885.57818814, -412.87315966,  707.66915034])]","[array([-0.70354939, -0.07725435, -0.36515182, -0.42699217, -1.65682666,
        2.84083483])]"
movel_fit,"[array([ 889.11817612, -395.89351391,  710.40663769])]","[array([-0.68997579, -0.07644673, -0.36424996, -0.4313898 , -1.66555658,
        2.83728396])]"
movel_fit,"[array([ 892.74936327, -378.96695545,  713.34645723])]","[array([-0.67604786, -0.07545998, -0.36291623, -0.43562831, -1.67411539,
        2.83343231])]"
movel_fit,"[array([ 896.46089804, -362.09141647,  716.47415323])]","[array([-0.66177958, -0.07428636, -0.36115226, -0.43970792, -1.68250862,
        2.82928515])]"
movel_fit,"[array([ 900.24225119, -345.26434764,  719.77568127])]","[array([-0.64718438, -0.07291851, -0.35896011, -0.44362813, -1.69074196,
        2.82484709])]"
movel_fit,"[array([ 904.08319318, -328.48279573,  723.23739779])]","[array([-0.6322748 , -0.07134865, -0.35634147, -0.44738734, -1.69882212,
        2.82012133])]"
movel_fit,"[array([ 907.9737687 , -311.74347016,  726.84604324])]","[array([-0.61706253, -0.06956876, -0.35329782, -0.45098299, -1.70675655,
        2.81510988])]"
movel_fit,"[array([ 911.90426907, -295.04279829,  730.58872024])]","[array([-0.60155867, -0.06757162, -0.34983123, -0.45441186, -1.71455249,
        2.80981439])]"
movel_fit,"[array([ 915.86520348, -278.37696926,  734.4528677 ])]","[array([-0.58577401, -0.06535223, -0.34594535, -0.4576704 , -1.72221564,
        2.80423713])]"
movel_fit,"[array([ 919.84726924, -261.74196743,  738.42623167])]","[array([-0.56971903, -0.06290888, -0.34164619, -0.4607547 , -1.72974902,
        2.7983816 ])]"
movel_fit,"[array([ 923.84132139, -245.13359683,  742.49683334])]","[array([-0.55340378, -0.06024366, -0.33694228, -0.46366025, -1.73715252,
        2.79225262])]"
movel_fit,"[array([ 927.83834132, -228.54749894,  746.65293443])]","[array([-0.53683746, -0.05736198, -0.33184412, -0.46638142, -1.7444233 ,
        2.78585565])]"
movel_fit,"[array([ 931.82940436, -211.97916609,  750.88299983])]","[array([-0.52002786, -0.054271  , -0.32636292, -0.46891077, -1.75155713,
        2.77919556])]"
movel_fit,"[array([ 935.80564603, -195.42395343,  755.1756579 ])]","[array([-0.50298079, -0.05097741, -0.32050886, -0.47123857, -1.7585505 ,
        2.77227499])]"
movel_fit,"[array([ 939.75822656, -178.87709194,  759.51965818])]","[array([-0.48569963, -0.04748479, -0.31428918, -0.47335236, -1.76540316,
        2.76509268])]"
movel_fit,"[array([ 943.67829372, -162.33370482,  763.90382686])]","[array([-0.46818511, -0.04379111, -0.30770655, -0.475237  , -1.77212048,
        2.7576421 ])]"
movel_fit,"[array([ 947.55694377, -145.78882911,  768.31702033])]","[array([-0.45043532, -0.03988701, -0.30075802, -0.47687493, -1.77871521,
        2.74991075])]"
movel_fit,"[array([ 951.38518093, -129.2374434 ,  772.74807699])]","[array([-0.43244607, -0.03575517, -0.29343491, -0.47824685, -1.78520826,
        2.74188019])]"
movel_fit,"[array([ 955.15387553, -112.67450182,  777.18576814])]","[array([-0.41421141, -0.0313711 , -0.28572359, -0.47933241, -1.79162808,
        2.73352701])]"
movel_fit,"[array([958.85372154, -96.09497372, 781.61874817])]","[array([-0.39572431, -0.02670526, -0.27760726, -0.48011102, -1.79800873,
        2.72482456])]"
movel_fit,"[array([962.47519411, -79.49388761, 786.03550481])]","[array([-0.37697725, -0.02172638, -0.26906839, -0.4805624 , -1.80438682,
        2.71574523])]"
movel_fit,"[array([966.00850785, -62.8663775 , 790.42430974])]","[array([-0.35796279, -0.01640526, -0.26009149, -0.48066678, -1.81079777,
        2.70626288])]"
movel_fit,"[array([969.44357655, -46.20772975, 794.77317006])]","[array([-0.33867379, -0.01071866, -0.2506658 , -0.48040473, -1.81727189,
        2.69635516])]"
movel_fit,"[array([972.76997507, -29.51342863, 799.06978068])]","[array([-0.31910338, -0.00465239, -0.2407873 , -0.47975661, -1.82383124,
        2.68600514])]"
movel_fit,"[array([975.97690384, -12.77919968, 803.30147794])]","[array([-2.99244719e-01,  1.79710810e-03, -2.30459743e-01, -4.78701683e-01,
       -1.83048768e+00,  2.67520205e+00])]"
movel_fit,"[array([979.05315657,   3.99894916, 807.45519427])]","[array([-0.27909042,  0.00862292, -0.21969447, -0.47721724, -1.83724279,
        2.66394088])]"
movel_fit,"[array([981.98709133,  20.82468726, 811.51741415])]","[array([-0.25863201,  0.0158099 , -0.20850885, -0.47527778, -1.84408981,
        2.65222084])]"
movel_fit,"[array([984.76660553,  37.70131913, 815.47413159])]","[array([-0.23785942,  0.02333858, -0.19692379, -0.47285465, -1.85101735,
        2.64004311])]"
movel_fit,"[array([987.37911514,  54.63173619, 819.31080963])]","[array([-0.21676064,  0.03118997, -0.18496065, -0.46991617, -1.85801426,
        2.62740799])]"
movel_fit,"[array([989.81153907,  71.6183576 , 823.01234319])]","[array([-0.19532171,  0.03935057, -0.17263828, -0.46642835, -1.86507474,
        2.61431245])]"
movel_fit,"[array([992.05029001,  88.66305477, 826.56302696])]","[array([-0.17352714,  0.04781635, -0.15997074, -0.46235608, -1.87220269,
        2.60074821])]"
movel_fit,"[array([994.08127367, 105.76705475, 829.94653127])]","[array([-0.15136051,  0.05659507, -0.14696635, -0.4576646 , -1.8794144 ,
        2.58670116])]"
movel_fit,"[array([995.88989937, 122.93081921, 833.14588943])]","[array([-0.1288055 ,  0.06570623, -0.13362822, -0.45232103, -1.8867389 ,
        2.57215218])]"
movel_fit,"[array([997.46110565, 140.15389801, 836.14350121])]","[array([-0.105847  ,  0.0751788 , -0.1199564 , -0.44629567, -1.89421585,
        2.55707941])]"
movel_fit,"[array([998.77940542, 157.43475969, 838.92115778])]","[array([-0.08247218,  0.08504696, -0.10595129, -0.43956294, -1.90189132,
        2.54146177])]"
movel_fit,"[array([999.82895583, 174.77060498, 841.46009385])]","[array([-0.05867166,  0.09534472, -0.09161776, -0.43210189, -1.90981214,
        2.52528303])]"
movel_fit,"[array([1000.59365798,  192.15717331,  843.74107268])]","[array([-0.03444036,  0.10610069, -0.07696916, -0.42389639, -1.91802017,
        2.50853594])]"
movel_fit,"[array([1001.05729141,  209.58855567,  845.74450926])]","[array([-0.00977832,  0.11733405, -0.06203045, -0.41493539, -1.92654776,
        2.49122543])]"
movel_fit,"[array([1001.20368689,  227.05702972,  847.45063537])]","[array([ 0.01530852,  0.12905296, -0.04683961, -0.40521345, -1.93541561,
        2.47337037])]"
movel_fit,"[array([1001.01693916,  244.55293366,  848.83970867])]","[array([ 0.0408075 ,  0.14125579, -0.03144704, -0.39473211, -1.94463372,
        2.45500342])]"
movel_fit,"[array([1000.48165843,  262.06459456,  849.89226501])]","[array([ 0.06669827,  0.15393495, -0.01591294, -0.38350209, -1.95420519,
        2.43616913])]"
movel_fit,"[array([999.58325613, 279.57832345, 850.58941051])]","[array([ 9.29515766e-02,  1.67082233e-01, -3.03461012e-04, -3.71546429e-01,
       -1.96413181e+00,  2.41692095e+00])]"
