breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 875.42261814, -893.08117186,  171.62477568])]","[array([-0.89640713, -0.2392988 , -0.42001924, -0.26262812, -1.20514857,
        2.89516704])]"
499,movel_fit,"[array([ 863.07313527, -825.8240235 ,  146.76586554])]","[array([-0.90587192, -0.285407  , -0.4836425 , -0.34514978, -1.2380925 ,
        2.84953223])]"
999,movel_fit,"[array([ 861.21569461, -809.51347486,  140.43945581])]","[array([-0.9035019 , -0.29311216, -0.49539783, -0.35717567, -1.24734519,
        2.8257417 ])]"
1499,movel_fit,"[array([ 859.2582362 , -793.04672384,  134.56124671])]","[array([-0.89931031, -0.29963303, -0.50518813, -0.36555127, -1.25803374,
        2.79711506])]"
1999,movel_fit,"[array([ 857.89142785, -776.32615985,  129.26259253])]","[array([-0.89417386, -0.3053297 , -0.51377143, -0.37329155, -1.26921951,
        2.76683336])]"
2499,movel_fit,"[array([ 856.58993908, -759.44943623,  124.3815437 ])]","[array([-0.88910654, -0.31089811, -0.52208341, -0.38158162, -1.28068334,
        2.73683286])]"
2999,movel_fit,"[array([ 855.86439366, -742.42104728,  119.9859678 ])]","[array([-0.88387704, -0.31616513, -0.53002065, -0.39072371, -1.29197773,
        2.70727865])]"
3499,movel_fit,"[array([ 855.34060854, -725.27399657,  115.97638874])]","[array([-0.87868712, -0.32141945, -0.53787555, -0.40053119, -1.30316671,
        2.67835013])]"
3999,movel_fit,"[array([ 855.12765034, -708.02505727,  112.45837701])]","[array([-0.87335496, -0.32654435, -0.54543044, -0.41078339, -1.31427514,
        2.64982328])]"
4499,movel_fit,"[array([ 855.26175671, -690.70123437,  109.39755708])]","[array([-0.86772496, -0.33148066, -0.5526279 , -0.42122434, -1.32521522,
        2.62151603])]"
4999,movel_fit,"[array([ 855.58454701, -673.29897112,  106.75389013])]","[array([-0.86184253, -0.33635514, -0.55957821, -0.4317303 , -1.33603004,
        2.59349457])]"
5499,movel_fit,"[array([ 856.34612139, -655.85729959,  104.59625168])]","[array([-0.85554906, -0.34102019, -0.5661158 , -0.44234002, -1.34653223,
        2.56575283])]"
