breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 74.27595347, 538.99544926, 727.94225056])]","[array([-0.6678721 , -1.23542719, -0.32040959, -3.14336838, -1.08058166,
       -1.92212672])]"
500,movel_fit,"[array([ 74.20951591, 539.61696638, 726.26077184])]","[array([-0.66887167, -1.23776498, -0.31905442, -3.14109037, -1.0808564 ,
       -1.92314417])]"
1000,movel_fit,"[array([ 73.93736378, 540.36257483, 724.45517693])]","[array([-0.66982866, -1.2403856 , -0.31744919, -3.13891506, -1.08140644,
       -1.92417541])]"
1500,movel_fit,"[array([ 73.4613699 , 541.23031193, 722.52620098])]","[array([-0.67074183, -1.24328499, -0.31559575, -3.13684767, -1.08223118,
       -1.92521947])]"
2000,movel_fit,"[array([ 72.78357751, 542.21907834, 720.47106573])]","[array([-0.6716117 , -1.24646327, -0.31349361, -3.13488884, -1.08333003,
       -1.92627741])]"
2500,movel_fit,"[array([ 71.90606535, 543.32743767, 718.28702906])]","[array([-0.67243838, -1.24991998, -0.31114268, -3.13303962, -1.08470198,
       -1.92735022])]"
3000,movel_fit,"[array([ 70.83098054, 544.55366124, 715.97122976])]","[array([-0.67322162, -1.25365432, -0.30854311, -3.13130129, -1.08634555,
       -1.92843892])]"
3500,movel_fit,"[array([ 69.56074112, 545.89555855, 713.52096305])]","[array([-0.67396083, -1.25766464, -0.30569568, -3.12967538, -1.08825856,
       -1.92954442])]"
4000,movel_fit,"[array([ 68.09782832, 547.3507589 , 710.93312459])]","[array([-0.67465532, -1.2619494 , -0.30260114, -3.12816324, -1.09043847,
       -1.93066779])]"
4500,movel_fit,"[array([ 66.44530748, 548.91622946, 708.20505476])]","[array([-0.67530407, -1.26650574, -0.29926127, -3.12676643, -1.09288165,
       -1.93180993])]"
5000,movel_fit,"[array([ 64.6067089 , 550.58849047, 705.33410859])]","[array([-0.67590605, -1.27133024, -0.29567836, -3.12548629, -1.09558363,
       -1.93297174])]"
5500,movel_fit,"[array([ 62.58635835, 552.36338607, 702.3180369 ])]","[array([-0.67646021, -1.27641828, -0.29185572, -3.12432395, -1.09853873,
       -1.93415403])]"
6000,movel_fit,"[array([ 60.3896749 , 554.23592785, 699.15524116])]","[array([-0.6769656 , -1.28176365, -0.28779801, -3.12328022, -1.10173971,
       -1.93535741])]"
6500,movel_fit,"[array([ 58.02308997, 556.20047286, 695.84448981])]","[array([-0.67742159, -1.28735909, -0.28351089, -3.12235525, -1.10517803,
       -1.93658243])]"
7000,movel_fit,"[array([ 55.49450336, 558.25044856, 692.38542958])]","[array([-0.67782802, -1.29319553, -0.27900163, -3.12154849, -1.10884331,
       -1.93782947])]"
