breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 862.91694475, -841.1121879 ,  156.25042367])]","[array([-0.91174122, -0.28327817, -0.47488133, -0.33895584, -1.22918885,
        2.8761528 ])]"
5968,movec_fit,"[array([ 853.3041412 , -742.2446176 ,  123.30882499]), array([ 854.71136066, -639.00090143,  106.24699107])]","[array([-0.88526423, -0.31700103, -0.52730591, -0.38899169, -1.29792539,
        2.70940515]), array([-0.85266131, -0.34978456, -0.57308767, -0.45552652, -1.3589632 ,
        2.53714706])]"
9062,movec_fit,"[array([ 859.23250775, -584.91955746,  103.25099583]), array([ 866.05511311, -531.07357705,  104.05507617])]","[array([-0.82905258, -0.36356699, -0.59039842, -0.48547198, -1.38909612,
        2.46028668]), array([-0.80424865, -0.375715  , -0.60495874, -0.51928843, -1.41671475,
        2.38221195])]"
11974,movec_fit,"[array([ 874.03913911, -480.65573036,  107.51067572]), array([ 883.38085629, -430.78399177,  113.51131019])]","[array([-0.77561977, -0.39307263, -0.62033279, -0.54644836, -1.4334125 ,
        2.31770033]), array([-0.74596799, -0.40847108, -0.63280522, -0.57580854, -1.44800164,
        2.25214905])]"
14670,movec_fit,"[array([ 892.83996764, -384.92290386,  120.68853328]), array([ 902.9627342 , -339.54612791,  129.40952509])]","[array([-0.71068647, -0.41775821, -0.63678413, -0.59187486, -1.46102296,
        2.19441784]), array([-0.67502107, -0.4245278 , -0.63816557, -0.60976197, -1.47256599,
        2.13664646])]"
16769,movec_fit,"[array([ 911.10695382, -304.36749177,  136.89277177]), array([ 919.42901316, -269.41470771,  145.03654526])]","[array([-0.64322906, -0.42856693, -0.636286  , -0.61818402, -1.47944671,
        2.09407448]), array([-0.61136924, -0.43088295, -0.63285858, -0.62747898, -1.48564168,
        2.05171251])]"
18113,movel_fit,"[array([ 930.01637945, -224.73624298,  155.97981069])]","[array([-0.56709728, -0.43018016, -0.62410731, -0.63440083, -1.49317812,
        1.99965062])]"
21260,movec_fit,"[array([ 942.49089331, -172.63093254,  169.55999344]), array([ 954.64590948, -120.57784706,  183.48297943])]","[array([-0.51160798, -0.42588844, -0.60926453, -0.6374583 , -1.49991167,
        1.94152958]), array([-0.45659484, -0.41775015, -0.59184222, -0.64205719, -1.50579407,
        1.88472518])]"
24159,movec_fit,"[array([965.3222383 , -72.46311287, 196.25256093]), array([975.15025951, -24.15869306, 208.84592933])]","[array([-0.3984636 , -0.40510239, -0.56847774, -0.63344151, -1.51076185,
        1.83614108]), array([-0.34118125, -0.38926637, -0.54327481, -0.6259505 , -1.51616445,
        1.78892731])]"
28075,movec_fit,"[array([986.73815691,  41.72709532, 224.80825765]), array([995.77701869, 108.35328077, 238.93665027])]","[array([-0.25435951, -0.35775463, -0.49791901, -0.59834733, -1.52703763,
        1.726926  ]), array([-0.16995602, -0.32113068, -0.4509535 , -0.57350416, -1.54035614,
        1.66834396])]"
31275,movec_fit,"[array([1000.50003249,  163.56719113,  248.26594817]), array([1002.57558246,  219.22064708,  255.22448393])]","[array([-0.08683348, -0.28245437, -0.40123919, -0.52699751, -1.5561033 ,
        1.62144972]), array([-0.00595287, -0.24054739, -0.35208062, -0.48320388, -1.57541887,
        1.57777143])]"
34663,movec_fit,"[array([1000.95898049,  278.55416998,  258.97886856]), array([995.21105265, 337.67851118, 258.64180259])]","[array([ 0.09088649, -0.18610851, -0.29171374, -0.41591527, -1.60522521,
        1.5287184 ]), array([ 0.18391329, -0.12913031, -0.235283  , -0.35380046, -1.6398015 ,
        1.48566866])]"
40866,movec_fit,"[array([972.20599945, 443.03631913, 245.11020919]), array([934.33007909, 540.32522712, 215.02196367])]","[array([ 0.36552836,  0.00322102, -0.12428052, -0.21494935, -1.73491411,
        1.38955514]), array([ 0.52526236,  0.13842209, -0.04040434, -0.10353823, -1.83897973,
        1.32586869])]"
43825,movec_fit,"[array([911.95597414, 583.01361935, 195.66123219]), array([887.30458848, 622.96258793, 173.51435094])]","[array([ 0.58283267,  0.2277825 ,  0.0087235 , -0.07935428, -1.91263269,
        1.25687841]), array([ 0.63362242,  0.31580677,  0.05093133, -0.06481541, -1.98516753,
        1.19456229])]"
46842,movec_fit,"[array([860.40052305, 661.2502919 , 148.70914264]), array([831.95076829, 696.91781339, 121.88006069])]","[array([ 0.67522851,  0.39534224,  0.08247487, -0.06724413, -2.04636369,
        1.13129384]), array([ 0.71235893,  0.4731078 ,  0.10828471, -0.0770323 , -2.10494147,
        1.07100221])]"
49999,movec_fit,"[array([800.98161485, 731.97661085,  92.18770965]), array([768.94469426, 764.63689699,  60.996385  ])]","[array([ 0.73849379,  0.55233703,  0.12998959, -0.11268204, -2.16053566,
        0.98551469]), array([ 0.76093123,  0.62807271,  0.14457828, -0.15722034, -2.21087447,
        0.89980462])]"
