breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([-1.57893674e-06, -1.98394520e-02,  2.54000281e+01])]","[array([-0.96205446,  1.46654039,  1.90503911, -0.48934231, -1.48257171,
        1.8159864 ])]"
999,movel_fit,"[array([ 1071.72891867, -1136.45321863,   491.59662259])]","[array([-0.95024313,  1.46946525,  1.9033224 , -0.48708728, -1.46861352,
        1.81579244])]"
1999,movel_fit,"[array([ 1087.72199749, -1131.39143173,   491.26179803])]","[array([-0.9386156 ,  1.47202608,  1.90232587, -0.48427901, -1.45397978,
        1.81614272])]"
2999,movel_fit,"[array([ 1103.4052626, -1126.8058408,   492.174929 ])]","[array([-0.92717166,  1.47421906,  1.90204165, -0.48088082, -1.43876515,
        1.81704559])]"
3999,movel_fit,"[array([ 1118.76391884, -1122.66825489,   494.32457708])]","[array([-0.91590443,  1.47605764,  1.90246185, -0.47687501, -1.42303881,
        1.81850112])]"
4999,movel_fit,"[array([ 1133.7968383 , -1118.94612695,   497.68646081])]","[array([-0.90479716,  1.47756458,  1.9035696 , -0.47224271, -1.40684754,
        1.8205081 ])]"
6008,movel_fit,"[array([ 1148.63772886, -1115.57757109,   502.2629303 ])]","[array([-0.89374057,  1.47876955,  1.90532779, -0.46693853, -1.39007085,
        1.82308777])]"
7025,movel_fit,"[array([ 1163.27570686, -1112.53486339,   508.00643914])]","[array([-0.88273088,  1.47974067,  1.90775519, -0.46095844, -1.37273672,
        1.82622547])]"
8057,movel_fit,"[array([ 1177.82056658, -1109.76070381,   514.88484035])]","[array([-0.87168678,  1.48051814,  1.91077689, -0.45429166, -1.35471921,
        1.82993415])]"
9113,movel_fit,"[array([ 1192.41017799, -1107.18512761,   522.85685294])]","[array([-0.86050724,  1.48119447,  1.91437611, -0.44692259, -1.33585084,
        1.8342196 ])]"
10212,movel_fit,"[array([ 1207.31592757, -1104.69996021,   531.92544646])]","[array([-0.8489988 ,  1.48186281,  1.91850604, -0.43880478, -1.31578108,
        1.83912692])]"
11385,movel_fit,"[array([ 1222.96638604, -1102.13719303,   542.14354269])]","[array([-0.83685127,  1.48268167,  1.92318363, -0.42983995, -1.293946  ,
        1.84473795])]"
