,breakpoints,primitives,J1,J2,J3,J4,J5,J6
26,36581,movel_fit,-0.017003472765958705,0.22945673211422524,-0.12275806965457137,-0.5278333523867395,-1.928633840927053,1.6346528469441535
27,37331,movel_fit,-0.0023563702458559987,0.2123863619812565,-0.13033060824362153,-0.5254546235366188,-1.921106794434493,1.714441929260057
28,38160,movel_fit,0.013857148802626451,0.17136455222902966,-0.1515513671023221,-0.5181608239128692,-1.889369167838496,1.792315229953532
29,39052,movel_fit,0.03134796086964986,0.1008745196804196,-0.19198297150595933,-0.5072871373801177,-1.826923790415047,1.863065488744412
30,39956,movel_fit,0.049881404969037924,0.004611370112377708,-0.25237916802168137,-0.49594548483574413,-1.736771713022582,1.9218368499905447
31,40853,movel_fit,0.07007060416338362,-0.10753972877610174,-0.32825423358564754,-0.487054202817255,-1.6285611004726694,1.9661320275081213
32,41760,movel_fit,0.09280561903347007,-0.22662742730381183,-0.4139392362910075,-0.48244783321915885,-1.5105366119952348,1.9910263061457103
33,42656,movel_fit,0.11688988323025651,-0.34000967408714394,-0.49984751088727974,-0.48396649953255877,-1.393793302556342,1.9864123348095124
34,43450,movel_fit,0.13839297580940002,-0.43247876759099,-0.5730385908016893,-0.4919278750175414,-1.2928523079749872,1.947975918068663
35,44123,movel_fit,0.1570988049947033,-0.5045415162680956,-0.6318552820564096,-0.5027561120718035,-1.2078080609165533,1.882920995093145
36,44710,movel_fit,0.17544626262929874,-0.5616865300058899,-0.6792594521758701,-0.5118055822087619,-1.133251059972335,1.7967390217064347
37,45251,movel_fit,0.19598508023782113,-0.6071159377890187,-0.7170568250745539,-0.5145486503315859,-1.0654476372163129,1.691039371023054
38,45775,movel_fit,0.22009399619470704,-0.6402309347201556,-0.7444006704554482,-0.5068280073223765,-1.004785647382079,1.567311401369893
39,46307,movel_fit,0.24734752679059113,-0.6580074026262377,-0.7587912109028205,-0.48651644663152877,-0.9550750069354085,1.4287676007433892
40,46875,movel_fit,0.2749556276853866,-0.6554265380486117,-0.7562655122157826,-0.4558055293351411,-0.9235465688789791,1.2819870959253357
41,47509,movel_fit,0.29771112621859297,-0.6255295568998188,-0.7311940650251891,-0.42308598037502876,-0.9207308241890936,1.1386448315952755
42,48228,movel_fit,0.3089432462460411,-0.5607588152879119,-0.6773677692904316,-0.40201614212178477,-0.9586613202367957,1.0160626340910737
43,48998,movel_fit,0.30546795738958954,-0.462231444387225,-0.5962193404130498,-0.40204501431396666,-1.039623409689411,0.9290075321450731
44,49766,movel_fit,0.29253506873613055,-0.34443863737192393,-0.5009955602202822,-0.418722397370496,-1.1475475606338066,0.8732254894473416
45,49999,movel_fit,0.2874175566060755,-0.3058575127119085,-0.47053062121640177,-0.42658752733931854,-1.1842604419811817,0.8628784322772246
