breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 862.71633378, -841.24233627,  155.97854637])]","[array([-0.90741875, -0.27863532, -0.4692749 , -0.32877686, -1.23391124,
        2.86804646])]"
1461,movel_fit,"[array([ 856.59093461, -793.61992042,  137.89686219])]","[array([-0.90313684, -0.30270574, -0.50522432, -0.36811889, -1.26094266,
        2.80392504])]"
2912,movel_fit,"[array([ 853.16124109, -744.78685177,  123.60286279])]","[array([-0.88570765, -0.31704819, -0.52700173, -0.38706383, -1.29512537,
        2.71015674])]"
4381,movel_fit,"[array([ 852.37645424, -694.28410943,  112.99951646])]","[array([-0.87153981, -0.33302238, -0.55054786, -0.41951177, -1.32721263,
        2.62916399])]"
5897,movel_fit,"[array([ 854.26037735, -641.50035732,  106.08341256])]","[array([-0.85232967, -0.34684653, -0.57011783, -0.45058307, -1.35973634,
        2.54327549])]"
7491,movel_fit,"[array([ 858.90331918, -585.77964192,  102.97339411])]","[array([-0.8299249 , -0.36207035, -0.5895008 , -0.48548118, -1.38990895,
        2.46014829])]"
9206,movel_fit,"[array([ 866.49722979, -526.01627047,  103.89861015])]","[array([-0.80180871, -0.37982346, -0.60877194, -0.52234508, -1.41656472,
        2.37704097])]"
11098,movel_fit,"[array([ 877.37680488, -460.67288445,  109.30588488])]","[array([-0.7648914 , -0.39965916, -0.62643933, -0.55941241, -1.43956791,
        2.29136081])]"
13263,movel_fit,"[array([ 892.18167686, -386.85647951,  120.02873719])]","[array([-0.71340009, -0.41757522, -0.63756429, -0.5929969 , -1.46066261,
        2.19647488])]"
15905,movel_fit,"[array([ 912.36578883, -298.07213016,  137.95625754])]","[array([-0.63885674, -0.4297055 , -0.63710888, -0.62193006, -1.48042359,
        2.08609339])]"
19780,movel_fit,"[array([ 943.38255746, -169.49962009,  170.04869298])]","[array([-0.51118879, -0.42569589, -0.61024111, -0.64296145, -1.50020434,
        1.93684496])]"
23014,movel_fit,"[array([967.7440657 , -62.49378069, 199.21814464])]","[array([-0.38784911, -0.40219612, -0.56388808, -0.63432991, -1.51177712,
        1.82612877])]"
25764,movel_fit,"[array([985.13601005,  29.6614228 , 222.26255888])]","[array([-0.27312338, -0.36455634, -0.50812004, -0.60886059, -1.52454554,
        1.73789459])]"
27949,movel_fit,"[array([995.49589379, 103.96717654, 238.32571043])]","[array([-0.17298003, -0.32232806, -0.4517311 , -0.57079427, -1.54007145,
        1.67195217])]"
29831,movel_fit,"[array([1001.12639421,  168.88120936,  249.33799709])]","[array([-0.08065691, -0.27901155, -0.39724894, -0.52568948, -1.55740337,
        1.61768028])]"
31512,movel_fit,"[array([1002.80695193,  227.4828249 ,  256.21530235])]","[array([ 0.00787788, -0.23256708, -0.34273738, -0.47331363, -1.57963387,
        1.57037462])]"
33059,movel_fit,"[array([1001.0548462 ,  281.68609805,  259.37511749])]","[array([ 0.09381048, -0.18374965, -0.28944299, -0.41613917, -1.60642818,
        1.52754229])]"
34513,movel_fit,"[array([996.11189847, 332.49646885, 259.08661451])]","[array([ 0.17773316, -0.13294719, -0.23829045, -0.35573827, -1.63758079,
        1.48804324])]"
35913,movel_fit,"[array([988.11525092, 380.85583061, 255.47189315])]","[array([ 0.25965097, -0.07967977, -0.18969788, -0.29433902, -1.673278  ,
        1.4504142 ])]"
37288,movel_fit,"[array([977.08388061, 427.34576273, 248.55273409])]","[array([ 0.33898332, -0.0227886 , -0.14348695, -0.2344128 , -1.71429354,
        1.41319973])]"
38670,movel_fit,"[array([962.91629749, 472.61127348, 238.22602921])]","[array([ 0.41503331,  0.03935146, -0.09900344, -0.17864423, -1.761606  ,
        1.3745757 ])]"
40083,movel_fit,"[array([945.46833237, 516.95953516, 224.32957591])]","[array([ 0.48647789,  0.10878455, -0.05516332, -0.13029541, -1.81663812,
        1.33236662])]"
41552,movel_fit,"[array([924.53826551, 560.67874068, 206.63968221])]","[array([ 0.55191429,  0.1869409 , -0.01129234, -0.0928864 , -1.88003969,
        1.28397868])]"
43108,movel_fit,"[array([899.76028109, 604.19044729, 184.77172298])]","[array([ 0.61069414,  0.27234234,  0.03101217, -0.06916185, -1.94912129,
        1.22741355])]"
44774,movel_fit,"[array([870.81193615, 647.62895355, 158.35239582])]","[array([ 0.66218548,  0.36364948,  0.07024811, -0.06206385, -2.02143964,
        1.16040962])]"
46580,movel_fit,"[array([837.21694844, 691.23411484, 126.86035347])]","[array([ 0.70527593,  0.46200444,  0.1060874 , -0.07690211, -2.09715887,
        1.07773645])]"
48554,movel_fit,"[array([798.50525353, 735.12614591,  89.75521865])]","[array([ 0.740654  ,  0.56184791,  0.13346162, -0.11626506, -2.16847893,
        0.97762415])]"
49999,movel_fit,"[array([769.03576715, 764.76305732,  61.00970164])]","[array([ 0.76143965,  0.62505524,  0.1435503 , -0.15576574, -2.20701232,
        0.9022315 ])]"
