breakpoints,primitives,points
0,movej_fit,"[array([-0.85522926, -0.24405149,  0.58753996,  0.39113698,  1.20418381,
       -2.89377324])]"
4416,movec_fit,"[array([1014.1534648 , -768.52720821,  946.93061131]), array([1012.06107432, -693.04608208,  929.6828222 ])]"
6172,movec_fit,"[array([1012.85885172, -662.51003986,  925.22928277]), array([1014.54033263, -631.91181627,  922.14525501])]"
7693,movec_fit,"[array([1016.64289529, -605.32068617,  920.48182764]), array([1019.32192489, -578.77459004,  919.75530496])]"
7940,movel_fit,"[array([1020.26799612, -570.15145233,  919.69346153])]"
10347,movec_fit,"[array([1025.79982397, -528.24524228,  920.69320062]), array([1032.40773271, -486.61852961,  923.57688148])]"
12285,movec_fit,"[array([1038.37526886, -453.26450992,  927.08218529]), array([1044.84384373, -420.19531126,  931.5760903 ])]"
14215,movec_fit,"[array([1051.6849856 , -387.38922176,  936.85025414]), array([1058.84184017, -354.85571964,  942.88746743])]"
16028,movec_fit,"[array([1065.78673428, -324.39455176,  949.0969029 ]), array([1072.8914499 , -294.11479091,  955.81213622])]"
17481,movec_fit,"[array([1078.65901243, -269.89172479,  961.45985289]), array([1084.457763  , -245.77008172,  967.34602668])]"
18080,movel_fit,"[array([1089.21883316, -225.88909199,  972.30826802])]"
20080,movec_fit,"[array([1097.18220651, -192.73912755,  980.87122832]), array([1105.04568083, -159.68505475,  989.60741945])]"
22112,movec_fit,"[array([1112.87035492, -126.03043269,  998.62649761]), array([1120.42616176,  -92.38423522, 1007.62846786])]"
22813,movel_fit,"[array([1125.46751074,  -69.09198696, 1013.78443984])]"
25025,movec_fit,"[array([1132.99735957,  -32.1848179 , 1023.37569016]), array([1139.97224033,    4.83452282, 1032.66520855])]"
27041,movec_fit,"[array([1145.70006511,   38.85134664, 1040.73133296]), array([1150.76956997,   73.00975236, 1048.31736989])]"
29000,movec_fit,"[array([1154.91117571,  106.48682733, 1055.07851399]), array([1158.22746975,  140.15062097, 1061.15450541])]"
30844,movec_fit,"[array([1160.43410199,  172.09805304, 1066.08022613]), array([1161.71076555,  204.14384233, 1070.16238263])]"
32732,movec_fit,"[array([1161.88738005,  237.16654486, 1073.286627  ]), array([1160.87644337,  270.19183636, 1075.2735016 ])]"
34683,movec_fit,"[array([1158.41274498,  304.34777693, 1075.92855891]), array([1154.48947673,  338.32813319, 1075.11090263])]"
37540,movec_fit,"[array([1145.87356171,  387.53990367, 1070.95447474]), array([1133.9180822 ,  435.5712267 , 1063.21797871])]"
40338,movec_fit,"[array([1118.99500129,  481.05648695, 1052.11682421]), array([1101.22843966,  524.49435502, 1037.7831377 ])]"
42120,movec_fit,"[array([1088.57177561,  551.06870423, 1027.10032352]), array([1075.00178857,  576.62654467, 1015.3202084 ])]"
43876,movec_fit,"[array([1060.8157692 ,  600.96404633, 1002.73297282]), array([1045.93767652,  624.31431227,  989.27650008])]"
45639,movec_fit,"[array([1030.36280387,  646.92983434,  974.97091545]), array([1014.23670248,  668.62805838,  959.94920369])]"
47527,movec_fit,"[array([996.42404471, 691.00819268, 943.15724539]), array([978.15557248, 712.41543802, 925.73677891])]"
49519,movec_fit,"[array([958.40511289, 734.15276587, 906.71916848]), array([938.28222197, 754.93639856, 887.16245492])]"
49847,movel_fit,"[array([931.59949601, 761.62973473, 880.61048672])]"
50000,movel_fit,"[array([928.44542254, 764.69187007, 877.53244671])]"
