average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
194.91384331102418,199.82221884642763,191.165873963814,0.6818644353000997,0.03193205501524118,0.487564020234011,0.0011331708033190705,0.035740504142552566,0.0009804934691041267,0.015322575940509372,5.0067236376550605e-06,0.0012888210528390423
