breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 876.56309728, -932.78185981,  193.80506956])]","[array([-0.89112991, -0.22108437, -0.38465346, -0.20299102, -1.18826731,
        2.92955297])]"
0,movel_fit,"[array([ 862.93591312, -841.09811283,  156.27654481])]","[array([-0.90425268, -0.27681642, -0.46642882, -0.32264683, -1.23569195,
        2.86029962])]"
499,movel_fit,"[array([ 860.54733297, -825.02772944,  149.69851256])]","[array([-0.90694285, -0.28733509, -0.48222888, -0.34401693, -1.24292395,
        2.84862432])]"
999,movel_fit,"[array([ 858.46180251, -808.72014795,  143.52423372])]","[array([-0.90490536, -0.29528885, -0.49409054, -0.35632838, -1.25240665,
        2.82524975])]"
1499,movel_fit,"[array([ 856.68846597, -792.22100851,  137.77765766])]","[array([-0.90072668, -0.30181539, -0.50383247, -0.36501865, -1.26305665,
        2.79681045])]"
1999,movel_fit,"[array([ 855.23015209, -775.54558734,  132.46782608])]","[array([-0.89578022, -0.30761022, -0.51254016, -0.3729466 , -1.27425016,
        2.7668031 ])]"
2499,movel_fit,"[array([ 854.08814954, -758.71055692,  127.60197909])]","[array([-0.89066866, -0.31307575, -0.52078333, -0.38133393, -1.28561069,
        2.73680771])]"
2999,movel_fit,"[array([ 853.26202576, -741.73363699,  123.1852075 ])]","[array([-0.88555316, -0.31839603, -0.52878623, -0.390486  , -1.29694429,
        2.70732592])]"
3499,movel_fit,"[array([ 852.74955459, -724.63319367,  119.22023363])]","[array([-0.88038666, -0.32361622, -0.53657819, -0.40028915, -1.3081738 ,
        2.6783628 ])]"
3999,movel_fit,"[array([ 852.5467294 , -707.42783239,  115.70730731])]","[array([-0.8750602 , -0.328718  , -0.54411055, -0.41051185, -1.31927604,
        2.64978031])]"
4499,movel_fit,"[array([ 852.64784205, -690.1360151 ,  112.64420181])]","[array([-0.86947834, -0.33367546, -0.55133164, -0.4209541 , -1.33023594,
        2.62147236])]"
4999,movel_fit,"[array([ 853.04561045, -672.77571998,  110.02629345])]","[array([-0.86358596, -0.3384869 , -0.55822323, -0.43149727, -1.34102158,
        2.59342215])]"
5499,movel_fit,"[array([ 853.73134005, -655.36415315,  107.84670796])]","[array([-0.8573669 , -0.34318486, -0.56480824, -0.44209845, -1.35157735,
        2.5656936 ])]"
5999,movel_fit,"[array([ 854.69510687, -637.91751562,  106.09651746])]","[array([-0.85082947, -0.34783016, -0.57114001, -0.45276088, -1.36182969,
        2.53839445])]"
6499,movel_fit,"[array([ 855.92595141, -620.45082437,  104.76497243])]","[array([-0.84398931, -0.35249661, -0.57728306, -0.4635005 , -1.37169939,
        2.51163517])]"
6999,movel_fit,"[array([ 857.41207499, -602.97778368,  103.83975461])]","[array([-0.83685561, -0.35725295, -0.58329327, -0.47431994, -1.3811153 ,
        2.48549738])]"
