breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 876.44074846, -935.01671931,  194.69910326])]","[array([-0.8916166 , -0.22012598, -0.38343345, -0.20270796, -1.18836261,
        2.92976552])]"
0,movel_fit,"[array([ 862.70486688, -841.14331805,  156.26915412])]","[array([-0.90438012, -0.27687666, -0.46648507, -0.32271443, -1.23575615,
        2.86045689])]"
499,movel_fit,"[array([ 860.18346463, -825.14307723,  149.54321675])]","[array([-0.90743761, -0.28760818, -0.48264033, -0.34471342, -1.24278325,
        2.84960405])]"
999,movel_fit,"[array([ 858.12072653, -808.83166939,  143.32227409])]","[array([-0.9052663 , -0.29551117, -0.49444037, -0.35676072, -1.25226778,
        2.82592097])]"
1499,movel_fit,"[array([ 856.2697212 , -792.3479415 ,  137.52343327])]","[array([-0.90096204, -0.30198977, -0.50410851, -0.36513521, -1.2629777 ,
        2.79713931])]"
1999,movel_fit,"[array([ 854.80705802, -775.65493353,  132.21270007])]","[array([-0.89594416, -0.30773288, -0.51274194, -0.3729087 , -1.27422322,
        2.76695279])]"
2499,movel_fit,"[array([ 853.65402831, -758.80332026,  127.31596997])]","[array([-0.89079346, -0.31318664, -0.52097629, -0.38122418, -1.28560245,
        2.73687361])]"
2999,movel_fit,"[array([ 852.83576242, -741.83627444,  122.90124933])]","[array([-0.88567628, -0.31848742, -0.52895979, -0.39037002, -1.29694493,
        2.70738763])]"
3499,movel_fit,"[array([ 852.30589806, -724.70285518,  118.93435902])]","[array([-0.88051727, -0.32371589, -0.53675897, -0.40018359, -1.30819526,
        2.678437  ])]"
3999,movel_fit,"[array([ 852.09552224, -707.48513824,  115.42464444])]","[array([-0.87519752, -0.32883408, -0.54430639, -0.41042302, -1.31930724,
        2.64987161])]"
4499,movel_fit,"[array([ 852.21259023, -690.18504331,  112.36282911])]","[array([-0.86961117, -0.33378527, -0.55152379, -0.4208727 , -1.33026848,
        2.62156583])]"
4999,movel_fit,"[array([ 852.6182156 , -672.80166505,  109.74517772])]","[array([-0.86371109, -0.33859621, -0.55841298, -0.43141425, -1.34106618,
        2.59350616])]"
