primitives,points,q_bp
movej_fit,"[array([ 658.20608858, -766.30245113,  607.69481478])]","[array([-1.05294567,  0.21547605,  0.11517016,  2.7867445 ,  1.50529108,
       -0.16340745])]"
movel_fit,"[array([ 652.71504953, -719.59046807,  590.72899242])]","[array([-1.0323698 ,  0.13450207, -0.00436579,  2.78478874,  1.46202869,
       -0.16914602])]"
movel_fit,"[array([ 647.08754736, -672.98068204,  573.57977942])]","[array([-1.0119761 ,  0.0550746 , -0.11818826,  2.77912551,  1.42093247,
       -0.17551925])]"
movel_fit,"[array([ 640.78506652, -620.57558405,  554.3304705 ])]","[array([-1.01562185,  0.02913311, -0.18299582,  2.72494698,  1.4453655 ,
       -0.25173341])]"
movel_fit,"[array([ 638.64863391, -566.04625619,  540.92165895])]","[array([-1.00585318,  0.0111457 , -0.23175881,  2.68090286,  1.47591614,
       -0.35250607])]"
movel_fit,"[array([ 640.394523  , -510.40925014,  533.25977201])]","[array([-0.99296665, -0.00642229, -0.27713479,  2.63324719,  1.50513567,
       -0.44763322])]"
movel_fit,"[array([ 645.55819423, -454.51835538,  530.95237553])]","[array([-0.97430755, -0.02594292, -0.31964429,  2.58608056,  1.53009428,
       -0.53570787])]"
movel_fit,"[array([ 653.49362928, -398.94625455,  533.28044131])]","[array([-0.94912204, -0.0492758 , -0.35974772,  2.54082164,  1.54896731,
       -0.61565785])]"
movel_fit,"[array([ 663.51849532, -344.01704644,  539.40286454])]","[array([-0.91442051, -0.07268975, -0.3916847 ,  2.501557  ,  1.56374287,
       -0.69353316])]"
movel_fit,"[array([ 674.99867628, -289.8011505 ,  548.49587332])]","[array([-0.86941299, -0.09278984, -0.41201099,  2.46958817,  1.5758739 ,
       -0.77223469])]"
movel_fit,"[array([ 687.38232109, -236.19844327,  559.8272921 ])]","[array([-0.81499895, -0.10822251, -0.42048928,  2.44435357,  1.58551477,
       -0.85151331])]"
movel_fit,"[array([ 700.15403186, -183.04167086,  572.7024362 ])]","[array([-0.75218664, -0.11795819, -0.41736518,  2.42556473,  1.59283436,
       -0.93076588])]"
movel_fit,"[array([ 712.8526052 , -130.11451368,  586.53353137])]","[array([-0.68181698, -0.12175311, -0.40335093,  2.41328915,  1.59775591,
       -1.00928773])]"
movel_fit,"[array([725.02371236, -77.16801895, 600.73774292])]","[array([-0.60421387, -0.11901327, -0.37851772,  2.40840377,  1.60071094,
       -1.08694571])]"
movel_fit,"[array([736.19396082, -23.93275628, 614.7387387 ])]","[array([-0.51877257, -0.10726733, -0.34091904,  2.41296617,  1.60372445,
       -1.16504651])]"
movel_fit,"[array([745.83952727,  29.78715844, 627.91094502])]","[array([-0.4250498 , -0.0845018 , -0.28898245,  2.42893273,  1.60914874,
       -1.24434452])]"
movel_fit,"[array([753.35904765,  84.19367219, 639.55715129])]","[array([-0.32268554, -0.05106739, -0.22316272,  2.45788792,  1.61817106,
       -1.32444746])]"
movel_fit,"[array([758.02708009, 139.39177091, 648.84600509])]","[array([-0.21059201, -0.00609141, -0.14304015,  2.50203761,  1.63322867,
       -1.40589142])]"
movel_fit,"[array([759.05391705, 195.20478627, 654.83355305])]","[array([-0.08810654,  0.05359758, -0.04707732,  2.56280365,  1.65931356,
       -1.48968342])]"
movel_fit,"[array([755.63694308, 251.23036814, 656.53362473])]","[array([ 0.04355633,  0.12893269,  0.06253437,  2.63861614,  1.69991557,
       -1.57489562])]"
movel_fit,"[array([747.12627924, 306.62927967, 653.05817582])]","[array([ 0.17987199,  0.21965231,  0.18047317,  2.72363859,  1.75677224,
       -1.65938824])]"
movel_fit,"[array([733.29431281, 360.28846628, 643.9254431 ])]","[array([ 0.3127053 ,  0.32658515,  0.30212204,  2.8073741 ,  1.83082284,
       -1.74253764])]"
movel_fit,"[array([714.4472909 , 411.12508875, 629.22311607])]","[array([ 0.43248418,  0.45161678,  0.42665865,  2.87714526,  1.92216117,
       -1.82681522])]"
movel_fit,"[array([691.31956941, 458.39754421, 609.5627895 ])]","[array([ 0.53186879,  0.59468113,  0.55543146,  2.92219275,  2.02825817,
       -1.91707448])]"
movel_fit,"[array([664.83912923, 501.85410858, 585.83757441])]","[array([ 0.60936021,  0.74503845,  0.68100344,  2.9387016 ,  2.13683734,
       -2.0156127 ])]"
movel_fit,"[array([635.79272776, 541.63260532, 558.86830923])]","[array([ 0.66652077,  0.89935593,  0.80275249,  2.92396254,  2.2433071 ,
       -2.12855387])]"
movel_fit,"[array([604.86002869, 578.06472061, 529.39560688])]","[array([ 0.7069829 ,  1.04771302,  0.91020662,  2.8781637 ,  2.3370637 ,
       -2.25832125])]"
movel_fit,"[array([572.49017833, 611.38009794, 497.92003566])]","[array([ 0.73612129,  1.16926622,  0.97307795,  2.81100833,  2.39691702,
       -2.39183379])]"
movel_fit,"[array([543.70955533, 641.22007837, 469.96454717])]","[array([ 0.76704822,  1.14927707,  0.90210304,  2.79749118,  2.33351478,
       -2.40474376])]"
movel_fit,"[array([514.9346486 , 671.06794125, 442.0162051 ])]","[array([ 0.79736862,  1.14781817,  0.85774342,  2.77802693,  2.28314353,
       -2.42171249])]"
