breakpoints,primitives,points
0,movej_fit,"[array([ 0.62709299,  0.838141  , -0.23625833,  1.68074447, -0.89762763,
        0.79355846])]"
1782,movej_fit,"[array([ 0.62341179,  0.86391497, -0.25102886,  1.69832332, -0.98037777,
        0.72187426])]"
3663,movej_fit,"[array([ 0.61940899,  0.89137837, -0.26300516,  1.70131302, -1.07387068,
        0.66081548])]"
4201,movej_fit,"[array([ 0.61777433,  0.89854379, -0.26521782,  1.70006072, -1.10038155,
        0.64567913])]"
5754,movej_fit,"[array([ 0.61278246,  0.91587965, -0.26154544,  1.68369175, -1.17187216,
        0.61678631])]"
6098,movej_fit,"[array([ 0.61105861,  0.91811282, -0.25856666,  1.67930001, -1.18582714,
        0.61198356])]"
7636,movej_fit,"[array([ 0.60424532,  0.9291424 , -0.24410735,  1.65559039, -1.24920023,
        0.59586002])]"
9864,movej_fit,"[array([ 0.5907283 ,  0.93161349, -0.20304311,  1.61342669, -1.32319842,
        0.59075859])]"
12338,movej_fit,"[array([ 0.57190926,  0.91832028, -0.13823472,  1.56547779, -1.38317456,
        0.60137563])]"
12379,movej_fit,"[array([ 0.5712634 ,  0.9170666 , -0.13716406,  1.5665675 , -1.38262431,
        0.6018086 ])]"
13989,movej_fit,"[array([ 0.55619101,  0.89310075, -0.07434526,  1.5259031 , -1.39877575,
        0.62066781])]"
16745,movej_fit,"[array([ 0.52978594,  0.85792354,  0.01019822,  1.48294282, -1.43350645,
        0.64595961])]"
18457,movej_fit,"[array([ 0.50930965,  0.81728882,  0.0833595 ,  1.44535132, -1.42391375,
        0.6728831 ])]"
20661,movej_fit,"[array([ 0.48322427,  0.77322803,  0.15742978,  1.41296306, -1.4203163 ,
        0.69797509])]"
20717,movej_fit,"[array([ 0.48155752,  0.76855634,  0.16329356,  1.40881248, -1.41395392,
        0.70155006])]"
22133,movej_fit,"[array([ 0.46308321,  0.7367584 ,  0.21284693,  1.38524906, -1.40390331,
        0.72140951])]"
23814,movej_fit,"[array([ 0.43785611,  0.69138817,  0.27470745,  1.35430966, -1.37471505,
        0.74706749])]"
25299,movej_fit,"[array([ 0.41202883,  0.64569589,  0.33276057,  1.31897229, -1.33576666,
        0.773084  ])]"
26674,movej_fit,"[array([ 0.38520905,  0.60198885,  0.38496166,  1.28249195, -1.29251907,
        0.80116822])]"
28018,movej_fit,"[array([ 0.35650637,  0.55971008,  0.43183925,  1.24612212, -1.24505691,
        0.82976247])]"
29191,movej_fit,"[array([ 0.32705014,  0.51946289,  0.47426422,  1.20473751, -1.19198966,
        0.86059288])]"
30301,movej_fit,"[array([ 0.29589443,  0.48171406,  0.51219963,  1.1598124 , -1.13602893,
        0.89456071])]"
30614,movej_fit,"[array([ 0.28571774,  0.47080101,  0.52283287,  1.1437449 , -1.11759533,
        0.90664024])]"
31389,movej_fit,"[array([ 0.26122218,  0.4452495 ,  0.54800768,  1.10562615, -1.07484013,
        0.93662974])]"
31468,movej_fit,"[array([ 0.25799503,  0.44282314,  0.5504805 ,  1.09948656, -1.06965376,
        0.9417266 ])]"
32165,movej_fit,"[array([ 0.23392239,  0.42059911,  0.57205694,  1.05972791, -1.02860506,
        0.97351917])]"
33065,movej_fit,"[array([ 0.19920398,  0.39340748,  0.59774215,  0.99817986, -0.9709291 ,
        1.02319384])]"
33918,movej_fit,"[array([ 0.16370976,  0.37134735,  0.61972079,  0.92818753, -0.91735118,
        1.08268843])]"
34690,movej_fit,"[array([ 0.12834368,  0.3537173 ,  0.63774729,  0.85097553, -0.86726393,
        1.1482322 ])]"
35496,movej_fit,"[array([ 0.09171369,  0.34107206,  0.65188962,  0.76667948, -0.82178913,
        1.22450022])]"
36169,movej_fit,"[array([ 0.05711404,  0.33315571,  0.66319946,  0.67378837, -0.7850269 ,
        1.30645226])]"
36982,movej_fit,"[array([ 0.01940099,  0.33005033,  0.67039028,  0.57305566, -0.751384  ,
        1.40211628])]"
37617,movej_fit,"[array([-0.01499639,  0.33114221,  0.67589622,  0.46429775, -0.73027855,
        1.50021669])]"
38415,movej_fit,"[array([-0.05211368,  0.33780813,  0.67682769,  0.35080349, -0.71440912,
        1.60981157])]"
39154,movej_fit,"[array([-0.0878742 ,  0.34909605,  0.67533855,  0.23281523, -0.70993618,
        1.72126895])]"
39960,movej_fit,"[array([-0.12481041,  0.36632231,  0.67023401,  0.11111695, -0.7160912 ,
        1.83796007])]"
40751,movej_fit,"[array([-0.16045264,  0.38835851,  0.66184061, -0.00655496, -0.73276009,
        1.94904552])]"
41698,movej_fit,"[array([-0.19663362,  0.4178511 ,  0.64777528, -0.11668731, -0.75731546,
        2.05788196])]"
42629,movej_fit,"[array([-0.23025533,  0.4518296 ,  0.63035438, -0.2157227 , -0.79045643,
        2.1543834 ])]"
43713,movej_fit,"[array([-0.2631876 ,  0.49355654,  0.60692524, -0.30331143, -0.83021341,
        2.24438682])]"
44855,movej_fit,"[array([-0.29373338,  0.53997608,  0.57837443, -0.37996935, -0.8724587 ,
        2.32358157])]"
46067,movej_fit,"[array([-0.32135523,  0.59056247,  0.54498561, -0.44420566, -0.91574281,
        2.39251398])]"
47401,movej_fit,"[array([-0.34663761,  0.64696107,  0.50550615, -0.49831683, -0.96063992,
        2.45455215])]"
47620,movej_fit,"[array([-0.35033131,  0.65655928,  0.49794653, -0.50662139, -0.96751461,
        2.4631687 ])]"
48637,movej_fit,"[array([-0.36602333,  0.69915535,  0.46684728, -0.53661844, -0.99876434,
        2.50268105])]"
50000,movej_fit,"[array([-0.38441909,  0.7553482 ,  0.42118539, -0.57347227, -1.03319265,
        2.54894208])]"
