breakpoints,primitives,points,q_bp
0,movej_fit,[2200.  500. 1000.],"[array([ 0.32536552,  0.14549194, -0.61711666, -0.60645331,  0.57249486,
        0.44077094])]"
5000,movel_fit,[2200.  400. 1000.],"[array([ 0.26686242,  0.1407299 , -0.67855639, -0.4278626 ,  0.67501128,
        0.29225563])]"
10000,movel_fit,[2200.  300. 1000.],"[array([ 0.2041933 ,  0.15005446, -0.72766699, -0.28734945,  0.79172736,
        0.18309175])]"
15000,movel_fit,[2200.  200. 1000.],"[array([ 0.13810796,  0.17396255, -0.76348906, -0.17407027,  0.91838055,
        0.10271865])]"
20000,movel_fit,[2200.  100. 1000.],"[array([ 0.06963103,  0.2121579 , -0.78515594, -0.08012992,  1.05118698,
        0.04350215])]"
25000,movel_fit,[2200.    0. 1000.],"[array([ 0.        ,  0.26336517, -0.79206259,  0.        ,  1.18632746,
        0.        ])]"
30000,movel_fit,[2250.          -86.60254038 1000.        ],"[array([-0.05814342,  0.35865765, -0.73497687,  0.05896196,  1.30386111,
       -0.02767131])]"
35000,movel_fit,[2300.         -173.20508076 1000.        ],"[array([-0.11150968,  0.45532973, -0.66454693,  0.10829365,  1.4104854 ,
       -0.04914421])]"
40000,movel_fit,[2350.         -259.80762114 1000.        ],"[array([-0.15994123,  0.55202118, -0.58132014,  0.14956236,  1.50492018,
       -0.06766656])]"
45000,movel_fit,[2400.         -346.41016151 1000.        ],"[array([-0.20349184,  0.6482271 , -0.48562826,  0.18345443,  1.58679567,
       -0.0856341 ])]"
50000,movel_fit,[2450.         -433.01270189 1000.        ],"[array([-0.24236928,  0.74415959, -0.37742918,  0.21015302,  1.65621463,
       -0.10479497])]"
