breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 426.47863098, -451.54953815, -228.84100384])]","[array([-1.51539639,  1.54870757, -0.07420173, -0.74746771, -1.33552151,
        0.05908425])]"
1665,movel_fit,"[array([ 418.3569181 , -466.10512808, -190.73324282])]","[array([-1.53123488,  1.53137767, -0.07466676, -0.7412208 , -1.38945295,
        0.06405291])]"
3331,movel_fit,"[array([ 409.97446273, -479.91779675, -150.42293435])]","[array([-1.54174945,  1.51619818, -0.0691644 , -0.73252773, -1.45064903,
        0.07256935])]"
4997,movel_fit,"[array([ 401.30549123, -495.70592382, -109.96777207])]","[array([-1.55868506,  1.50390575, -0.06872594, -0.73373711, -1.51148113,
        0.07729606])]"
6663,movel_fit,"[array([ 392.82705494, -513.94000521,  -70.07281715])]","[array([-1.57391461,  1.4933949 , -0.06424976, -0.7378939 , -1.57404994,
        0.08188342])]"
8329,movel_fit,"[array([ 384.83785364, -535.14971498,  -31.57992716])]","[array([-1.59047436,  1.48253151, -0.06110806, -0.7487469 , -1.63339616,
        0.08392982])]"
9995,movel_fit,"[array([ 377.46161636, -559.09682888,    5.24210337])]","[array([-1.60604258,  1.47027836, -0.05683662, -0.76406832, -1.6892349 ,
        0.08448757])]"
11661,movel_fit,"[array([ 370.69853952, -584.99137674,   40.58880295])]","[array([-1.62035297,  1.45701294, -0.05148629, -0.78357883, -1.74180534,
        0.08397966])]"
13327,movel_fit,"[array([ 364.52576857, -612.23881314,   74.63554115])]","[array([-1.63275346,  1.44347189, -0.04395122, -0.80654047, -1.79194207,
        0.08299314])]"
15304,movel_fit,"[array([ 357.96437494, -645.8985022 ,  113.4617868 ])]","[array([-1.64544774,  1.42737311, -0.03272905, -0.83860695, -1.84797531,
        0.08087475])]"
17904,movel_fit,"[array([ 350.66542958, -692.05347521,  161.82705292])]","[array([-1.65907545,  1.40691177, -0.01333133, -0.88892151, -1.91542779,
        0.07665506])]"
21370,movel_fit,"[array([ 343.28914707, -756.28122799,  221.68034062])]","[array([-1.6729036 ,  1.38145498,  0.02146422, -0.97042216, -1.99206971,
        0.0687485 ])]"
23908,movel_fit,"[array([ 339.06232233, -804.40262386,  262.91009996])]","[array([-1.68091802,  1.36288126,  0.05422938, -1.03827533, -2.03620509,
        0.06383976])]"
25967,movel_fit,"[array([ 336.21725702, -843.48319212,  295.4266605 ])]","[array([-1.68567254,  1.35010734,  0.08708946, -1.09736499, -2.06669196,
        0.05993305])]"
27702,movel_fit,"[array([ 333.67024236, -876.32447042,  322.37064944])]","[array([-1.68981501,  1.3390575 ,  0.11927005, -1.14813881, -2.08615964,
        0.05838986])]"
29368,movel_fit,"[array([ 330.7899021 , -907.57962212,  348.12649043])]","[array([-1.69431609,  1.32833853,  0.15449331, -1.19660936, -2.09949986,
        0.05850638])]"
31034,movel_fit,"[array([ 326.91862615, -938.22127379,  374.05078352])]","[array([-1.69989863,  1.31734413,  0.19499113, -1.24294577, -2.10752977,
        0.06171004])]"
32700,movel_fit,"[array([ 321.54708022, -967.88210963,  400.36757796])]","[array([-1.70700663,  1.30629545,  0.24135049, -1.28570565, -2.1107365 ,
        0.06864679])]"
34366,movel_fit,"[array([ 314.11862995, -996.12383665,  427.29751049])]","[array([-1.71631275,  1.29460999,  0.29319667, -1.32324848, -2.10910249,
        0.07991848])]"
36032,movel_fit,"[array([  304.17151262, -1022.30223644,   455.10516854])]","[array([-1.72800027,  1.28224273,  0.34942525, -1.35479121, -2.10399702,
        0.09547271])]"
37698,movel_fit,"[array([  291.30177726, -1045.53100808,   484.12986427])]","[array([-1.74180151,  1.26975183,  0.40858061, -1.38071605, -2.09828363,
        0.11455876])]"
39364,movel_fit,"[array([  275.16122649, -1064.66183014,   514.79397967])]","[array([-1.75734163,  1.25755199,  0.46850803, -1.40226237, -2.09539812,
        0.13583403])]"
41030,movel_fit,"[array([  255.55762373, -1078.30449023,   547.56566991])]","[array([-1.77405753,  1.24629258,  0.52813378, -1.421024  , -2.09919492,
        0.1574205 ])]"
42696,movel_fit,"[array([  233.1721266 , -1085.48320407,   582.8430259 ])]","[array([-1.79129976,  1.23517468,  0.58596528, -1.43836199, -2.11109805,
        0.17697954])]"
44362,movel_fit,"[array([  209.3851015 , -1085.82071142,   620.74304617])]","[array([-1.80872642,  1.22050872,  0.63658698, -1.45469677, -2.12915338,
        0.19459188])]"
46028,movel_fit,"[array([  185.46712289, -1078.87145593,   661.1808176 ])]","[array([-1.82465497,  1.20443895,  0.68389855, -1.47193131, -2.1555438 ,
        0.20804391])]"
47694,movel_fit,"[array([  163.12877255, -1065.34089004,   703.7022343 ])]","[array([-1.83839005,  1.18454383,  0.72408494, -1.4907836 , -2.1873446 ,
        0.21779251])]"
49360,movel_fit,"[array([  143.94825734, -1047.281505  ,   747.54763648])]","[array([-1.84930596,  1.16115117,  0.75842154, -1.51257047, -2.22088908,
        0.22300029])]"
49999,movel_fit,"[array([  138.09447513, -1039.94877865,   764.6667062 ])]","[array([-1.85108189,  1.1574941 ,  0.78009998, -1.52589599, -2.23615007,
        0.21723343])]"
