primitives,points,q_bp,speed
movel_fit,"[array([ 829.70245339, -310.53489674,  622.9351031 ])]","[array([-0.70504754, -0.07333183, -0.49682781, -0.48817988, -1.68349986,
        2.92685674])]",962.2425207592287
movel_fit,"[array([ 826.98060043, -285.17888936,  623.7752301 ])]","[array([-0.68688073, -0.07685467, -0.50480949, -0.4929316 , -1.69452278,
        2.92492707])]",945.2706910254964
movel_fit,"[array([ 823.96241498, -260.26302246,  624.62216927])]","[array([-0.66827179, -0.0811597 , -0.51298342, -0.49721015, -1.70428986,
        2.9228942 ])]",926.9527381412885
movel_fit,"[array([ 820.5718454 , -235.61258925,  625.33902369])]","[array([-0.64909938, -0.08651695, -0.5216147 , -0.50099502, -1.71261265,
        2.92067402])]",915.1820315104077
movel_fit,"[array([ 816.75184325, -211.42678613,  625.77800014])]","[array([-0.62937162, -0.09241913, -0.53037972, -0.50398603, -1.7197741 ,
        2.91819318])]",902.2614972235956
movel_fit,"[array([ 812.42207177, -187.5043417 ,  625.82263039])]","[array([-0.60863261, -0.0982108 , -0.53890626, -0.50586584, -1.72631692,
        2.914871  ])]",891.8377063202671
movel_fit,"[array([ 807.49220081, -163.89119558,  625.30532349])]","[array([-0.5867659 , -0.10332653, -0.54697453, -0.50640434, -1.73256451,
        2.91061473])]",890.6585723412975
movel_fit,"[array([ 801.86208406, -140.50501174,  624.11126831])]","[array([-0.56354312, -0.10783552, -0.55470088, -0.50542237, -1.73841675,
        2.90522777])]",892.4341997158743
movel_fit,"[array([ 795.55931094, -117.31818422,  622.14017126])]","[array([-0.53887902, -0.11200755, -0.56231906, -0.50294577, -1.74349815,
        2.89881895])]",893.7955963736289
movel_fit,"[array([788.66201064, -94.46022345, 619.40611611])]","[array([-0.51302169, -0.11692736, -0.57040262, -0.49916948, -1.74690607,
        2.89184245])]",890.5090409274605
movel_fit,"[array([781.10365404, -71.86625204, 615.69320228])]","[array([-0.48563023, -0.12292698, -0.57918842, -0.49380728, -1.74821211,
        2.88403082])]",888.6444638090865
movel_fit,"[array([772.84371104, -49.47414274, 610.87476842])]","[array([-0.45627884, -0.1299372 , -0.58862283, -0.48656599, -1.74735294,
        2.87497659])]",887.1301607049346
movel_fit,"[array([763.74348163, -27.39831424, 604.72867456])]","[array([-0.42461624, -0.13715058, -0.59838696, -0.47697033, -1.74474897,
        2.8643497 ])]",899.2168994904063
movel_fit,"[array([753.73869613,  -5.57362723, 597.26765238])]","[array([-0.39001104, -0.14381525, -0.60802275, -0.46464523, -1.74093871,
        2.85143482])]",924.4643719024219
movel_fit,"[array([742.67154282,  16.05869171, 588.18996483])]","[array([-0.35188254, -0.14985172, -0.61777195, -0.44923962, -1.73565579,
        2.83570589])]",950.987968465593
movel_fit,"[array([730.48815879,  37.39187941, 577.51116405])]","[array([-0.31024215, -0.15590661, -0.62813002, -0.43087714, -1.72845045,
        2.81733716])]",985.6160209346167
movel_fit,"[array([717.09403771,  58.46665391, 565.28205607])]","[array([-0.26485973, -0.16251582, -0.63953908, -0.40969357, -1.71904393,
        2.79619947])]",1012.9809524905195
movel_fit,"[array([702.42786848,  79.40114845, 551.7922858 ])]","[array([-0.2159575 , -0.16999153, -0.6523488 , -0.38643749, -1.7076411 ,
        2.77278613])]",1049.9572463269385
movel_fit,"[array([686.00634533, 100.11577199, 536.96069367])]","[array([-0.16353784, -0.17789396, -0.66685779, -0.36127292, -1.69485678,
        2.74708618])]",1100.2149346458023
movel_fit,"[array([667.47603965, 120.68171052, 521.2213252 ])]","[array([-0.1080566 , -0.18532488, -0.68286383, -0.33518531, -1.68211121,
        2.71957434])]",1137.0148618345731
movel_fit,"[array([645.96908757, 141.0160806 , 504.89406884])]","[array([-0.05009511, -0.19205326, -0.70070168, -0.30908287, -1.67069755,
        2.69066692])]",1172.4852161260135
movel_fit,"[array([621.02695765, 161.29962182, 488.56813865])]","[array([ 0.01023001, -0.19436117, -0.71866409, -0.28418794, -1.66365306,
        2.6597883 ])]",1208.418089354439
movel_fit,"[array([593.44415188, 181.59042546, 472.9843302 ])]","[array([ 0.07213301, -0.18887337, -0.73461853, -0.26210899, -1.66249436,
        2.62716699])]",1253.2147441280915
movel_fit,"[array([560.08400141, 201.11740551, 459.05665136])]","[array([ 0.13351988, -0.17704435, -0.75064204, -0.24471082, -1.66977599,
        2.59395904])]",1306.490770722626
movel_fit,"[array([523.11855504, 220.25648606, 447.50567562])]","[array([ 0.19376736, -0.15897809, -0.76566301, -0.23372981, -1.68334979,
        2.56082632])]",1326.2722268846521
movel_fit,"[array([484.78022085, 238.93277031, 439.29416911])]","[array([ 0.25173274, -0.13753392, -0.77920483, -0.22962757, -1.70077048,
        2.52902862])]",1307.9620294653837
movel_fit,"[array([445.85109881, 257.04337405, 434.53018565])]","[array([ 0.30625295, -0.11129169, -0.79051815, -0.23264335, -1.72208738,
        2.49892597])]",1296.7070411939185
movel_fit,"[array([406.67498088, 274.67294775, 433.57154837])]","[array([ 0.35485966, -0.07573531, -0.79841537, -0.24407339, -1.74934357,
        2.47150491])]",1316.1212161717342
movel_fit,"[array([370.24175142, 291.58139299, 435.16985655])]","[array([ 0.39378873, -0.03217326, -0.80346033, -0.26337399, -1.77886803,
        2.45085533])]",1322.4088523902153
movel_fit,"[array([337.59415546, 307.5285215 , 438.48511528])]","[array([ 0.4222731 ,  0.0150356 , -0.80747068, -0.28857009, -1.80799384,
        2.43778595])]",1271.207144077122
movel_fit,"[array([310.8008473 , 322.54285469, 442.46260177])]","[array([ 0.43861873,  0.06551244, -0.81020883, -0.31800077, -1.83536937,
        2.43361045])]",1217.4016703828245
movel_fit,"[array([289.3126694 , 335.27664948, 445.31752425])]","[array([ 0.44949344,  0.09940534, -0.81627622, -0.34444139, -1.85262501,
        2.43460597])]",1024.7633708626836
movel_fit,"[array([273.94895634, 346.24152394, 447.25070536])]","[array([ 0.44839569,  0.13487271, -0.82151966, -0.3716365 , -1.86742939,
        2.44315774])]",812.143011390058
movel_fit,"[array([193.72382244, 385.63881384, 469.59783724])]","[array([ 0.50330755,  0.23910898, -0.85698374, -0.46246767, -1.92638433,
        2.42784603])]",812.143011390058
