primitives,points,q_bp,speed
movej_fit,"[array([  824.48362355, -1166.17162586,   873.09121663])]","[array([-1.05677175, -0.05392797, -0.19098074, -0.29174197, -1.10344559,
        2.89353383])]",883.0
movel_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]",883.0
movel_fit,"[array([ 864.90041916, -812.35774672,  736.75428831])]","[array([-0.93867353, -0.08018367, -0.30603027, -0.37088744, -1.38060757,
        2.92468297])]",843.9864078996912
movel_fit,"[array([ 861.30531481, -783.69010856,  718.48475491])]","[array([-0.92706931, -0.07802041, -0.32039609, -0.37050178, -1.39967835,
        2.92002604])]",1175.7900334642693
movel_fit,"[array([ 857.60418745, -753.60689007,  700.49008219])]","[array([-0.91525619, -0.07476588, -0.33467532, -0.37180192, -1.42020159,
        2.91631777])]",1235.6554071047253
movel_fit,"[array([ 854.62778232, -722.42676269,  684.33021215])]","[array([-0.90325983, -0.07103332, -0.34825957, -0.37564505, -1.44166497,
        2.91422043])]",1193.0541607213152
movel_fit,"[array([ 851.99758627, -690.6099584 ,  669.97452778])]","[array([-0.89109412, -0.06711513, -0.36130546, -0.38124195, -1.46361676,
        2.91316776])]",1158.9547541481818
movel_fit,"[array([ 849.64410697, -658.54405668,  657.59036971])]","[array([-0.87874335, -0.06332867, -0.37381699, -0.38817294, -1.48563582,
        2.91288409])]",1128.1842360417343
movel_fit,"[array([ 847.79827993, -626.6044401 ,  647.57601274])]","[array([-0.86615822, -0.06011143, -0.38564828, -0.39630547, -1.50723342,
        2.91331516])]",1105.8570492344354
movel_fit,"[array([ 846.62898914, -595.11494602,  640.10830687])]","[array([-0.85326453, -0.05783921, -0.39671078, -0.40541114, -1.52796344,
        2.91434343])]",1061.5865230171069
movel_fit,"[array([ 846.05364326, -564.27168223,  634.94158241])]","[array([-0.83998957, -0.05665239, -0.40706681, -0.41507061, -1.54757101,
        2.91571378])]",1017.5762679243489
movel_fit,"[array([ 845.79462739, -534.13090947,  631.54779166])]","[array([-0.82628558, -0.05645289, -0.41688386, -0.42480808, -1.56602274,
        2.9171237 ])]",1004.2808835013986
movel_fit,"[array([ 845.54177159, -504.6620872 ,  629.37292689])]","[array([-0.81213358, -0.05702893, -0.42633999, -0.43424768, -1.58341996,
        2.91833097])]",995.568925895572
movel_fit,"[array([ 845.07582673, -475.81191259,  628.00780874])]","[array([-0.79753133, -0.05818615, -0.43555851, -0.44317658, -1.59988557,
        2.919199  ])]",977.3466700223685
movel_fit,"[array([ 844.29634013, -447.53915481,  627.21544231])]","[array([-0.78247902, -0.05980696, -0.44459687, -0.45151561, -1.61549917,
        2.91967922])]",957.1851346265178
movel_fit,"[array([ 843.17927197, -419.81666072,  626.86740498])]","[array([-0.76697185, -0.06183728, -0.45347207, -0.4592526 , -1.63029511,
        2.91976708])]",939.8324421074309
movel_fit,"[array([ 841.72210337, -392.61985904,  626.87174428])]","[array([-0.75099908, -0.0642469 , -0.4621909 , -0.46638946, -1.64428984,
        2.91946655])]",925.4944045491876
movel_fit,"[array([ 839.91792759, -365.92070011,  627.14096731])]","[array([-0.73454456, -0.06700788, -0.47076374, -0.4729216 , -1.6574984 ,
        2.91877631])]",906.7192926447912
movel_fit,"[array([ 837.76234962, -339.69179125,  627.59751174])]","[array([-0.71758489, -0.07010167, -0.47920073, -0.4788392 , -1.66992576,
        2.91769139])]",890.2010186429226
movel_fit,"[array([ 835.2690122 , -313.91296822,  628.1856166 ])]","[array([-0.70008586, -0.07353536, -0.4875034 , -0.48413061, -1.68154863,
        2.91620655])]",876.8726237749867
movel_fit,"[array([ 832.46718048, -288.57070427,  628.86358943])]","[array([-0.6820003 , -0.07734054, -0.49566592, -0.48877583, -1.69231343,
        2.9143125 ])]",861.6163043431017
movel_fit,"[array([ 829.37451   , -263.64844254,  629.57530137])]","[array([-0.66326918, -0.08154678, -0.50368959, -0.49273213, -1.7021606 ,
        2.91198573])]",846.3402123361085
movel_fit,"[array([ 825.96254598, -239.11518852,  630.22140191])]","[array([-0.64382431, -0.08614654, -0.51160149, -0.49592247, -1.7110602 ,
        2.90917923])]",832.1684667733041
movel_fit,"[array([ 822.1426227 , -214.92253621,  630.65335976])]","[array([-0.62358897, -0.09108012, -0.51946277, -0.49823596, -1.71902929,
        2.90582138])]",816.8733382522107
movel_fit,"[array([ 817.7885272 , -191.01478422,  630.69783158])]","[array([-0.60247335, -0.09625761, -0.52735738, -0.49954075, -1.72611033,
        2.90182448])]",810.5509674498711
movel_fit,"[array([ 812.7875802 , -167.34733725,  630.19762659])]","[array([-0.58036564, -0.10160932, -0.53536507, -0.4997005 , -1.73231635,
        2.89709744])]",810.7736307793236
movel_fit,"[array([ 807.08916379, -143.90165445,  629.04210127])]","[array([-0.55712294, -0.10713249, -0.54353498, -0.49858287, -1.73757606,
        2.8915538 ])]",812.3853719854299
movel_fit,"[array([ 800.71503847, -120.68576465,  627.163747  ])]","[array([-0.53256703, -0.11289786, -0.55187953, -0.49605328, -1.74172021,
        2.88510831])]",813.8809145575691
movel_fit,"[array([793.71802825, -97.71894125, 624.500273  ])]","[array([-0.50648683, -0.11900356, -0.56039693, -0.49195823, -1.74452689,
        2.87766288])]",808.7156336647603
movel_fit,"[array([786.11420556, -75.01133118, 620.94829731])]","[array([-0.47864444, -0.12550286, -0.56910909, -0.48611155, -1.7457994 ,
        2.8690906 ])]",805.8161114692163
movel_fit,"[array([777.83823988, -52.5536573 , 616.34350644])]","[array([-0.44877958, -0.13235422, -0.57808712, -0.4782977 , -1.74542318,
        2.85922997])]",801.3863176186276
movel_fit,"[array([768.75863231, -30.32415557, 610.48500046])]","[array([-0.41661131, -0.13942609, -0.58744252, -0.46829694, -1.74336361,
        2.84789546])]",809.556867502018
movel_fit,"[array([758.74512068,  -8.30582361, 603.19126655])]","[array([-0.38184253, -0.1465444 , -0.5972863 , -0.45592446, -1.73961705,
        2.83490111])]",835.0281719927913
movel_fit,"[array([747.73414281,  13.50249411, 594.3516443 ])]","[array([-0.34417721, -0.15353071, -0.60768583, -0.44106988, -1.73417492,
        2.8200858 ])]",863.485744615877
movel_fit,"[array([735.72976296,  35.09380395, 583.93999293])]","[array([-0.30335671, -0.16017998, -0.61865401, -0.42372971, -1.72706197,
        2.80333052])]",889.9261668797083
movel_fit,"[array([722.73049224,  56.47479725, 571.99314408])]","[array([-0.25921171, -0.16618334, -0.63017556, -0.40403913, -1.71844537,
        2.7845691 ])]",916.139892721629
movel_fit,"[array([708.64494394,  77.68208266, 558.59352103])]","[array([-0.2117172 , -0.17106481, -0.64223348, -0.38231277, -1.70873689,
        2.76380493])]",954.8431321816223
movel_fit,"[array([693.2656573 ,  98.77713015, 543.88624415])]","[array([-0.16103704, -0.17419599, -0.65479982, -0.35908592, -1.69861138,
        2.74113906])]",988.853968402336
movel_fit,"[array([676.29553807, 119.82231306, 528.11222843])]","[array([-0.10754853, -0.1748766 , -0.66780345, -0.33512892, -1.68894557,
        2.71679538])]",1023.0939600352273
movel_fit,"[array([657.35855227, 140.85143669, 511.6139415 ])]","[array([-0.05184292, -0.17240874, -0.6811244 , -0.31142259, -1.68074678,
        2.69112122])]",1068.07554068385
movel_fit,"[array([635.98443855, 161.84097783, 494.81803218])]","[array([ 0.00529024, -0.16613579, -0.69462369, -0.28911937, -1.67510029,
        2.66456629])]",1103.3129340483065
movel_fit,"[array([611.69692957, 182.67996281, 478.25829914])]","[array([ 0.06287697, -0.15552834, -0.70814031, -0.26949967, -1.67305001,
        2.63767103])]",1172.3040120138526
movel_fit,"[array([584.31383389, 203.15395191, 462.6375168 ])]","[array([ 0.11978039, -0.14039507, -0.72141028, -0.25384692, -1.67532418,
        2.61106662])]",1260.8243972240502
movel_fit,"[array([554.24393696, 222.98094476, 448.77667249])]","[array([ 0.17479354, -0.12106827, -0.7340188 , -0.24317946, -1.68205401,
        2.5854197 ])]",1282.7046780209137
movel_fit,"[array([522.27831661, 241.89552275, 437.36139543])]","[array([ 0.22679024, -0.09819351, -0.74557843, -0.23806342, -1.69290137,
        2.5612864 ])]",1266.0517552882243
movel_fit,"[array([488.95615416, 259.69478512, 428.7649661 ])]","[array([ 0.27471654, -0.07217428, -0.75603322, -0.23883365, -1.70761711,
        2.53902518])]",1265.909291760141
movel_fit,"[array([454.64322272, 276.232566  , 423.20660349])]","[array([ 0.31746486, -0.04320172, -0.76559855, -0.24576887, -1.72607919,
        2.51890617])]",1308.8249869838496
movel_fit,"[array([420.33180407, 291.47310579, 420.82468772])]","[array([ 0.35417716, -0.01198875, -0.77436643, -0.25857632, -1.74757337,
        2.50116283])]",1333.6806374388307
movel_fit,"[array([387.16247145, 305.49746858, 421.46978281])]","[array([ 0.38460883,  0.02057006, -0.7824353 , -0.27633587, -1.7710673 ,
        2.48580438])]",1306.731239655352
movel_fit,"[array([355.90181777, 318.43674663, 424.78839944])]","[array([ 0.40885858,  0.05385886, -0.79005804, -0.29804236, -1.79575167,
        2.4726868 ])]",1255.986362876803
movel_fit,"[array([328.31919306, 330.63517189, 430.02683328])]","[array([ 0.42827158,  0.08581655, -0.79667333, -0.32142538, -1.8195575 ,
        2.46161172])]",1025.1804917459735
movel_fit,"[array([304.57914384, 342.29354254, 436.63974509])]","[array([ 0.44259695,  0.11610572, -0.80251624, -0.34616194, -1.84219441,
        2.45265525])]",786.9125275955458
movel_fit,"[array([224.35400994, 381.69083244, 458.98687696])]","[array([ 0.49502885,  0.22081548, -0.83198861, -0.4347949 , -1.90812419,
        2.43261101])]",786.9125275955458
