primitives,points,q_bp,speed
movej_fit,"[array([  821.37687829, -1168.11982712,   868.86137609])]","[array([-1.06983002, -0.05933388, -0.20525508, -0.31698716, -1.09245741,
        2.92975942])]",883.0
movel_fit,"[array([ 858.51060671, -843.04631409,  743.59911902])]","[array([-0.96320274, -0.08754775, -0.31052046, -0.38109972, -1.35183626,
        2.95208045])]",883.0
movel_fit,"[array([ 861.34618707, -814.53583445,  731.81509859])]","[array([-0.95127854, -0.08741423, -0.32150848, -0.38671759, -1.36935946,
        2.95219486])]",893.0438071875706
movel_fit,"[array([ 856.44176992, -786.17424818,  711.3865061 ])]","[array([-0.93406853, -0.08367917, -0.33363281, -0.37461599, -1.3886456 ,
        2.93309154])]",1174.1899057121193
movel_fit,"[array([ 852.22829153, -755.75066099,  692.4194428 ])]","[array([-0.91784405, -0.07777961, -0.34448524, -0.3680254 , -1.4117796 ,
        2.91880776])]",1249.0365210315058
movel_fit,"[array([ 849.13512296, -723.98078488,  675.96108396])]","[array([-0.9039831 , -0.07184966, -0.35569469, -0.36906197, -1.43598996,
        2.91259632])]",1235.7333533560382
movel_fit,"[array([ 846.58421487, -691.49121709,  661.69118291])]","[array([-0.89126903, -0.06597772, -0.36692333, -0.37434756, -1.46068047,
        2.91063864])]",1230.7268490740823
movel_fit,"[array([ 844.51549979, -658.77517984,  649.74873834])]","[array([-0.87898138, -0.06023232, -0.37768879, -0.382169  , -1.4855236 ,
        2.91090566])]",1226.3948620300964
movel_fit,"[array([ 842.97661726, -626.29160505,  640.32639945])]","[array([-0.86685047, -0.05563781, -0.38838197, -0.3917534 , -1.50928231,
        2.91273892])]",1194.9923121571721
movel_fit,"[array([ 842.1098188 , -594.37763861,  633.45223518])]","[array([-0.85475404, -0.05292903, -0.39926411, -0.40273086, -1.53104915,
        2.91591627])]",1163.587120077275
movel_fit,"[array([ 841.75932597, -563.1779165 ,  628.80624638])]","[array([-0.84248722, -0.05229936, -0.41038756, -0.41442139, -1.55061661,
        2.91983405])]",1136.6514826875602
movel_fit,"[array([ 841.70268998, -532.77429666,  625.84635454])]","[array([-0.82983158, -0.05337688, -0.42157906, -0.42612101, -1.56818723,
        2.92379978])]",1115.2202123601435
movel_fit,"[array([ 841.62014187, -503.09332321,  624.06382873])]","[array([-0.81637476, -0.0552169 , -0.43222083, -0.43692581, -1.58468677,
        2.92671419])]",1091.28752160431
movel_fit,"[array([ 841.31646237, -474.07489298,  623.04963053])]","[array([-0.80207126, -0.05728703, -0.44216776, -0.44661401, -1.60053737,
        2.92839615])]",1073.9125610376998
movel_fit,"[array([ 840.68847034, -445.67455312,  622.59424297])]","[array([-0.78702338, -0.0594076 , -0.45146653, -0.4552633 , -1.61590311,
        2.92902774])]",1049.7814594007855
movel_fit,"[array([ 839.73592101, -417.91254697,  622.54891123])]","[array([-0.77135215, -0.06159022, -0.46024919, -0.46301627, -1.6306709 ,
        2.92888041])]",1029.0949076990553
movel_fit,"[array([ 838.44329431, -390.66644779,  622.83922755])]","[array([-0.75518125, -0.063995  , -0.46876293, -0.47014674, -1.64477417,
        2.92828336])]",1012.7177982542372
movel_fit,"[array([ 836.80275956, -363.96040498,  623.36821145])]","[array([-0.73855544, -0.06662647, -0.47705597, -0.47666755, -1.65815628,
        2.92732524])]",993.0786494142583
movel_fit,"[array([ 834.80867923, -337.7450084 ,  624.0719055 ])]","[array([-0.72145222, -0.06948522, -0.48515616, -0.4825906 , -1.67083089,
        2.92601287])]",975.128186805066
movel_fit,"[array([ 832.4964628 , -312.00464797,  624.89127879])]","[array([-0.7038358 , -0.07256044, -0.49305811, -0.487916  , -1.68275881,
        2.92435213])]",962.2425207592287
