primitives,points,q_bp,speed
movej_fit,"[array([  821.12299789, -1168.50463426,   867.93788616])]","[array([-1.06833082, -0.05855488, -0.20463685, -0.3129168 , -1.09237022,
        2.92471848])]",883.0
movel_fit,"[array([ 858.25672631, -843.43112124,  742.67562909])]","[array([-0.96174354, -0.08655493, -0.30971494, -0.37792114, -1.35183908,
        2.94823707])]",883.0
movel_fit,"[array([ 861.23505929, -814.80218054,  731.12475359])]","[array([-0.94975465, -0.08618935, -0.32028329, -0.38371345, -1.36984789,
        2.94835417])]",893.0438071875706
movel_fit,"[array([ 856.71610312, -786.1578769 ,  711.37722665])]","[array([-0.93434432, -0.08275   , -0.33292374, -0.37532737, -1.38956339,
        2.93383338])]",1174.1899057121193
movel_fit,"[array([ 852.53064232, -755.70925491,  692.56141976])]","[array([-0.91930073, -0.07747829, -0.34469481, -0.37069924, -1.41220782,
        2.92228416])]",1249.0365210315058
movel_fit,"[array([ 849.33698316, -723.96478312,  676.04168288])]","[array([-0.90566338, -0.07192459, -0.35637034, -0.37190402, -1.43600117,
        2.91646471])]",1235.7333533560382
movel_fit,"[array([ 846.67060287, -691.50718231,  661.65153787])]","[array([-0.89276874, -0.06630328, -0.3678418 , -0.37670513, -1.46033647,
        2.91399906])]",1230.7268490740823
movel_fit,"[array([ 844.41288013, -658.79296915,  649.49888277])]","[array([-0.88014808, -0.06091905, -0.37895317, -0.38378427, -1.48469875,
        2.91345579])]",1226.3948620300964
movel_fit,"[array([ 842.74359073, -626.27404038,  639.91462118])]","[array([-0.86769922, -0.05652924, -0.38982493, -0.39276565, -1.50819118,
        2.91457576])]",1194.9923121571721
movel_fit,"[array([ 841.78238548, -594.32480353,  632.94463836])]","[array([-0.85530706, -0.05380137, -0.40064576, -0.40322329, -1.5299769 ,
        2.91709261])]",1163.587120077275
movel_fit,"[array([ 841.39033359, -563.10185731,  628.26087355])]","[array([-0.84277228, -0.05292501, -0.41148915, -0.41449205, -1.54980298,
        2.92042606])]",1136.6514826875602
