primitives,points,q_bp,speed
movel_fit,"[array([ 835.88010694, -389.45108068,  620.91767926])]","[array([-0.75662641, -0.06486793, -0.47235995, -0.47049548, -1.64519561,
        2.93097387])]",1012.7177982542372
movel_fit,"[array([ 834.15690163, -362.68324499,  621.42494199])]","[array([-0.73995084, -0.06748993, -0.48073015, -0.47697572, -1.65865164,
        2.92998122])]",993.0786494142583
movel_fit,"[array([ 832.07059694, -336.35361806,  622.12505541])]","[array([-0.72275813, -0.07028354, -0.48887296, -0.4828738 , -1.67150052,
        2.92859375])]",975.128186805066
movel_fit,"[array([ 829.69954642, -310.53828446,  622.938874  ])]","[array([-0.70502172, -0.07322343, -0.49674464, -0.48814202, -1.68359767,
        2.92680942])]",962.2425207592287
movel_fit,"[array([ 826.98533749, -285.18198338,  623.78526528])]","[array([-0.68683632, -0.07668016, -0.50467463, -0.49288107, -1.69467369,
        2.92485367])]",945.2706910254964
movel_fit,"[array([ 823.96764159, -260.27537205,  624.63332781])]","[array([-0.66823597, -0.08098027, -0.51284566, -0.49715979, -1.70444041,
        2.92283169])]",926.9527381412885
movel_fit,"[array([ 820.57040172, -235.63074185,  625.34717459])]","[array([-0.64911769, -0.0864671 , -0.52157816, -0.5009926 , -1.71266006,
        2.92069216])]",915.1820315104077
movel_fit,"[array([ 816.74272547, -211.43673686,  625.78052836])]","[array([-0.62944432, -0.0925526 , -0.53048181, -0.50404603, -1.71968141,
        2.91829528])]",902.2614972235956
movel_fit,"[array([ 812.40711232, -187.50558035,  625.82464573])]","[array([-0.60873464, -0.09847555, -0.53909786, -0.505962  , -1.72613201,
        2.91501374])]",891.8377063202671
movel_fit,"[array([ 807.47663123, -163.89779725,  625.30126579])]","[array([-0.58686632, -0.10358212, -0.54715927, -0.50648907, -1.73238187,
        2.9107516 ])]",890.6585723412975
movel_fit,"[array([ 801.85413275, -140.50650877,  624.11740807])]","[array([-0.56357527, -0.10793291, -0.5547612 , -0.50544783, -1.7383592 ,
        2.90526506])]",892.4341997158743
movel_fit,"[array([ 795.55705171, -117.32502935,  622.1479837 ])]","[array([-0.53882427, -0.11182332, -0.56218929, -0.5028799 , -1.74364384,
        2.89873638])]",893.7955963736289
movel_fit,"[array([788.65947588, -94.47459346, 619.41134112])]","[array([-0.51295175, -0.11665869, -0.57022393, -0.49907923, -1.74710759,
        2.89173957])]",890.5090409274605
movel_fit,"[array([781.10211333, -71.86189935, 615.70308013])]","[array([-0.48556309, -0.12273607, -0.57905909, -0.4937471 , -1.74836131,
        2.88393733])]",888.6444638090865
movel_fit,"[array([772.83321211, -49.46174898, 610.87546141])]","[array([-0.45628772, -0.12998886, -0.58866139, -0.48658485, -1.74732996,
        2.8749919 ])]",887.1301607049346
movel_fit,"[array([763.72225992, -27.39975725, 604.71643962])]","[array([-0.42474783, -0.13745811, -0.59860712, -0.4770806 , -1.74454949,
        2.86453493])]",899.2168994904063
movel_fit,"[array([753.72280882,  -5.56132172, 597.25500032])]","[array([-0.39013252, -0.14412511, -0.60824355, -0.46476735, -1.74073594,
        2.85161755])]",924.4643719024219
movel_fit,"[array([742.66936416,  16.06927989, 588.17504531])]","[array([-0.35196246, -0.14995485, -0.61787369, -0.44932796, -1.73557854,
        2.83584058])]",950.987968465593
movel_fit,"[array([730.52933154,  37.39501175, 577.495126  ])]","[array([-0.310238  , -0.1556576 , -0.62801658, -0.43089788, -1.72855848,
        2.81735875])]",985.6160209346167
movel_fit,"[array([717.25015657,  58.44192938, 565.27697938])]","[array([-0.26477156, -0.16186781, -0.63914471, -0.40964145, -1.71930167,
        2.79609257])]",1012.9809524905195
movel_fit,"[array([702.69764179,  79.39201536, 551.81015054])]","[array([-0.21578381, -0.16919195, -0.65179728, -0.38635815, -1.70789447,
        2.77255773])]",1049.9572463269385
movel_fit,"[array([686.42718729, 100.10799056, 536.97098292])]","[array([-0.16333896, -0.1770665 , -0.66622895, -0.36118876, -1.69495481,
        2.7468379 ])]",1100.2149346458023
movel_fit,"[array([667.99662389, 120.70104406, 521.16119355])]","[array([-0.10785929, -0.18469567, -0.68235032, -0.33512096, -1.68188688,
        2.71939044])]",1137.0148618345731
movel_fit,"[array([646.45516017, 141.06450764, 504.64521112])]","[array([-0.04999457, -0.19199554, -0.70065271, -0.30908787, -1.66992132,
        2.69075015])]",1172.4852161260135
movel_fit,"[array([621.2819003 , 161.32480109, 488.10693352])]","[array([ 0.01017765, -0.19485803, -0.71917015, -0.28423662, -1.66251953,
        2.6601715 ])]",1208.418089354439
movel_fit,"[array([593.34893186, 181.5880633 , 472.35040106])]","[array([ 0.07204298, -0.18965838, -0.73555773, -0.26215592, -1.66129983,
        2.62762668])]",1253.2147441280915
movel_fit,"[array([559.00470119, 201.02588954, 458.20602024])]","[array([ 0.13344009, -0.17796441, -0.75232925, -0.24482931, -1.66904064,
        2.59428657])]",1306.490770722626
movel_fit,"[array([520.51816676, 219.99085817, 446.70072332])]","[array([ 0.19381003, -0.16039862, -0.76840559, -0.23406428, -1.68354388,
        2.56075371])]",1326.2722268846521
movel_fit,"[array([480.72602502, 238.56880195, 438.84695193])]","[array([ 0.25229877, -0.14001893, -0.78299635, -0.23025824, -1.70178862,
        2.52817978])]",1307.9620294653837
movel_fit,"[array([440.02404451, 256.69345478, 434.97943039])]","[array([ 0.30802593, -0.11498552, -0.79523841, -0.23372484, -1.72456639,
        2.49642738])]",1296.7070411939185
movel_fit,"[array([399.99372097, 274.4371803 , 434.7113729 ])]","[array([ 0.35738674, -0.07904458, -0.80327849, -0.24585037, -1.75288066,
        2.46799148])]",1316.1212161717342
movel_fit,"[array([362.82886383, 291.63943312, 437.26255926])]","[array([ 0.3968916 , -0.0338569 , -0.80802493, -0.26625194, -1.78403179,
        2.4463643 ])]",1322.4088523902153
movel_fit,"[array([330.15091567, 308.05833844, 441.47128987])]","[array([ 0.42514482,  0.01621408, -0.8112267 , -0.29284962, -1.81477917,
        2.43315096])]",1271.207144077122
movel_fit,"[array([304.06672464, 323.37981906, 445.65482748])]","[array([ 0.4404487 ,  0.06896044, -0.81344593, -0.32321195, -1.84246003,
        2.43005383])]",1217.4016703828245
movel_fit,"[array([283.62453879, 336.22175655, 448.24183342])]","[array([ 0.45057267,  0.1024068 , -0.81936247, -0.34963005, -1.85857941,
        2.43229093])]",1024.7633708626836
movel_fit,"[array([270.5962135 , 346.97665883, 449.12791594])]","[array([ 0.44680333,  0.13891272, -0.82371475, -0.37631254, -1.87174228,
        2.44368396])]",812.143011390058
movel_fit,"[array([190.3710796 , 386.37394873, 471.47504782])]","[array([ 0.50209972,  0.24266997, -0.86033467, -0.46730656, -1.92959474,
        2.42864829])]",812.143011390058
