primitives,points,q_bp,speed
movej_fit,"[array([  822.63271773, -1167.5900629 ,   869.90963517])]","[array([-1.07430102, -0.05951888, -0.20628506, -0.32926082, -1.09331529,
        2.94496948])]",883.0
movel_fit,"[array([ 859.76644615, -842.51654987,  744.6473781 ])]","[array([-0.96764793, -0.08798408, -0.31218485, -0.39076754, -1.35218477,
        2.96413421])]",883.0
movel_fit,"[array([ 862.60202651, -814.00607022,  732.86335767])]","[array([-0.95571052, -0.08790482, -0.32324734, -0.39621365, -1.3696349 ,
        2.96404475])]",893.0438071875706
movel_fit,"[array([ 855.22684907, -787.18971551,  708.1266949 ])]","[array([-0.93116754, -0.0832483 , -0.33479429, -0.36770845, -1.38559096,
        2.92573803])]",1174.1899057121193
movel_fit,"[array([ 850.62750515, -756.78727469,  688.26039858])]","[array([-0.9122948 , -0.0755495 , -0.34379442, -0.35645325, -1.40996544,
        2.90529696])]",1249.0365210315058
movel_fit,"[array([ 847.51228128, -724.80987353,  671.81448991])]","[array([-0.89972642, -0.06962576, -0.35554661, -0.35985753, -1.43446418,
        2.90234226])]",1235.7333533560382
movel_fit,"[array([ 845.04420838, -691.90704396,  658.02642635])]","[array([-0.89078221, -0.06438451, -0.36842777, -0.37141528, -1.45961231,
        2.90896456])]",1230.7268490740823
movel_fit,"[array([ 843.09611763, -658.88887255,  646.70187553])]","[array([-0.88040037, -0.05811607, -0.37905735, -0.3823818 , -1.48600746,
        2.91332154])]",1226.3948620300964
movel_fit,"[array([ 841.61632119, -626.20598452,  637.96967   ])]","[array([-0.86902503, -0.05283653, -0.38900163, -0.39319405, -1.51138327,
        2.91658258])]",1194.9923121571721
movel_fit,"[array([ 840.72039279, -594.18876311,  631.46561556])]","[array([-0.8569658 , -0.05005883, -0.39964931, -0.40423184, -1.53365036,
        2.91977447])]",1163.587120077275
movel_fit,"[array([ 840.17512593, -562.85036351,  627.08047227])]","[array([-0.84481043, -0.05075509, -0.4117501 , -0.41600525, -1.5523561 ,
        2.92391716])]",1136.6514826875602
