primitives,points,q_bp,speed
movej_fit,"[array([  821.25922644, -1168.41497929,   868.13517544])]","[array([-1.06890886, -0.05877947, -0.20495815, -0.31452047, -1.09225123,
        2.92672614])]",883.0
movel_fit,"[array([ 858.39295486, -843.34146626,  742.87291837])]","[array([-0.96231278, -0.08684715, -0.31009711, -0.3791678 , -1.35168802,
        2.94979305])]",883.0
movel_fit,"[array([ 861.31692369, -814.75400439,  731.23918095])]","[array([-0.95028882, -0.08653404, -0.32076054, -0.38478911, -1.36955801,
        2.94976032])]",893.0438071875706
movel_fit,"[array([ 856.63948622, -786.2022601 ,  711.24230434])]","[array([-0.93423506, -0.08295335, -0.33318294, -0.37504865, -1.38918648,
        2.93357363])]",1174.1899057121193
movel_fit,"[array([ 852.41293523, -755.76383716,  692.35199583])]","[array([-0.9188373 , -0.07747985, -0.34468469, -0.36978785, -1.41199131,
        2.92117584])]",1249.0365210315058
movel_fit,"[array([ 849.21834862, -724.00507622,  675.82779584])]","[array([-0.90514545, -0.07181035, -0.35623972, -0.37092942, -1.4359247 ,
        2.91524886])]",1235.7333533560382
movel_fit,"[array([ 846.57291027, -691.52848411,  661.4698179 ])]","[array([-0.8923279 , -0.06608902, -0.36763053, -0.37589999, -1.46041155,
        2.91297849])]",1230.7268490740823
movel_fit,"[array([ 844.35159176, -658.79469454,  649.38179773])]","[array([-0.87982801, -0.06058717, -0.37864213, -0.38322384, -1.48496469,
        2.91271687])]",1226.3948620300964
movel_fit,"[array([ 842.71219136, -626.27346749,  639.85847584])]","[array([-0.86749271, -0.05613977, -0.38946648, -0.39241251, -1.50856275,
        2.9140893 ])]",1194.9923121571721
movel_fit,"[array([ 841.77243014, -594.31972512,  632.93123723])]","[array([-0.8552015 , -0.05343148, -0.40031825, -0.40304933, -1.53035877,
        2.91683398])]",1163.587120077275
movel_fit,"[array([ 841.3901722 , -563.1010894 ,  628.27484132])]","[array([-0.8427837 , -0.05266929, -0.41128337, -0.41449545, -1.55008758,
        2.92041863])]",1136.6514826875602
movel_fit,"[array([ 841.29772087, -532.6544735 ,  625.33465125])]","[array([-0.82994499, -0.05345988, -0.42217179, -0.42593148, -1.5680243 ,
        2.92398995])]",1115.2202123601435
movel_fit,"[array([ 841.19525078, -502.94054142,  623.57704597])]","[array([-0.81641158, -0.05508722, -0.43261851, -0.43663946, -1.58479612,
        2.92674972])]",1091.28752160431
movel_fit,"[array([ 840.86886436, -473.89619172,  622.58479891])]","[array([-0.80212106, -0.05706145, -0.44250494, -0.44634927, -1.60079926,
        2.92846251])]",1073.9125610376998
movel_fit,"[array([ 840.22458934, -445.48181378,  622.13913925])]","[array([-0.78712699, -0.0591864 , -0.45184424, -0.45507301, -1.6161928 ,
        2.92921183])]",1049.7814594007855
movel_fit,"[array([ 839.23804359, -417.68342227,  622.10378259])]","[array([-0.7715472 , -0.06145994, -0.4607568 , -0.46295479, -1.63094292,
        2.92925472])]",1029.0949076990553
movel_fit,"[array([ 837.92090583, -390.40425444,  622.39745619])]","[array([-0.75543172, -0.0639555 , -0.46938749, -0.47017521, -1.64500688,
        2.92878331])]",1012.7177982542372
movel_fit,"[array([ 836.25436217, -363.67803548,  622.92521065])]","[array([-0.73884932, -0.06667592, -0.47778594, -0.47675533, -1.65834064,
        2.92791768])]",993.0786494142583
movel_fit,"[array([ 834.24019296, -337.45257768,  623.62233675])]","[array([-0.72177487, -0.06961025, -0.48597327, -0.48271456, -1.67096169,
        2.92666784])]",975.128186805066
movel_fit,"[array([ 831.89508718, -311.6838908 ,  624.43359075])]","[array([-0.70418725, -0.07281087, -0.4940033 , -0.48808563, -1.68281448,
        2.92507171])]",962.2425207592287
movel_fit,"[array([ 829.22413647, -286.37439922,  625.30127583])]","[array([-0.68611626, -0.07643694, -0.50199116, -0.49289242, -1.69374008,
        2.92323414])]",945.2706910254964
movel_fit,"[array([ 826.25228535, -261.49428644,  626.1731116 ])]","[array([-0.66752574, -0.08062242, -0.51001134, -0.49713495, -1.70359983,
        2.92117103])]",926.9527381412885
movel_fit,"[array([ 822.95909669, -236.97684562,  626.96047305])]","[array([-0.64831919, -0.08538754, -0.51809777, -0.50074845, -1.71236265,
        2.91879821])]",915.1820315104077
movel_fit,"[array([ 819.23449247, -212.84571486,  627.49592215])]","[array([-0.62845331, -0.09056578, -0.52623409, -0.50354235, -1.72011371,
        2.91604677])]",902.2614972235956
movel_fit,"[array([ 814.99863002, -188.98693979,  627.63996921])]","[array([-0.6076779 , -0.09579675, -0.53427796, -0.50531908, -1.72711373,
        2.91261662])]",891.8377063202671
movel_fit,"[array([ 810.11462449, -165.41148351,  627.20630313])]","[array([-0.58590516, -0.10083342, -0.54222488, -0.50587407, -1.73348331,
        2.90843838])]",890.6585723412975
movel_fit,"[array([ 804.55689752, -142.04803916,  626.13550924])]","[array([-0.56291994, -0.10565263, -0.55007193, -0.50509094, -1.73919805,
        2.90333317])]",892.4341997158743
movel_fit,"[array([ 798.32317797, -118.93259973,  624.32221194])]","[array([-0.53864914, -0.11048824, -0.55799132, -0.50288714, -1.74393263,
        2.89736671])]",893.7955963736289
movel_fit,"[array([791.47000809, -96.07471264, 621.7089522 ])]","[array([-0.51293795, -0.11574716, -0.56615962, -0.49917684, -1.74723413,
        2.89050546])]",890.5090409274605
movel_fit,"[array([783.99183667, -73.48758574, 618.19681177])]","[array([-0.48557458, -0.12167813, -0.57469067, -0.49377151, -1.74879285,
        2.88262605])]",888.6444638090865
movel_fit,"[array([775.82433323, -51.14504941, 613.61613367])]","[array([-0.45621898, -0.12822043, -0.583607  , -0.48639266, -1.7485041 ,
        2.87344697])]",887.1301607049346
movel_fit,"[array([766.83469861, -29.02344768, 607.78902367])]","[array([-0.42444016, -0.13507114, -0.59283967, -0.47667651, -1.74647487,
        2.86254191])]",899.2168994904063
movel_fit,"[array([756.86882782,  -7.15226204, 600.51958782])]","[array([-0.38988272, -0.14195211, -0.60241836, -0.46430923, -1.74276934,
        2.84960987])]",924.4643719024219
movel_fit,"[array([745.8443129 ,  14.53876728, 591.72358514])]","[array([-0.35207632, -0.14886166, -0.61245536, -0.44911932, -1.73729144,
        2.83424499])]",950.987968465593
movel_fit,"[array([733.72853054,  36.00176731, 581.35958759])]","[array([-0.31080487, -0.15593248, -0.62316916, -0.43109673, -1.72985689,
        2.81638533])]",985.6160209346167
movel_fit,"[array([720.45941215,  57.23907915, 569.47811022])]","[array([-0.2658889 , -0.16332908, -0.63480707, -0.41037557, -1.72041119,
        2.7959798 ])]",1012.9809524905195
movel_fit,"[array([705.89464106,  78.29385046, 556.19017286])]","[array([-0.21725252, -0.17084502, -0.64751096, -0.38727519, -1.70931202,
        2.77304112])]",1049.9572463269385
movel_fit,"[array([689.79318116,  99.21457625, 541.66569224])]","[array([-0.16500007, -0.17779372, -0.66125729, -0.362326  , -1.69738793,
        2.74768701])]",1100.2149346458023
movel_fit,"[array([671.86615267, 120.03127496, 526.19173303])]","[array([-0.1094852 , -0.1832803 , -0.67588464, -0.33631902, -1.68575008,
        2.72019448])]",1137.0148618345731
movel_fit,"[array([651.75979141, 140.79311311, 510.17582091])]","[array([-0.051198  , -0.18617017, -0.69103226, -0.31026526, -1.67578102,
        2.69083466])]",1172.4852161260135
