primitives,points,q_bp,speed
movej_fit,"[array([  821.30198055, -1168.14323882,   868.82307478])]","[array([-1.0695483 , -0.05928367, -0.2051127 , -0.31621059, -1.09250783,
        2.9287831 ])]",883.0
movel_fit,"[array([ 858.43570897, -843.06972579,  743.56081771])]","[array([-0.96292247, -0.08747579, -0.31034725, -0.38049543, -1.35190783,
        2.95130983])]",883.0
movel_fit,"[array([ 861.3014699 , -814.53702363,  731.82133201])]","[array([-0.95100807, -0.08731014, -0.32127605, -0.38619007, -1.36951059,
        2.95148156])]",893.0438071875706
movel_fit,"[array([ 856.47872592, -786.1317014 ,  711.51384231])]","[array([-0.93408108, -0.08362006, -0.33347307, -0.37470215, -1.38886121,
        2.93312074])]",1174.1899057121193
movel_fit,"[array([ 852.29488184, -755.70837456,  692.59090664])]","[array([-0.9180554 , -0.07782192, -0.34446257, -0.36847112, -1.41191118,
        2.91931605])]",1249.0365210315058
movel_fit,"[array([ 849.20660292, -723.94893415,  676.13232338])]","[array([-0.90420487, -0.0719416 , -0.35572018, -0.36951667, -1.4360509 ,
        2.9131237 ])]",1235.7333533560382
movel_fit,"[array([ 846.65003603, -691.47516411,  661.84367561])]","[array([-0.89142833, -0.06610147, -0.36696516, -0.37468265, -1.46067177,
        2.91101687])]",1230.7268490740823
movel_fit,"[array([ 844.57212189, -658.77038547,  649.87230485])]","[array([-0.87907265, -0.06039598, -0.37775866, -0.38238124, -1.48543459,
        2.91113163])]",1226.3948620300964
movel_fit,"[array([ 843.02560551, -626.2921959 ,  640.41854808])]","[array([-0.86687939, -0.05582724, -0.38847087, -0.39186136, -1.50913193,
        2.91283264])]",1194.9923121571721
movel_fit,"[array([ 842.15477123, -594.38421862,  633.52308952])]","[array([-0.85473148, -0.05310511, -0.39933278, -0.40275433, -1.53088839,
        2.91589808])]",1163.587120077275
movel_fit,"[array([ 841.80762574, -563.19084444,  628.86684963])]","[array([-0.84241741, -0.05241475, -0.4103907 , -0.41437464, -1.55049909,
        2.91971332])]",1136.6514826875602
movel_fit,"[array([ 841.75683179, -532.79263387,  625.90444317])]","[array([-0.8297244 , -0.05340882, -0.42149881, -0.42602247, -1.56814137,
        2.92359821])]",1115.2202123601435
movel_fit,"[array([ 841.68187933, -503.11217272,  624.12194948])]","[array([-0.81624841, -0.05517828, -0.43207781, -0.43680891, -1.58470278,
        2.92647606])]",1091.28752160431
movel_fit,"[array([ 841.38459346, -474.09909893,  623.10879694])]","[array([-0.80195156, -0.05721176, -0.44199732, -0.44650806, -1.60058106,
        2.92817136])]",1073.9125610376998
movel_fit,"[array([ 840.76152025, -445.70512494,  622.65316267])]","[array([-0.78692549, -0.05932725, -0.45129961, -0.45518529, -1.61594412,
        2.92884529])]",1049.7814594007855
movel_fit,"[array([ 839.81383232, -417.94527155,  622.60823477])]","[array([-0.77127534, -0.06152097, -0.46009813, -0.46296871, -1.63069753,
        2.92874021])]",1029.0949076990553
movel_fit,"[array([ 838.52519154, -390.7029884 ,  622.89904993])]","[array([-0.75512164, -0.06393809, -0.46862517, -0.47012068, -1.64478539,
        2.92817474])]",1012.7177982542372
movel_fit,"[array([ 836.88758729, -364.00126212,  623.42865421])]","[array([-0.7385087 , -0.0665807 , -0.47692755, -0.47665479, -1.65815429,
        2.92723771])]",993.0786494142583
movel_fit,"[array([ 834.89515651, -337.79089544,  624.13162218])]","[array([-0.72141736, -0.06945204, -0.48503772, -0.48258674, -1.67081426,
        2.92594286])]",975.128186805066
movel_fit,"[array([ 832.58489984, -312.05151624,  624.95146843])]","[array([-0.70380946, -0.0725426 , -0.49295048, -0.48792129, -1.68272845,
        2.924295  ])]",962.2425207592287
movel_fit,"[array([ 829.93676533, -286.77273625,  625.82585588])]","[array([-0.68574632, -0.07609309, -0.50085865, -0.49270858, -1.69369626,
        2.92244863])]",945.2706910254964
movel_fit,"[array([ 826.98460626, -261.91325026,  626.7088451 ])]","[array([-0.66717919, -0.08025045, -0.50883838, -0.49695601, -1.70357136,
        2.92040486])]",926.9527381412885
movel_fit,"[array([ 823.70645701, -237.40841342,  627.50552078])]","[array([-0.64800635, -0.08502876, -0.51692029, -0.50058801, -1.71232179,
        2.91806975])]",915.1820315104077
movel_fit,"[array([ 820.00416393, -213.29552248,  628.06123679])]","[array([-0.62821001, -0.09028403, -0.52509134, -0.50343715, -1.72001592,
        2.91540569])]",902.2614972235956
movel_fit,"[array([ 815.78759631, -189.44815979,  628.22858533])]","[array([-0.60749167, -0.09556519, -0.53314881, -0.50525616, -1.72699212,
        2.91204231])]",891.8377063202671
movel_fit,"[array([ 810.92759833, -165.88547868,  627.82339843])]","[array([-0.58576313, -0.1005821 , -0.54105864, -0.50583784, -1.73339642,
        2.90791165])]",890.6585723412975
movel_fit,"[array([ 805.39016937, -142.53716245,  626.7783613 ])]","[array([-0.562812  , -0.10533239, -0.54883917, -0.50505957, -1.73918527,
        2.9028385 ])]",892.4341997158743
