primitives,points,q_bp,speed
movej_fit,"[array([1446.73998642, -267.54688962,  729.51500579])]","[array([-0.02905496,  0.48394817, -0.84802087,  0.00404092,  1.30782117,
       -0.01132005])]",176.0
movel_fit,"[array([1502.77328314, -225.59682732,  730.19462002])]","[array([ 1.30272881e-17,  5.11381471e-01, -7.99360797e-01,  3.00585294e-17,
        1.30027029e+00,  6.46822723e-17])]",176.0
movel_fit,"[array([1507.72729341, -221.88794329,  730.25470558])]","[array([ 2.46264848e-03,  5.13843799e-01, -7.94973270e-01, -2.41137604e-04,
        1.29954174e+00,  9.95151583e-04])]",461.4958140712996
movel_fit,"[array([1511.77901636, -220.8103981 ,  726.36828266])]","[array([ 0.00335336,  0.51842192, -0.7904137 , -0.00192268,  1.29605476,
       -0.00361774])]",401.14015312257584
movel_fit,"[array([1514.81115076, -220.24145512,  721.9052567 ])]","[array([ 0.00391131,  0.52325775, -0.78656168, -0.00385705,  1.29306466,
       -0.00761192])]",367.28634453393937
movel_fit,"[array([1517.17898238, -219.94140245,  717.50364433])]","[array([ 0.00427509,  0.52805481, -0.78322866, -0.00583592,  1.29080107,
       -0.01034757])]",281.98244127583223
movel_fit,"[array([1519.10238949, -220.04412217,  713.10918349])]","[array([ 0.0043671 ,  0.53286771, -0.7801933 , -0.00789823,  1.28896724,
       -0.01226009])]",242.75309043401404
movel_fit,"[array([1520.80181926, -220.57036797,  708.79452546])]","[array([ 0.00417645,  0.53768327, -0.7772681 , -0.01003205,  1.28738645,
       -0.01353497])]",229.84928191900607
movel_fit,"[array([1522.56599465, -221.42761734,  704.77610252])]","[array([ 0.00375953,  0.54242318, -0.77424448, -0.01216601,  1.28595608,
       -0.01415136])]",205.10441797159984
movel_fit,"[array([1524.64410279, -222.52848739,  701.19929148])]","[array([ 0.00317144,  0.54704114, -0.77093902, -0.01424928,  1.28454647,
       -0.01414744])]",182.61211867655075
movel_fit,"[array([1527.13347693, -223.86018761,  698.02583073])]","[array([ 0.00242491,  0.55156455, -0.76726363, -0.01629695,  1.28300096,
       -0.01370892])]",172.87668321553886
movel_fit,"[array([1529.97616688, -225.47508363,  695.07927012])]","[array([ 0.0014947 ,  0.55607008, -0.76323527, -0.01837575,  1.28118432,
       -0.01309497])]",182.99900838037286
movel_fit,"[array([1533.04033832, -227.44172956,  692.15680113])]","[array([ 3.45464077e-04,  5.60637896e-01, -7.58928244e-01, -2.05623008e-02,
        1.27901349e+00, -1.25304158e-02])]",206.71306042959242
movel_fit,"[array([1536.20642871, -229.80332514,  689.11292771])]","[array([-1.04411748e-03,  5.65321411e-01, -7.54417460e-01, -2.29107625e-02,
        1.27645422e+00, -1.21483515e-02])]",230.9004863983654
movel_fit,"[array([1539.4060419 , -232.56566461,  685.8792353 ])]","[array([-0.00267416,  0.57014292, -0.74974942, -0.02544498,  1.27349985,
       -0.01199577])]",255.76004330054604
movel_fit,"[array([1542.61307387, -235.70938061,  682.43772497])]","[array([-0.00453045,  0.5751059 , -0.74494439, -0.02816922,  1.27015177,
       -0.01207197])]",271.4751592642716
movel_fit,"[array([1545.81767038, -239.2080384 ,  678.7858812 ])]","[array([-0.00659491,  0.58020881, -0.74001125, -0.03108239,  1.26640959,
       -0.01236427])]",284.9091383005173
movel_fit,"[array([1549.01186579, -243.0371011 ,  674.92024383])]","[array([-0.00885076,  0.58545134, -0.73495625, -0.03418494,  1.26226859,
       -0.01286268])]",302.3026065665215
movel_fit,"[array([1552.19393986, -247.17125709,  670.84039895])]","[array([-0.01128097,  0.5908329 , -0.72978026, -0.03747727,  1.25771858,
       -0.01355678])]",320.05093011489635
