primitives,points,q_bp,speed
movel_fit,"[array([1555.37859313, -251.57817245,  666.55789881])]","[array([-0.01386434,  0.59634956, -0.72447246, -0.04095596,  1.25274147,
       -0.01442901])]",330.1912471213616
movel_fit,"[array([1558.59605369, -256.2186398 ,  662.09413083])]","[array([-0.01657548,  0.60199493, -0.71901099, -0.04461471,  1.24730902,
       -0.01545653])]",344.2728110932338
movel_fit,"[array([1561.8750005 , -261.05642573,  657.46389201])]","[array([-0.01939065,  0.60776592, -0.71337358, -0.04845163,  1.24138286,
       -0.01662334])]",349.8916585199665
movel_fit,"[array([1565.22035419, -266.071707  ,  652.65578063])]","[array([-0.02229592,  0.61366954, -0.70755103, -0.05247812,  1.23491684,
       -0.01793405])]",361.06257744868583
movel_fit,"[array([1568.60410132, -271.26727706,  647.62539989])]","[array([-0.02529131,  0.61972533, -0.70155205, -0.05672259,  1.2278588 ,
       -0.01941766])]",364.606607076277
movel_fit,"[array([1571.98005974, -276.66026693,  642.30989462])]","[array([-0.0283859 ,  0.62596045, -0.69539335, -0.06122471,  1.22014891,
       -0.02111529])]",383.99525945215316
movel_fit,"[array([1575.31713222, -282.26166076,  636.65800524])]","[array([-0.03158539,  0.63239938, -0.68907906, -0.06602285,  1.21171394,
       -0.02305663])]",402.9554913562768
movel_fit,"[array([1578.63065042, -288.05558586,  630.65739624])]","[array([-0.03487907,  0.63905429, -0.68258253, -0.0711424 ,  1.20246059,
       -0.02523823])]",428.58449977293793
movel_fit,"[array([1581.98868899, -293.99346013,  624.33938719])]","[array([-0.03823581,  0.6459231 , -0.67584398, -0.07659389,  1.19227227,
       -0.02761852])]",447.28462790657784
movel_fit,"[array([1585.48543132, -300.00995533,  617.75507527])]","[array([-0.04161364,  0.65299754, -0.66878737, -0.08238397,  1.18101189,
       -0.03013443])]",458.20095785871104
movel_fit,"[array([1589.19866869, -306.0517708 ,  610.93867089])]","[array([-0.04497775,  0.66027621, -0.6613449 , -0.08853246,  1.16852834,
       -0.03272817])]",463.9776429066101
movel_fit,"[array([1593.16279613, -312.09882229,  603.88579345])]","[array([-0.04831412,  0.6677727 , -0.65347077, -0.09508325,  1.15466288,
       -0.03536317])]",475.65098586267385
movel_fit,"[array([1597.37838818, -318.16134854,  596.56524633])]","[array([-0.05162812,  0.67551177, -0.64513415, -0.10210012,  1.13925417,
       -0.03801404])]",487.8326725891229
movel_fit,"[array([1601.85082704, -324.25454381,  588.95790687])]","[array([-0.05492873,  0.68351478, -0.63629857, -0.10964926,  1.12214637,
       -0.04063531])]",511.5242493602475
movel_fit,"[array([1606.62351117, -330.37310027,  581.09209365])]","[array([-0.05821237,  0.69178496, -0.62690792, -0.11778126,  1.10320645,
       -0.0431347 ])]",525.3556261953677
movel_fit,"[array([1611.76987875, -336.49391528,  573.04219324])]","[array([-0.06146451,  0.70030561, -0.61689653, -0.12652666,  1.08235278,
       -0.04537965])]",536.7864055551877
movel_fit,"[array([1617.34357662, -342.61347514,  564.88803843])]","[array([-0.06468347,  0.70905341, -0.60621858, -0.1359073 ,  1.05958893,
       -0.04724172])]",544.3075558839193
movel_fit,"[array([1623.32786891, -348.79278346,  556.67110754])]","[array([-0.06790909,  0.71801413, -0.59487326, -0.14594954,  1.0350334 ,
       -0.04865039])]",550.848015857554
movel_fit,"[array([1629.62448618, -355.17601085,  548.38405132])]","[array([-0.07123436,  0.72718574, -0.58290643, -0.15668527,  1.00893821,
       -0.04962531])]",555.9188437651148
movel_fit,"[array([1636.07738637, -361.98149464,  539.98915604])]","[array([-0.07479889,  0.73656986, -0.5703939 , -0.16814407,  0.98168896,
       -0.05028751])]",562.5692448411036
movel_fit,"[array([1642.49498383, -369.49664417,  531.43170713])]","[array([-0.07878474,  0.74616567, -0.55742194, -0.18035317,  0.95377771,
       -0.05087451])]",569.2826594476554
movel_fit,"[array([1648.66596795, -378.08489011,  522.64670987])]","[array([-0.08342   ,  0.75596743, -0.54406644, -0.19334566,  0.92575321,
       -0.05175902])]",613.3197507262248
movel_fit,"[array([1654.42273882, -388.13910795,  513.61721944])]","[array([-0.08894893,  0.76593879, -0.53035855, -0.20714387,  0.89817488,
       -0.05341674])]",670.1093202286488
movel_fit,"[array([1659.77585139, -399.91441737,  504.50746284])]","[array([-0.09552637,  0.77595103, -0.51625018, -0.22169235,  0.87158606,
       -0.05629418])]",784.0161782875178
movel_fit,"[array([1665.00058364, -413.34541843,  495.74180622])]","[array([-0.10310236,  0.78574577, -0.50162662, -0.23679582,  0.84647113,
       -0.06064597])]",880.5529767999474
movel_fit,"[array([1670.4997058 , -428.13947626,  487.85281355])]","[array([-0.11148046,  0.79501012, -0.48637466, -0.25217548,  0.82315637,
       -0.06654929])]",922.139260663978
movel_fit,"[array([1676.55457541, -444.13671555,  481.24231293])]","[array([-0.12054413,  0.80349295, -0.47042603, -0.26760245,  0.80173629,
       -0.07412747])]",958.7645300211847
movel_fit,"[array([1683.3552271 , -461.27689466,  476.25463215])]","[array([-0.13023619,  0.81096388, -0.45375698, -0.28286474,  0.78217642,
       -0.08353111])]",1034.8660206098416
movel_fit,"[array([1691.19082855, -479.10518924,  473.36467721])]","[array([-0.14025144,  0.81712922, -0.43643808, -0.29763583,  0.7644721 ,
       -0.09455258])]",1108.7261237485427
movel_fit,"[array([1700.27504885, -497.02581562,  472.94724445])]","[array([-0.15020056,  0.82176926, -0.41862715, -0.311634  ,  0.7485329 ,
       -0.10675574])]",1178.7266937500078
movel_fit,"[array([1710.639903  , -514.61780982,  475.17750588])]","[array([-0.15981175,  0.82478308, -0.40051689, -0.32469803,  0.73419099,
       -0.11976436])]",1276.8893808914186
movel_fit,"[array([1722.35939666, -530.71087792,  480.11262318])]","[array([-0.16837196,  0.8261861 , -0.3824899 , -0.3365972 ,  0.72161419,
       -0.13255306])]",1278.1659094805314
movel_fit,"[array([1735.18124225, -545.163897  ,  487.58194596])]","[array([-0.17581413,  0.82605664, -0.36482628, -0.34713013,  0.71078462,
       -0.14496393])]",1380.2053646530637
movel_fit,"[array([1778.51027866, -594.00525908,  512.82309756])]","[array([-0.20046375,  0.82847324, -0.30254604, -0.38733672,  0.6737109 ,
       -0.18282117])]",778.5925339710802
