primitives,points,q_bp,speed
movej_fit,"[array([  822.48644796, -1167.72372571,   869.63651435])]","[array([-1.07377302, -0.05949739, -0.20632471, -0.32780277, -1.09295566,
        2.94320865])]",883.0
movel_fit,"[array([ 859.62017638, -842.65021269,  744.37425728])]","[array([-0.96712888, -0.08793389, -0.31212815, -0.38959879, -1.35190663,
        2.96275115])]",883.0
movel_fit,"[array([ 862.45575675, -814.13973304,  732.59023685])]","[array([-0.95519372, -0.08784687, -0.32317854, -0.39506357, -1.36936805,
        2.96268633])]",893.0438071875706
movel_fit,"[array([ 855.45782523, -787.06579971,  708.5318877 ])]","[array([-0.93203326, -0.08333698, -0.33489283, -0.36949119, -1.38590557,
        2.92790121])]",1174.1899057121193
movel_fit,"[array([ 850.81668939, -756.67903317,  688.63433742])]","[array([-0.91333225, -0.07580491, -0.34411166, -0.35841284, -1.41009923,
        2.9077742 ])]",1249.0365210315058
movel_fit,"[array([ 847.63380089, -724.7638665 ,  672.08319457])]","[array([-0.90040169, -0.06976353, -0.35569558, -0.36107621, -1.43459594,
        2.90388648])]",1235.7333533560382
movel_fit,"[array([ 845.06532547, -691.89556071,  658.10197109])]","[array([-0.89065511, -0.0642508 , -0.36819556, -0.37124771, -1.45982423,
        2.90866655])]",1230.7268490740823
movel_fit,"[array([ 843.05482816, -658.88133523,  646.63228967])]","[array([-0.87996731, -0.05809031, -0.37892527, -0.3817105 , -1.48595719,
        2.9124004 ])]",1226.3948620300964
movel_fit,"[array([ 841.55119146, -626.19357852,  637.83649644])]","[array([-0.86863878, -0.05295628, -0.38906155, -0.39259082, -1.51113467,
        2.91580265])]",1194.9923121571721
movel_fit,"[array([ 840.6567976 , -594.1741204 ,  631.31267947])]","[array([-0.85672627, -0.05026661, -0.39985335, -0.40385236, -1.53330378,
        2.91932682])]",1163.587120077275
movel_fit,"[array([ 840.14363704, -562.82898622,  626.98046528])]","[array([-0.84476834, -0.05086377, -0.41191419, -0.41593863, -1.55217168,
        2.92387093])]",1136.6514826875602
movel_fit,"[array([ 839.87879034, -532.25663191,  624.05636993])]","[array([-0.83237383, -0.05350004, -0.42449471, -0.4279489 , -1.56850504,
        2.92843312])]",1115.2202123601435
movel_fit,"[array([ 839.6164735 , -502.42178849,  622.23404615])]","[array([-0.81893527, -0.05652506, -0.43615377, -0.43874053, -1.58405004,
        2.93143729])]",1091.28752160431
movel_fit,"[array([ 839.17584916, -473.30557014,  621.18029165])]","[array([-0.80447219, -0.0589285 , -0.44636827, -0.44815222, -1.59971696,
        2.93280146])]",1073.9125610376998
movel_fit,"[array([ 838.37775747, -444.68521258,  620.70826381])]","[array([-0.7888719 , -0.06080027, -0.45537451, -0.45611796, -1.61555875,
        2.9324039 ])]",1049.7814594007855
movel_fit,"[array([ 837.2978617 , -416.77937809,  620.64506262])]","[array([-0.77284511, -0.06258931, -0.46384516, -0.46344168, -1.63084552,
        2.9316282 ])]",1029.0949076990553
movel_fit,"[array([ 835.86536946, -389.44441331,  620.89782957])]","[array([-0.75655497, -0.06479999, -0.47230072, -0.47039681, -1.64524611,
        2.93084453])]",1012.7177982542372
movel_fit,"[array([ 834.14010508, -362.68051622,  621.40448596])]","[array([-0.73991671, -0.06743785, -0.48069931, -0.47691799, -1.65868973,
        2.92991983])]",993.0786494142583
movel_fit,"[array([ 832.06324612, -336.35254796,  622.11832498])]","[array([-0.72275848, -0.07025256, -0.48886091, -0.48286731, -1.67152829,
        2.92859494])]",975.128186805066
movel_fit,"[array([ 829.70366456, -310.54105214,  622.9432302 ])]","[array([-0.70500936, -0.07313874, -0.49668254, -0.48812812, -1.68366999,
        2.92678959])]",962.2425207592287
movel_fit,"[array([ 826.99751728, -285.18127193,  623.79591069])]","[array([-0.68679048, -0.07651619, -0.5045469 , -0.49284089, -1.69481019,
        2.92478368])]",945.2706910254964
movel_fit,"[array([ 823.97909189, -260.28440748,  624.64421776])]","[array([-0.66819093, -0.08079805, -0.5127036 , -0.49710889, -1.70458704,
        2.92275887])]",926.9527381412885
movel_fit,"[array([ 820.57419888, -235.64503749,  625.3531872 ])]","[array([-0.64912087, -0.08641084, -0.52153413, -0.50098258, -1.71270476,
        2.92069071])]",915.1820315104077
movel_fit,"[array([ 816.73740014, -211.44106063,  625.78001978])]","[array([-0.62950577, -0.09269403, -0.53058824, -0.50410373, -1.71957553,
        2.91838451])]",902.2614972235956
movel_fit,"[array([ 812.394935  , -187.5004153 ,  625.82399193])]","[array([-0.60883015, -0.09876233, -0.53930382, -0.50606128, -1.7259248 ,
        2.91515046])]",891.8377063202671
movel_fit,"[array([ 807.46399763, -163.90090697,  625.29207808])]","[array([-0.58696298, -0.10385443, -0.54735703, -0.50657618, -1.73217753,
        2.91088668])]",890.6585723412975
movel_fit,"[array([ 801.85197173, -140.50243535,  624.12044516])]","[array([-0.56359458, -0.10802424, -0.55481736, -0.50547143, -1.73829686,
        2.9052892 ])]",892.4341997158743
movel_fit,"[array([ 795.55953296, -117.31721128,  622.15882965])]","[array([-0.53874918, -0.11165327, -0.56206232, -0.50281614, -1.74377879,
        2.89862959])]",893.7955963736289
movel_fit,"[array([788.66371161, -94.48850294, 619.41611258])]","[array([-0.51285506, -0.11633184, -0.5700029 , -0.49896754, -1.7473428 ,
        2.89160112])]",890.5090409274605
movel_fit,"[array([781.10605828, -71.85667995, 615.71457172])]","[array([-0.48547012, -0.12250612, -0.57889615, -0.49366613, -1.74853311,
        2.88380686])]",888.6444638090865
movel_fit,"[array([772.82380967, -49.44834303, 610.87859864])]","[array([-0.45628264, -0.13005132, -0.58869625, -0.48659176, -1.74729934,
        2.87498335])]",887.1301607049346
movel_fit,"[array([763.69453385, -27.37974684, 604.71474021])]","[array([-0.42483297, -0.13780651, -0.59883003, -0.47717163, -1.74433765,
        2.86465062])]",899.2168994904063
movel_fit,"[array([753.6774511 ,  -5.54924339, 597.24483399])]","[array([-0.3902728 , -0.14454315, -0.60852877, -0.46488966, -1.74049209,
        2.85181301])]",924.4643719024219
movel_fit,"[array([742.60934654,  16.07896713, 588.16372541])]","[array([-0.35207261, -0.1501844 , -0.61806116, -0.44941341, -1.73548054,
        2.83599849])]",950.987968465593
movel_fit,"[array([730.47688663,  37.39724056, 577.48866673])]","[array([-0.31026971, -0.15554217, -0.62800262, -0.43090875, -1.72868678,
        2.8174031 ])]",985.6160209346167
movel_fit,"[array([717.23940792,  58.45100538, 565.29329632])]","[array([-0.26467284, -0.16143464, -0.63890528, -0.40956609, -1.71961109,
        2.79593991])]",1012.9809524905195
movel_fit,"[array([702.68675514,  79.39918677, 551.80453284])]","[array([-0.21557889, -0.16863035, -0.65148315, -0.38618663, -1.70824036,
        2.77223805])]",1049.9572463269385
movel_fit,"[array([686.27082028, 100.13225796, 536.83753293])]","[array([-0.16302532, -0.1766475 , -0.66613047, -0.36091125, -1.69516604,
        2.74637618])]",1100.2149346458023
movel_fit,"[array([667.37435236, 120.76104929, 520.69643516])]","[array([-0.10745173, -0.18487817, -0.68301546, -0.33475068, -1.68172388,
        2.71887124])]",1137.0148618345731
movel_fit,"[array([645.19674488, 141.09353813, 503.79094446])]","[array([-0.04967237, -0.19302848, -0.70236298, -0.3087512 , -1.66934405,
        2.69043999])]",1172.4852161260135
movel_fit,"[array([619.10227081, 161.29731399, 486.80619177])]","[array([ 0.01047208, -0.19692405, -0.72218529, -0.28396787, -1.66159518,
        2.66000415])]",1208.418089354439
movel_fit,"[array([590.30029509, 181.4559278 , 470.73050566])]","[array([ 0.0723782 , -0.1924283 , -0.73960651, -0.26199999, -1.66027343,
        2.62746766])]",1253.2147441280915
movel_fit,"[array([554.21356753, 200.64048122, 456.24529172])]","[array([ 0.13389043, -0.18164608, -0.7580112 , -0.24485979, -1.66842074,
        2.5939006 ])]",1306.490770722626
movel_fit,"[array([513.71755054, 219.34954978, 444.86928126])]","[array([ 0.19473979, -0.16504023, -0.77558843, -0.2344365 , -1.68390821,
        2.55957767])]",1326.2722268846521
movel_fit,"[array([472.31373681, 237.77597243, 437.57688341])]","[array([ 0.25406975, -0.14592059, -0.79130311, -0.23110673, -1.70304816,
        2.52592307])]",1307.9620294653837
movel_fit,"[array([429.94848275, 255.98013472, 434.95629275])]","[array([ 0.31144949, -0.12199264, -0.80414588, -0.23522907, -1.72745653,
        2.49208463])]",1296.7070411939185
movel_fit,"[array([389.12382499, 274.09099411, 436.23180553])]","[array([ 0.3620348 , -0.08434155, -0.81132578, -0.24855575, -1.75810228,
        2.46183231])]",1316.1212161717342
movel_fit,"[array([352.03171502, 291.64879597, 439.63291358])]","[array([ 0.40180034, -0.03688729, -0.81527044, -0.27016146, -1.79025575,
        2.4398384 ])]",1322.4088523902153
movel_fit,"[array([320.14809457, 308.53859266, 444.6122967 ])]","[array([ 0.42953075,  0.01630578, -0.81719997, -0.29795434, -1.82197615,
        2.42705264])]",1271.207144077122
movel_fit,"[array([295.61409996, 324.2155262 , 448.92381786])]","[array([ 0.44339461,  0.07200352, -0.81820177, -0.32902885, -1.84970408,
        2.42554731])]",1217.4016703828245
movel_fit,"[array([278.4672538 , 337.0142199 , 450.49592706])]","[array([ 0.45136991,  0.10436529, -0.82264779, -0.35428675, -1.86308158,
        2.43066799])]",1024.7633708626836
movel_fit,"[array([268.37679952, 347.33321941, 450.04960209])]","[array([ 0.4445766 ,  0.14057932, -0.82593349, -0.37977383, -1.87379277,
        2.44526647])]",812.143011390058
movel_fit,"[array([188.15166562, 386.73050931, 472.39673397])]","[array([ 0.50012324,  0.2440509 , -0.86328967, -0.47080552, -1.93089057,
        2.43015881])]",812.143011390058
