primitives,points,q_bp,speed
movej_fit,"[array([  823.05394726, -1167.25631613,   870.62736734])]","[array([-1.07426853, -0.05907378, -0.20507852, -0.32979228, -1.09483477,
        2.94520967])]",883.0
movel_fit,"[array([ 860.18767568, -842.18280311,  745.36511027])]","[array([-0.96760489, -0.08746314, -0.31111525, -0.39138063, -1.35352112,
        2.96430046])]",883.0
movel_fit,"[array([ 862.69102931, -813.92949395,  733.06614124])]","[array([-0.95695581, -0.08825226, -0.32394573, -0.39850756, -1.36955229,
        2.96710846])]",893.0438071875706
movel_fit,"[array([ 854.761165  , -787.4528959 ,  707.37973912])]","[array([-0.93079566, -0.08364363, -0.33559648, -0.36638778, -1.38447287,
        2.92460259])]",1174.1899057121193
movel_fit,"[array([ 850.2678745 , -756.97488201,  687.58357355])]","[array([-0.91062444, -0.07519134, -0.34339687, -0.35322936, -1.40964899,
        2.90128403])]",1249.0365210315058
movel_fit,"[array([ 847.36780005, -724.85672866,  671.47439336])]","[array([-0.8989586 , -0.06957392, -0.35550836, -0.35848038, -1.43416409,
        2.90061779])]",1235.7333533560382
movel_fit,"[array([ 845.0787669 , -691.90072793,  658.03753544])]","[array([-0.89127599, -0.0647828 , -0.36896663, -0.37222983, -1.45919433,
        2.91012607])]",1230.7268490740823
movel_fit,"[array([ 843.20759329, -658.86485789,  646.85516454])]","[array([-0.88124654, -0.05844769, -0.37955867, -0.38378554, -1.48581308,
        2.91521019])]",1226.3948620300964
movel_fit,"[array([ 841.74703674, -626.22478889,  638.24510317])]","[array([-0.86976708, -0.0527407 , -0.38898235, -0.39437227, -1.51173496,
        2.91809947])]",1194.9923121571721
movel_fit,"[array([ 840.82134239, -594.21054047,  631.71169408])]","[array([-0.857204  , -0.04967166, -0.39921663, -0.40463518, -1.53425091,
        2.92018941])]",1163.587120077275
movel_fit,"[array([ 840.19648755, -562.86319321,  627.17117578])]","[array([-0.8446357 , -0.05049647, -0.41138504, -0.41576553, -1.5526791 ,
        2.92351483])]",1136.6514826875602
movel_fit,"[array([ 839.84178836, -532.29268097,  624.05618211])]","[array([-0.83217186, -0.05368201, -0.42451659, -0.42760738, -1.5683086 ,
        2.92799298])]",1115.2202123601435
movel_fit,"[array([ 839.5609682, -502.4307117,  622.1345338])]","[array([-0.81882813, -0.0571224 , -0.43661775, -0.43855005, -1.58337842,
        2.93125286])]",1091.28752160431
movel_fit,"[array([ 839.12082515, -473.30664844,  621.04988593])]","[array([-0.80440749, -0.05947236, -0.44683369, -0.44802254, -1.59908306,
        2.93271071])]",1073.9125610376998
movel_fit,"[array([ 838.36296584, -444.65307144,  620.63021852])]","[array([-0.78871276, -0.06084949, -0.4554173 , -0.45593301, -1.615439  ,
        2.93214535])]",1049.7814594007855
movel_fit,"[array([ 837.29485219, -416.74250603,  620.61340709])]","[array([-0.77266593, -0.06232811, -0.46363154, -0.4632469 , -1.63105967,
        2.93132472])]",1029.0949076990553
movel_fit,"[array([ 835.85404301, -389.44300703,  620.87961085])]","[array([-0.75648623, -0.06451977, -0.47210223, -0.47029569, -1.64548785,
        2.93072037])]",1012.7177982542372
movel_fit,"[array([ 834.12320034, -362.66901731,  621.39599201])]","[array([-0.73997416, -0.06738024, -0.48070716, -0.47698234, -1.65876165,
        2.93002876])]",993.0786494142583
