primitives,points,q_bp,speed
movel_fit,"[array([ 832.05941222, -336.34986427,  622.12921863])]","[array([-0.72289313, -0.07039739, -0.48901147, -0.48303028, -1.67143214,
        2.92883074])]",975.128186805066
movel_fit,"[array([ 829.70935585, -310.58855956,  622.94988355])]","[array([-0.7051169 , -0.07316516, -0.49671919, -0.48820562, -1.6836375 ,
        2.92694923])]",962.2425207592287
movel_fit,"[array([ 827.02722461, -285.18380586,  623.82290334])]","[array([-0.68671504, -0.07626542, -0.50433664, -0.4927804 , -1.69501798,
        2.92466553])]",945.2706910254964
movel_fit,"[array([ 824.00333939, -260.31148359,  624.6619471 ])]","[array([-0.66805604, -0.08037059, -0.51235757, -0.49694533, -1.70491881,
        2.92253403])]",926.9527381412885
movel_fit,"[array([ 820.58314388, -235.67530094,  625.36007783])]","[array([-0.6490603 , -0.08619092, -0.52135453, -0.5008855 , -1.71286818,
        2.92058037])]",915.1820315104077
movel_fit,"[array([ 816.73509287, -211.39699167,  625.78860693])]","[array([-0.62953561, -0.09293672, -0.53075613, -0.50419045, -1.71940872,
        2.91844308])]",902.2614972235956
movel_fit,"[array([ 812.36185136, -187.49227553,  625.8052929 ])]","[array([-0.60905265, -0.09942179, -0.53979198, -0.50628208, -1.7254325 ,
        2.91547293])]",891.8377063202671
movel_fit,"[array([ 807.43783836, -163.88779025,  625.26487964])]","[array([-0.58718016, -0.10449241, -0.54783411, -0.50679962, -1.7316942 ,
        2.91120704])]",890.6585723412975
movel_fit,"[array([ 801.8508799 , -140.49284041,  624.12045018])]","[array([-0.56365179, -0.10819638, -0.55494038, -0.50554293, -1.7381725 ,
        2.90537545])]",892.4341997158743
movel_fit,"[array([ 795.57465845, -117.31827165,  622.17783043])]","[array([-0.53859048, -0.11115351, -0.56171549, -0.50266701, -1.74415294,
        2.89841081])]",893.7955963736289
movel_fit,"[array([788.69093316, -94.5404777 , 619.4181557 ])]","[array([-0.51258777, -0.11532961, -0.56934231, -0.49865233, -1.74803582,
        2.89122914])]",890.5090409274605
movel_fit,"[array([781.14099865, -71.85531873, 615.7327277 ])]","[array([-0.48518008, -0.12177254, -0.57838049, -0.49340722, -1.74903367,
        2.8834061 ])]",888.6444638090865
movel_fit,"[array([772.82326137, -49.42447779, 610.86802522])]","[array([-0.45621027, -0.13014537, -0.58872858, -0.48654922, -1.74721369,
        2.87487895])]",887.1301607049346
movel_fit,"[array([763.65836385, -27.34749965, 604.69392432])]","[array([-0.42499125, -0.13864846, -0.59934149, -0.47733873, -1.74376567,
        2.86485838])]",899.2168994904063
movel_fit,"[array([753.64788176,  -5.54628399, 597.25025856])]","[array([-0.39064117, -0.14561778, -0.60919557, -0.4652229 , -1.7398117 ,
        2.85231748])]",924.4643719024219
movel_fit,"[array([742.70283309,  16.03713996, 588.29396726])]","[array([-0.35248523, -0.15067596, -0.61829951, -0.44979965, -1.73524793,
        2.83656196])]",950.987968465593
movel_fit,"[array([730.7894405 ,  37.28590902, 577.75078303])]","[array([-0.31063471, -0.15511233, -0.62756293, -0.4312523 , -1.72902397,
        2.81787561])]",985.6160209346167
movel_fit,"[array([717.67349615,  58.35627135, 565.55000752])]","[array([-0.26478628, -0.16048422, -0.63808542, -0.40972186, -1.72014108,
        2.79605589])]",1012.9809524905195
movel_fit,"[array([702.89712583,  79.39182205, 551.72140013])]","[array([-0.2152039 , -0.16769897, -0.65091252, -0.38590602, -1.70848804,
        2.77172748])]",1049.9572463269385
movel_fit,"[array([685.48849796, 100.3375465 , 535.8851599 ])]","[array([-0.16193904, -0.17649997, -0.66695513, -0.36003879, -1.69467268,
        2.74506201])]",1100.2149346458023
movel_fit,"[array([664.73165978, 121.07988332, 518.37581226])]","[array([-0.10601233, -0.18630579, -0.68654037, -0.33350842, -1.6802048 ,
        2.71733317])]",1137.0148618345731
movel_fit,"[array([640.31767058, 141.30044345, 500.09659632])]","[array([-0.04842547, -0.19667134, -0.70918434, -0.30758852, -1.66680473,
        2.68941389])]",1172.4852161260135
movel_fit,"[array([610.5926305 , 161.14848667, 481.41956636])]","[array([ 0.0112995 , -0.20446479, -0.73402773, -0.28312996, -1.65794077,
        2.6598342 ])]",1208.418089354439
movel_fit,"[array([578.46638138, 180.79016061, 464.5544561 ])]","[array([ 0.07334695, -0.20279428, -0.75505952, -0.2614661 , -1.6567781 ,
        2.62711314])]",1253.2147441280915
movel_fit,"[array([539.72971547, 199.48815033, 450.39581942])]","[array([ 0.1357141 , -0.19336797, -0.77524016, -0.24467182, -1.66638697,
        2.59217097])]",1306.490770722626
movel_fit,"[array([496.57394445, 217.78431286, 440.42334139])]","[array([ 0.1981226 , -0.17811836, -0.79388371, -0.23480876, -1.68440607,
        2.55546945])]",1326.2722268846521
movel_fit,"[array([453.41600477, 236.19262326, 435.48857104])]","[array([ 0.25980498, -0.16062154, -0.80958033, -0.23233685, -1.70626282,
        2.51875187])]",1307.9620294653837
movel_fit,"[array([410.44271099, 254.91059955, 436.39494336])]","[array([ 0.32019912, -0.13695828, -0.82039536, -0.23763422, -1.73448186,
        2.48101633])]",1296.7070411939185
movel_fit,"[array([370.4902669 , 273.89308761, 440.65932124])]","[array([ 0.37231131, -0.09435689, -0.82381115, -0.25285867, -1.769001  ,
        2.44834507])]",1316.1212161717342
movel_fit,"[array([335.5929452 , 292.43363652, 446.36477398])]","[array([ 0.41173608, -0.03930273, -0.82336972, -0.27646109, -1.80451082,
        2.42587056])]",1322.4088523902153
movel_fit,"[array([307.24670376, 310.18167425, 452.1730761 ])]","[array([ 0.43724415,  0.0212616 , -0.82140664, -0.30560542, -1.83747841,
        2.41508978])]",1271.207144077122
movel_fit,"[array([287.60206522, 326.12384798, 455.37424152])]","[array([ 0.44702205,  0.08241235, -0.8192397 , -0.33648494, -1.86362467,
        2.41811664])]",1217.4016703828245
movel_fit,"[array([277.56975051, 338.09417132, 453.48480663])]","[array([ 0.45153297,  0.10802697, -0.82124881, -0.35693628, -1.86859047,
        2.42882314])]",1024.7633708626836
movel_fit,"[array([276.0191018 , 346.61745311, 448.22125796])]","[array([ 0.43672968,  0.14348841, -0.82084738, -0.37770695, -1.87168801,
        2.45153882])]",812.143011390058
movel_fit,"[array([195.79396791, 386.01474301, 470.56838983])]","[array([ 0.49175885,  0.24608149, -0.85818281, -0.46797063, -1.92951508,
        2.43470028])]",812.143011390058
