primitives,points,q_bp,speed
movel_fit,"[array([564.73110605, 201.49684273, 460.5378591 ])]","[array([ 0.13302548, -0.17340902, -0.74545321, -0.24472514, -1.66984423,
        2.59456092])]",1306.490770722626
movel_fit,"[array([530.31182345, 220.92630096, 448.77242049])]","[array([ 0.19278036, -0.15407223, -0.75859616, -0.23332303, -1.68203559,
        2.56233117])]",1326.2722268846521
movel_fit,"[array([494.06216905, 239.74141869, 440.00722905])]","[array([ 0.24976571, -0.13131125, -0.77066957, -0.22863813, -1.69832176,
        2.53184003])]",1307.9620294653837
movel_fit,"[array([457.37170009, 257.81580189, 434.06748084])]","[array([ 0.30256028, -0.1039996 , -0.78090859, -0.23085655, -1.71781188,
        2.50398475])]",1296.7070411939185
movel_fit,"[array([419.1210161 , 275.25169338, 432.26127083])]","[array([ 0.35006761, -0.06928372, -0.78873606, -0.24120649, -1.7440077 ,
        2.47784041])]",1316.1212161717342
movel_fit,"[array([383.23018742, 291.75836789, 432.73602383])]","[array([ 0.38822488, -0.02797857, -0.79438876, -0.25909972, -1.77194971,
        2.45823559])]",1322.4088523902153
movel_fit,"[array([350.24531863, 307.19817525, 435.18075124])]","[array([ 0.41682021,  0.01620886, -0.7994156 , -0.28286506, -1.79995887,
        2.44511401])]",1271.207144077122
movel_fit,"[array([321.88931184, 321.6551436 , 438.73691663])]","[array([ 0.43467906,  0.06285106, -0.80372975, -0.31104481, -1.82676237,
        2.43936428])]",1217.4016703828245
movel_fit,"[array([298.27600073, 334.1754724 , 441.98671264])]","[array([ 0.44708728,  0.09643912, -0.81073071, -0.33752234, -1.84553778,
        2.43818758])]",1024.7633708626836
movel_fit,"[array([280.72402095, 345.25766625, 444.70776308])]","[array([ 0.44856728,  0.13035043, -0.81683641, -0.36492527, -1.86163089,
        2.44390543])]",812.143011390058
movel_fit,"[array([200.49888705, 384.65495615, 467.05489495])]","[array([ 0.50284298,  0.23488352, -0.85079738, -0.45535096, -1.9222816 ,
        2.42775341])]",812.143011390058
