primitives,points,q_bp,speed
movej_fit,"[array([  821.71720849, -1168.28060852,   868.35428124])]","[array([-1.07178205, -0.05917852, -0.20631774, -0.32188065, -1.09193916,
        2.93612916])]",883.0
movel_fit,"[array([ 858.85093691, -843.20709549,  743.09202418])]","[array([-0.96517412, -0.08744762, -0.31178137, -0.38483514, -1.35117026,
        2.9572669 ])]",883.0
movel_fit,"[array([ 861.68651727, -814.69661584,  731.30800375])]","[array([-0.95324742, -0.08732719, -0.32279016, -0.39037406, -1.3686699 ,
        2.95730715])]",893.0438071875706
movel_fit,"[array([ 855.94913828, -786.75399205,  709.48644349])]","[array([-0.93396983, -0.0831746 , -0.33471962, -0.37342871, -1.38717779,
        2.93262615])]",1174.1899057121193
movel_fit,"[array([ 851.40802222, -756.36237909,  689.97630105])]","[array([-0.91679603, -0.07661185, -0.34503896, -0.36486273, -1.41069533,
        2.91594228])]",1249.0365210315058
movel_fit,"[array([ 848.141074  , -724.51852692,  673.30472946])]","[array([-0.9030889 , -0.07046728, -0.35631506, -0.36601789, -1.43513815,
        2.91006632])]",1235.7333533560382
movel_fit,"[array([ 845.36836277, -691.81068754,  658.91039374])]","[array([-0.89120244, -0.06448444, -0.36791575, -0.37248818, -1.46028235,
        2.90991316])]",1230.7268490740823
movel_fit,"[array([ 843.17396422, -658.87765462,  647.03374425])]","[array([-0.87950026, -0.05854829, -0.37877019, -0.38119533, -1.48572067,
        2.9114508 ])]",1226.3948620300964
movel_fit,"[array([ 841.53010533, -626.19719967,  637.79254974])]","[array([-0.86781684, -0.0538439 , -0.38949385, -0.39145174, -1.51004029,
        2.91422482])]",1194.9923121571721
movel_fit,"[array([ 840.5883087 , -594.16030019,  631.08407723])]","[array([-0.85598726, -0.05124035, -0.40052668, -0.40281582, -1.53200328,
        2.91797874])]",1163.587120077275
movel_fit,"[array([ 840.08320182, -562.77992933,  626.65319633])]","[array([-0.84414813, -0.05125358, -0.41226185, -0.41509443, -1.5514204 ,
        2.92277894])]",1136.6514826875602
movel_fit,"[array([ 839.87901234, -532.22421032,  623.79835792])]","[array([-0.83175498, -0.05305745, -0.42413793, -0.42713597, -1.56861285,
        2.92730498])]",1115.2202123601435
movel_fit,"[array([ 839.65592364, -502.39891017,  622.0826472 ])]","[array([-0.81840328, -0.05551277, -0.43532683, -0.43806991, -1.58480004,
        2.93045196])]",1091.28752160431
movel_fit,"[array([ 839.23831481, -473.29746362,  621.09383331])]","[array([-0.80407948, -0.05788494, -0.44553631, -0.44768735, -1.6005332 ,
        2.93209408])]",1073.9125610376998
movel_fit,"[array([ 838.44497627, -444.71818303,  620.67289411])]","[array([-0.78884742, -0.06019894, -0.45497408, -0.45610953, -1.61600013,
        2.93238885])]",1049.7814594007855
movel_fit,"[array([ 837.36631215, -416.82676363,  620.63331461])]","[array([-0.77300759, -0.06240825, -0.4637972 , -0.46366508, -1.63092061,
        2.9319569 ])]",1029.0949076990553
movel_fit,"[array([ 835.95073713, -389.47708315,  620.91233638])]","[array([-0.75671801, -0.06483539, -0.47238039, -0.47065535, -1.64514217,
        2.93117796])]",1012.7177982542372
movel_fit,"[array([ 834.22882843, -362.6954683 ,  621.4304979 ])]","[array([-0.74001154, -0.06749575, -0.48075639, -0.47711222, -1.65857929,
        2.93012868])]",993.0786494142583
movel_fit,"[array([ 832.12087642, -336.3587326 ,  622.11858574])]","[array([-0.72279449, -0.07037429, -0.48895121, -0.48296412, -1.67136206,
        2.92868716])]",975.128186805066
movel_fit,"[array([ 829.72852278, -310.53245195,  622.91747784])]","[array([-0.7050739 , -0.07345022, -0.49692917, -0.48824002, -1.68335291,
        2.92692386])]",962.2425207592287
movel_fit,"[array([ 826.99713113, -285.16562947,  623.75512821])]","[array([-0.68690884, -0.07704068, -0.50495757, -0.49299578, -1.69433118,
        2.92499446])]",945.2706910254964
movel_fit,"[array([ 823.97664911, -260.24967801,  624.59773769])]","[array([-0.66829247, -0.08133597, -0.51312305, -0.49726211, -1.70410512,
        2.92294727])]",926.9527381412885
movel_fit,"[array([ 820.5831452 , -235.6181356 ,  625.30881963])]","[array([-0.64908395, -0.08654959, -0.52164634, -0.50097863, -1.71253426,
        2.92066001])]",915.1820315104077
movel_fit,"[array([ 816.77594901, -211.41666251,  625.7618663 ])]","[array([-0.62927485, -0.09227   , -0.53026719, -0.50391186, -1.71984548,
        2.91806416])]",902.2614972235956
movel_fit,"[array([ 812.44699164, -187.51720073,  625.80312691])]","[array([-0.60852187, -0.09792003, -0.53870108, -0.50574928, -1.72648604,
        2.9147178 ])]",891.8377063202671
movel_fit,"[array([ 807.52121173, -163.88489571,  625.29783974])]","[array([-0.58664169, -0.1030496 , -0.54677436, -0.50630385, -1.73273376,
        2.9104502 ])]",890.6585723412975
movel_fit,"[array([ 801.88385523, -140.5053744 ,  624.09732438])]","[array([-0.56348316, -0.10769815, -0.5546093 , -0.50537552, -1.73847831,
        2.90515522])]",892.4341997158743
movel_fit,"[array([ 795.57654418, -117.32527412,  622.1248362 ])]","[array([-0.53889768, -0.11207803, -0.56236872, -0.50296695, -1.74340794,
        2.89885134])]",893.7955963736289
movel_fit,"[array([788.67536737, -94.46338555, 619.39528345])]","[array([-0.51307078, -0.11711213, -0.57052106, -0.49922251, -1.74674386,
        2.89191251])]",890.5090409274605
movel_fit,"[array([781.11593428, -71.87936129, 615.69396931])]","[array([-0.48567347, -0.12307554, -0.57926813, -0.49383982, -1.74809152,
        2.8840811 ])]",888.6444638090865
movel_fit,"[array([772.85728515, -49.49594448, 610.89441691])]","[array([-0.45626306, -0.12989287, -0.5885597 , -0.48653063, -1.74738923,
        2.87493376])]",887.1301607049346
movel_fit,"[array([763.75563752, -27.42781828, 604.76935984])]","[array([-0.42454929, -0.13693691, -0.59819923, -0.47687583, -1.74492741,
        2.86422236])]",899.2168994904063
movel_fit,"[array([753.74791859,  -5.58515433, 597.3328185 ])]","[array([-0.38990154, -0.14358814, -0.60780255, -0.46453563, -1.74115503,
        2.8512401 ])]",924.4643719024219
movel_fit,"[array([742.65190856,  16.03028025, 588.28607052])]","[array([-0.35187201, -0.14988876, -0.61769122, -0.44918572, -1.73576399,
        2.83561839])]",950.987968465593
movel_fit,"[array([730.43376783,  37.36739804, 577.64682648])]","[array([-0.31033653, -0.15629721, -0.62823497, -0.43091144, -1.72841688,
        2.81738108])]",985.6160209346167
movel_fit,"[array([717.00184436,  58.4397304 , 565.46428443])]","[array([-0.26507409, -0.16320574, -0.63979813, -0.40982134, -1.71892923,
        2.79640543])]",1012.9809524905195
movel_fit,"[array([702.30889244,  79.35708492, 552.00876401])]","[array([-0.21627406, -0.1708049 , -0.65266989, -0.38662613, -1.70754224,
        2.77313591])]",1049.9572463269385
movel_fit,"[array([685.92702472, 100.05767331, 537.29791429])]","[array([-0.16394843, -0.17858536, -0.66702109, -0.36154114, -1.6949808 ,
        2.74754481])]",1100.2149346458023
movel_fit,"[array([667.61171726, 120.6205082 , 521.73962603])]","[array([-0.10846372, -0.18556584, -0.68256007, -0.33548388, -1.68255784,
        2.71998821])]",1137.0148618345731
movel_fit,"[array([646.73270915, 140.97879021, 505.7315587 ])]","[array([-0.05042186, -0.19125134, -0.69933791, -0.30938258, -1.6715906 ,
        2.69089555])]",1172.4852161260135
movel_fit,"[array([622.95051524, 161.35701601, 489.76069781])]","[array([ 0.0099818 , -0.19225097, -0.71584046, -0.28447109, -1.66469017,
        2.65988605])]",1208.418089354439
movel_fit,"[array([596.01641284, 181.71260387, 474.30194258])]","[array([ 0.07177627, -0.18630745, -0.73115631, -0.26231835, -1.66343203,
        2.62739491])]",1253.2147441280915
