breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 553.09320817,  865.88983704, 2386.45589804])]","[array([-1.49024051,  0.12593846, -2.87130385, -1.78320147, -1.18162839,
        1.8968672 ])]"
1702,movel_fit,"[array([ 548.49345359,  907.49632243, 2342.74909023])]","[array([-1.48601676,  0.10724338, -2.88278936, -1.77027191, -1.18037496,
        1.89907166])]"
3653,movec_fit,"[array([ 545.06153223,  931.78466333, 2316.53748086]), array([ 540.32826178,  956.30811153, 2290.80214581])]","[array([-1.48772668,  0.11540044, -2.87814707, -1.77586092, -1.18106121,
        1.89819363]), array([-1.4778062 ,  0.08440123, -2.89345959, -1.75220753, -1.17960627,
        1.90307715])]"
5631,movec_fit,"[array([ 534.69670946,  981.82836486, 2264.50695244]), array([ 528.16992712, 1007.53333456, 2238.70882775])]","[array([-1.48769245,  0.11524576, -2.87824018, -1.7757542 , -1.1810501 ,
        1.89821146]), array([-1.4687261 ,  0.06091654, -2.90451799, -1.73680751, -1.17299758,
        1.90539504])]"
7715,movec_fit,"[array([ 520.81039368, 1034.78820697, 2211.85854284]), array([ 512.85786857, 1062.46089384, 2185.72249763])]","[array([-1.48756334,  0.11465931, -2.87859132, -1.77534986, -1.18100729,
        1.89827865]), array([-1.4589812 ,  0.03339538, -2.91243003, -1.72363109, -1.16405289,
        1.90685905])]"
9712,movec_fit,"[array([ 505.22828368, 1088.62884369, 2161.62644011]), array([ 497.31851578, 1115.19110298, 2138.11419454])]","[array([-1.48767048,  0.11514627, -2.87829995, -1.77568558, -1.18104292,
        1.89822291]), array([-1.45169181,  0.00495962, -2.9172302 , -1.71653251, -1.1518556 ,
        1.90693906])]"
11959,movel_fit,"[array([ 479.31870232, 1173.54972744, 2087.67429576])]","[array([-1.44479838, -0.02886076, -2.91869586, -1.7121097 , -1.13648944,
        1.90669823])]"
14594,movel_fit,"[array([ 457.33403752, 1239.27849449, 2033.16516372])]","[array([-1.43751813, -0.0687031 , -2.91601978, -1.70923137, -1.11652675,
        1.90545526])]"
17540,movel_fit,"[array([ 431.19373851, 1308.3709878 , 1975.79383738])]","[array([-1.42909114, -0.11221033, -2.90996381, -1.70771911, -1.09381485,
        1.9045246 ])]"
20593,movel_fit,"[array([ 402.69393022, 1374.27942573, 1919.87393515])]","[array([-1.41976482, -0.15514544, -2.90150376, -1.70680906, -1.07090642,
        1.90387997])]"
