max_cartesian_error,avg_cartesian_error,max_projection_error,avg_projection_error,max_total_error,avg_total_error,max_error_idx
174.58481905389814,55.750747231208486,235.50160737818615,106.98032802704283,410.0864264320843,162.73107525825134,0
172.7101332735636,36.39936265958075,174.7876971134814,46.906490876494686,347.49783038704504,83.30585353607545,0
124.37102614976463,16.680344251502078,125.85189622141999,25.659500051859986,250.2229223711846,42.339844303362064,0
20.710736840197917,7.300091938353775,34.47252373062897,14.321686040041891,53.60554466583669,21.621777978395667,4348
20.851856717811206,4.4102761111577635,30.414689733484096,11.414760290388154,48.32125193799128,15.825036401545917,17580
16.633433556115328,3.532249147583551,30.36025996923988,9.763680923211218,46.99369352535521,13.295930070794771,4348
18.63646158532582,1.8959383569324046,20.84218029992859,3.657850754841678,39.478641885254405,5.5537891117740825,0
18.618932277386513,1.8859497951800823,20.82812659216515,3.60753553476001,39.44705886955167,5.493485329940093,0
18.630914776349993,1.8212734189183284,20.839973937542396,3.5122106605932233,39.47088871389239,5.333484079511552,0
18.632229164765814,1.806317852739077,20.841305073480907,3.4942859579632546,39.47353423824672,5.300603810702332,0
18.633148687669337,1.7941112435849085,20.838404463314607,3.469093086029964,39.471553150983944,5.263204329614873,0
6.023915985087531,1.0327792383059957,10.700185406915962,2.7215301462129067,12.898312190920745,3.754309384518902,10357
6.015606747460906,0.9598485206953405,10.309075689885825,2.595141361885324,12.28830585247572,3.5549898825806645,0
6.022059788254713,0.9410627903784824,10.349536635176731,2.573622203025302,12.300941037203247,3.514684993403785,0
6.022059788275499,0.8747987078960301,10.349536635020012,2.4176271347266125,12.300941037245208,3.292425842622643,0
6.022059788275033,0.8623397845889037,10.349536635107139,2.377730267153493,12.300941037242929,3.240070051742397,0
6.022059824379905,0.8217952543584592,10.349535624914136,2.3170510232870147,12.300941109610724,3.138846277645473,0
6.022059900388875,0.8162958181858787,10.3495368750491,2.309140624883138,12.300941254949596,3.125436443069016,0
6.022059901721398,0.8162217885554737,10.349536896786676,2.3089474110540955,12.300941257498426,3.1251691996095685,0
6.022059901722543,0.7876350097786086,10.349536896782329,2.2222266191409568,12.300941257500169,3.0098616289195648,0
6.022059901731663,0.7863965834425828,10.349536896774094,2.2119669980794847,12.300941257518016,2.9983635815220673,0
6.022059901726187,0.78848215317101,10.349536896764018,2.195925228160076,12.300941257507626,2.9844073813310863,0
6.022059901719791,0.785726855771698,10.349536896764317,2.1906154189596774,12.300941257494916,2.9763422747313752,0
6.022059901726636,0.6973034584233094,10.349536896769335,2.0417967600020845,12.300941257508,2.7391002184253948,0
6.022059901719536,0.6837070942883482,10.349536896775934,2.050416178369788,12.30094125749497,2.734123272658136,0
6.016503717253829,0.6539405054555112,10.285734527577384,2.0200911800382024,12.28967325540647,2.674031685493714,0
6.0246449233812385,0.6509500087164413,10.275439812955907,2.010231207828437,12.306140093031686,2.6611812165448785,0
6.024644923369182,0.6439580965837528,10.275439812966608,2.0124944163913825,12.306140093008427,2.6564525129751355,0
6.0228837299065,0.649771860275733,10.629765292434014,1.9819611588394672,12.303973786527052,2.6317330191151997,0
6.03220593607106,0.6435598811433014,10.82193706904802,1.9492515405678095,12.455539195006182,2.5928114217111102,10357
6.032205936072887,0.6434974464572586,10.821937069116341,1.9489724123100425,12.45553919502563,2.592469858767301,10357
6.032205928588476,0.643493143153609,10.821937106459542,1.9489357564811958,12.455539215114209,2.592428899634805,10357
6.027956088167932,0.6299937941736695,12.450215921262306,1.7997883533903785,14.342407148278829,2.429782147564048,10357
6.027956088175198,0.6299406373991653,12.450215921246178,1.7996462761437793,14.342407148242605,2.429586913542945,10357
6.027956088148964,0.6299256869302488,12.450215921295353,1.799594710763616,14.342407148288972,2.4295203976938646,10357
6.02795608815439,0.6113231720703446,12.450215921363128,1.7728253208243558,14.34240714827575,2.3841484928947008,10357
6.027956088154686,0.6119664965081587,12.450215921434884,1.7730623359532418,14.34240714832427,2.3850288324614004,10357
6.027956088172718,0.6119560375525,12.45021592068871,1.7730235164125858,14.342407147954699,2.384979553965086,10357
6.027956088165045,0.6119496383673726,12.45021592135502,1.7729849149665782,14.342407148151272,2.3849345533339497,10357
6.02795608815398,0.6119310471379534,12.45021592127501,1.7729120620499068,14.342407148243042,2.38484310918786,10357
4.84311845094805,0.6023104402302053,12.468784847115382,1.7338587979083493,14.336311335146165,2.3361692381385546,10357
4.843118450961642,0.6022630036881979,12.46878484763653,1.7337549318171015,14.336311335390338,2.3360179355053,10357
4.843118450947199,0.5776390008702438,12.468784847987108,1.6991401080803303,14.336311335362112,2.2767791089505747,10357
3.5256476130461762,0.5354450295247025,12.468818063042217,1.649407177227915,14.336213659578263,2.184852206752618,10357
3.4337905402554103,0.5257136162616398,12.468793519881107,1.6362184081717779,14.3361596455189,2.1619320244334177,10357
4.90915604201499,0.4732701526255885,12.557684649033643,1.5693914380953644,14.319956867104839,2.042661590720953,10357
4.910392853680304,0.4200493105316594,12.557358567988876,1.5124829912509645,14.319987661399958,1.9325323017826237,10357
4.910148670551129,0.4153447376033115,12.557474542118312,1.506646433983647,14.320103726732372,1.9219911715869584,10357
4.910160788826536,0.41529847465713143,12.557488021606297,1.506511696967044,14.320116128735895,1.9218101716241756,10357
4.910160789407175,0.3862636897383974,12.557488021826991,1.4744500604853785,14.320116129006319,1.860713750223776,10357
4.910160788860887,0.38160026216807735,12.557488022172674,1.468162972429091,14.32011612885574,1.8497632345971682,10357
5.548363982636419,0.3676624282440742,8.076078825351983,0.8768724203869802,13.624442807988402,1.2445348486310543,4348
5.560810430141328,0.35514167677096875,8.030056376595882,0.8442077572702802,13.59086680673721,1.199349434041249,4348
5.540289022343746,0.3546298194629217,8.030300194597546,0.8422522763029245,13.570589216941292,1.1968820957658464,4348
5.540290606518811,0.3297307062759041,8.030302731921863,0.8170016532235151,13.570593338440673,1.1467323594994192,4348
5.540290150956877,0.322104615417122,8.030302462447855,0.8092271686654253,13.570592613404731,1.1313317840825472,4348
5.540290537553624,0.32141107489069154,8.030302494626511,0.8084901667081662,13.570593032180135,1.1299012415988576,4348
5.540289475285231,0.3193238404610014,8.030302453658441,0.8063120948270339,13.570591928943672,1.125635935288035,4348
5.540289474145615,0.31931934513167604,8.030302452716072,0.8062865246512384,13.570591926861686,1.1256058697829143,4348
5.604109678992084,0.3202087035105258,8.090085965094097,0.7868038943294018,13.694195644086182,1.1070125978399274,4348
5.6041096794918595,0.32019595858953404,8.090085965458929,0.786772605312579,13.694195644950788,1.106968563902113,4348
5.604109679838692,0.32018880742618494,8.090085965799139,0.7867480273314416,13.69419564563783,1.1069368347576265,4348
5.604109679345608,0.3201854964506901,8.090085965383464,0.7867405907684485,13.694195644729072,1.1069260872191387,4348
5.604109681003106,0.30278402457936127,8.090085966680153,0.7691911787123242,13.694195647683259,1.0719752032916854,4348
5.604109678848141,0.3009543425256265,8.090085963860982,0.7667877111357394,13.694195642709122,1.067742053661366,4348
5.604109679588212,0.30091766345935816,8.090085965589777,0.7665949204558252,13.694195645177988,1.0675125839151838,4348
5.604116156033271,0.30087276885190933,8.090088608901802,0.7664425962619789,13.694204764935073,1.0673153651138882,4348
5.604116156252428,0.3008629039906889,8.090088609119833,0.7663998862207922,13.694204765372263,1.0672627902114813,4348
5.604118004989134,0.3008495530372757,8.090089111734443,0.7663607662909334,13.694207116723577,1.0672103193282092,4348
1.0564572934399667,0.10129175908129602,3.51744199368606,0.3788415604915265,3.7524064019776953,0.4801333195728226,9123
1.0394159185383363,0.1030168982896919,3.5962313838228424,0.3740554263516884,3.7877544666475105,0.47707232464138033,9123
1.0394159180954414,0.10300748612120975,3.596231383655451,0.37389003131797,3.7877544662189537,0.4768975174391797,9123
1.039415916455217,0.10298314442837873,3.59623138219732,0.3737369472887502,3.787754462131403,0.47672009171712887,9123
1.0394159166893984,0.1029820030441144,3.596231381526707,0.37373392523030496,3.787754463235583,0.4767159282744193,9123
1.0394159175195266,0.10297420006171701,3.5962313831315758,0.37371274872499577,3.787754465879156,0.4766869487867127,9123
