max_cartesian_error,avg_cartesian_error,max_projection_error,avg_projection_error,max_total_error,avg_total_error,max_error_idx
192.18028326950898,57.438365956805676,199.78085810471427,67.00676889582893,391.96114137422325,124.44513485263461,17580
73.0270150524483,19.356157984213617,86.70026950176441,21.980961935541732,159.7272845542127,41.337119919755345,0
42.63254732945098,9.240981714992591,49.31110738784567,12.695484782784526,91.94365471729665,21.936466497777115,17580
24.341185864668066,5.20252251479364,28.10439112707504,7.922373525231284,52.44557699174311,13.124896040024925,11852
14.461001077083074,3.712140462227686,20.62434475529424,4.405897915043768,35.085345832377314,8.118038377271455,0
11.210410182222873,2.9845244613507202,11.630320599214024,3.278106383848154,22.840730781436896,6.262630845198874,11852
8.606962874072831,2.7362931147944427,9.414116916439196,2.947902171653723,18.021079790512026,5.6841952864481655,17580
8.257380571164054,2.1505057186081853,8.483503343205259,2.4401338692528443,16.740883914369313,4.59063958786103,11852
7.14565763450738,1.590191430584794,7.312961189030795,1.8742905500274245,14.458618823538174,3.464481980612219,3713
3.5033101153459216,0.9854384024807711,4.370225400805814,1.243854421868762,7.873535516151735,2.229292824349533,1714
3.2819903464486035,0.9130505793178321,4.5024486827520365,1.144879784766232,7.78443902920064,2.0579303640840636,0
2.879403435690688,0.8073876633923905,3.0806544216177336,0.9992200768426021,5.9600578573084215,1.8066077402349927,11852
2.888956243061989,0.7721289805145838,3.0911628574000516,0.9465301937333387,5.980119100462041,1.7186591742479222,11852
2.8780349570766743,0.7531034895199448,2.914920510708826,0.9240573876277897,5.7929554677855,1.6771608771477347,14417
2.8919442651229956,0.6603193859721755,2.9277878529053396,0.81433204399167,5.819732118028336,1.4746514299638454,14417
2.257834770537058,0.6442749668308593,2.5131445415166485,0.7962394063677944,4.583156025062106,1.4405143731986536,3713
2.2578328886599612,0.5731130448427659,2.51314194103345,0.6804916030831342,4.583151772165829,1.2536046479259004,3713
1.553112616071169,0.4244092547063646,2.1967005171022165,0.5604226626584843,3.3835049649588615,0.9848319173648489,9129
1.5531120728192225,0.40460961210084495,1.300912693461447,0.4145378423470083,2.4627475619606787,0.8191474544478533,13182
1.553596218665826,0.38495547650443507,1.258913558114053,0.39344186100110495,2.3694619174655385,0.7783973375055401,11385
1.5535865071414365,0.34324869057299073,1.2041475034720481,0.34694632498204536,2.208194509136292,0.690195015555036,14863
1.5109722533610124,0.30450943944871983,1.1350729518022726,0.30567062707396464,2.1985674839857663,0.6101800665226843,5096
1.5116361182748093,0.2691830063511373,1.0484957072628287,0.26532003722798764,2.1985681842317333,0.5345030435791248,5096
1.511636127832011,0.2450274024161916,1.0266952878606999,0.23907572336261312,2.189458556072518,0.48410312577880465,5096
1.5116361278301353,0.22236206316388585,0.9819446040984718,0.21358346111544985,2.125860426470428,0.4359455242793357,5096
1.5116361284686166,0.18733232201694505,0.9423889320643112,0.1514250217790446,2.162038864453736,0.33875734379598965,5096
1.511636128409967,0.1694792504360486,0.8971999006737132,0.12946108515353716,2.1585341031414864,0.29894033558958577,5096
1.5116361284757573,0.15454232439875024,0.9118211717233086,0.10953031389076934,2.1583165570270566,0.26407263828951955,5096
1.511636128422275,0.1361863290214432,0.8695452381760438,0.08362524251802331,2.1583023854599785,0.21981157153946654,5096
1.5116361284275792,0.05930763352488181,0.30983285999923277,0.01957405618360136,1.8186122856478741,0.07888168970848317,16379
0.05126388823857971,0.012918165375928962,0.08363630445540296,0.008326035877869125,0.10042079565040689,0.02124420125379809,17580
