num_breakpoints,max_cartesian_error,max_cartesian_error_index,avg_cartesian_error,max_orientation_error
49,22.804670068642043,4345,2.472494013378472,0.034949727134541766
65,5.602673445956736,5987,0.4413062073983748,0.015045587909805553
69,5.600117044055819,5987,0.4413991510180107,0.011693940135763088
71,5.600117027767776,5987,0.4413786955430604,0.009391037677606824
75,5.600117163167131,5987,0.4412949126665593,0.006001463076220682
3214,1.6507025750763527,5988,0.09337694405198968,0.0012045462169062973
