breakpoints,primitives,points,q_bp
0,movej_fit,"[array([3006.82332718,  425.75859709,  743.91080438])]","[array([ 0.26005406,  0.58643063, -0.59515727, -0.28448867,  1.16587994,
        0.10646508])]"
1000,movel_fit,"[array([3011.90059965,  429.72275899,  747.85495601])]","[array([ 0.26027227,  0.58742746, -0.58999289, -0.28340992,  1.16294722,
        0.10706556])]"
2000,movel_fit,"[array([3017.10463509,  435.26568618,  753.5165696 ])]","[array([ 0.26077292,  0.58814308, -0.58461317, -0.28183587,  1.1603239 ,
        0.10859193])]"
3000,movel_fit,"[array([3022.4184935 ,  442.39296031,  760.96436356])]","[array([ 0.26155848,  0.58855124, -0.57901799, -0.27976871,  1.15800252,
        0.11102839])]"
4000,movel_fit,"[array([3027.82415677,  451.0988587 ,  770.28276177])]","[array([ 0.26262778,  0.58862303, -0.57320324, -0.27721171,  1.15597505,
        0.11435941])]"
5000,movel_fit,"[array([3033.29880216,  461.3582828 ,  781.56421019])]","[array([ 0.26397472,  0.58832738, -0.56716448, -0.27417094,  1.15423387,
        0.118567  ])]"
6000,movel_fit,"[array([3038.8132395 ,  473.1161215 ,  794.89636481])]","[array([ 0.26558631,  0.58763327, -0.56089908, -0.27065802,  1.15277026,
        0.12362537])]"
7000,movel_fit,"[array([3044.33164108,  486.27626755,  810.34506209])]","[array([ 0.26744068,  0.58651334, -0.5544077 , -0.26669313,  1.15157174,
        0.12949488])]"
8000,movel_fit,"[array([3049.81213367,  500.69130826,  827.93258593])]","[array([ 0.26950534,  0.58494859, -0.547696  , -0.26230826,  1.15061878,
        0.13611527])]"
9000,movel_fit,"[array([3055.20877523,  516.15535323,  847.61275863])]","[array([ 0.27173627,  0.58293396, -0.54077624, -0.25755002,  1.14988123,
        0.14339933])]"
10000,movel_fit,"[array([3060.4743131 ,  532.39932118,  869.2413584 ])]","[array([ 0.27407777,  0.58048482, -0.53366997, -0.2524825 ,  1.14931474,
        0.15122641])]"
11000,movel_fit,"[array([3065.5659601 ,  549.09634558,  892.55272743])]","[array([ 0.27646422,  0.57764261, -0.52640878, -0.24718791,  1.14885762,
        0.15943943])]"
12000,movel_fit,"[array([3070.45268845,  565.87530441,  917.14460142])]","[array([ 0.2788234 ,  0.574479  , -0.51903421, -0.24176527,  1.14842878,
        0.16784551])]"
13000,movel_fit,"[array([3075.12168281,  582.335298  ,  942.46653389])]","[array([ 0.28108   ,  0.57109855, -0.51159882, -0.236329  ,  1.14792767,
        0.17621742])]"
14000,movel_fit,"[array([3079.58610895,  598.06932428,  967.83062046])]","[array([ 0.28316027,  0.56763742, -0.50416365, -0.23100424,  1.14723585,
        0.18430177])]"
15000,movel_fit,"[array([3083.88838564,  612.6778766 ,  992.42181072])]","[array([ 0.2849947 ,  0.56426103, -0.49679865, -0.22592435,  1.14622091,
        0.19182526])]"
16000,movel_fit,"[array([3088.10260527,  625.78457301, 1015.32980343])]","[array([ 0.28652033,  0.56115801, -0.48957884, -0.22122621,  1.14474116,
        0.19850606])]"
17000,movel_fit,"[array([3092.32843028,  637.02698345, 1035.55749025])]","[array([ 0.28767913,  0.55853699, -0.48258844, -0.21705244,  1.14265217,
        0.20405611])]"
18000,movel_fit,"[array([3096.68255686,  646.04488251, 1052.0396929 ])]","[array([ 0.28841567,  0.55662207, -0.4759222 , -0.21355342,  1.13981344,
        0.20818544])]"
19000,movel_fit,"[array([3101.28324463,  652.45346379, 1063.65045046])]","[array([ 0.28867271,  0.55564983, -0.46969078, -0.21089351,  1.13609695,
        0.21060132])]"
20000,movel_fit,"[array([3106.22556384,  655.80819126, 1069.21474738])]","[array([ 0.28838609,  0.55586472, -0.4640299 , -0.2092593 ,  1.13140189,
        0.21100743])]"
21000,movel_fit,"[array([3111.56181382,  655.57376184, 1067.55725134])]","[array([ 0.28747788,  0.55751064, -0.45909425, -0.20886283,  1.12566324,
        0.2091068 ])]"
22000,movel_fit,"[array([3117.26215412,  651.07248187, 1057.55988413])]","[array([ 0.28584717,  0.56081755, -0.45506626, -0.20994854,  1.11887924,
        0.20460382])]"
