breakpoints,primitives,points
0,movej_fit,"[array([-0.57594523, -0.0089006 ,  0.38587336, -2.8075157 , -1.64154321,
        0.98280762])]"
11135,movec_fit,"[array([1085.5186196 , -392.41086967,  994.29886489]), array([1073.85643319, -278.60045606,  993.86866609])]"
16941,movel_fit,"[array([1058.96309395, -160.24446851,  989.86606968])]"
19597,movel_fit,"[array([1055.59443812, -105.76722296,  988.2612251 ])]"
21816,movel_fit,"[array([1056.6549713 ,  -60.17349326,  988.85301463])]"
25150,movec_fit,"[array([1061.07563702,  -26.18794121,  990.00756703]), array([1067.55306853,    7.39651195,  991.79726783])]"
28202,movec_fit,"[array([1075.18960161,   37.81753009,  992.68862392]), array([1084.47925366,   67.74383293,  992.38584243])]"
31543,movec_fit,"[array([1094.95293893,  100.34090405,  989.83191018]), array([1104.08654784,  133.11231334,  985.36072427])]"
34410,movec_fit,"[array([1109.54596868,  161.81151057,  981.47045416]), array([1112.59731529,  190.98796007,  978.86331277])]"
38020,movec_fit,"[array([1110.41569202,  227.95860029,  980.10369806]), array([1102.03160789,  263.59215314,  985.58575829])]"
40642,movec_fit,"[array([1092.6374808 ,  288.50316336,  989.80905169]), array([1081.56377023,  312.91895612,  992.19102225])]"
42429,movel_fit,"[array([1066.44151614,  346.41193127,  991.78669134])]"
44946,movec_fit,"[array([1057.4539964 ,  370.55482964,  989.48668471]), array([1052.00017105,  395.73225916,  987.42840978])]"
47581,movec_fit,"[array([1052.79530762,  422.7355519 ,  987.84819803]), array([1059.9244225 ,  448.66448392,  990.24580682])]"
48922,movel_fit,"[array([1070.98644598,  473.88698795,  991.77012511])]"
50000,movel_fit,"[array([1081.98773045,  493.15122226,  991.49879605])]"
