breakpoints,primitives,points
0,movej_fit,"[array([-0.85563532, -0.24456227,  0.58816006,  0.39214719,  1.2035187 ,
       -2.89400296])]"
5219,movec_fit,"[array([1013.32460179, -754.98721024,  943.14218726]), array([1012.78757878, -665.15400911,  925.5917244 ])]"
7700,movec_fit,"[array([1015.26825686, -621.85121386,  921.38457537]), array([1019.37583322, -578.53319706,  919.77049437])]"
9960,movec_fit,"[array([1024.28381334, -539.12240805,  920.21697023]), array([1030.22209194, -499.9861231 ,  922.45595051])]"
12075,movec_fit,"[array([1036.51158556, -463.52677102,  925.86430034]), array([1043.44766918, -427.35940934,  930.51871956])]"
13966,movec_fit,"[array([1050.05518763, -395.18484083,  935.50131967]), array([1057.00499458, -363.24819017,  941.25518616])]"
15434,movec_fit,"[array([1062.57213097, -338.51792826,  946.12741112]), array([1068.25622305, -313.96057447,  951.35461885])]"
16200,movel_fit,"[array([1074.20153198, -288.35704993,  957.08734052])]"
19252,movec_fit,"[array([1086.36472658, -237.59437343,  969.37847669]), array([1098.53767903, -187.08595925,  982.38061759])]"
21699,movec_fit,"[array([1108.13420528, -146.59733949,  993.14234681]), array([1117.39815156, -106.09335373, 1003.99710558])]"
23591,movec_fit,"[array([1124.24713698,  -74.6478006 , 1012.35943322]), array([1130.80224126,  -43.18343833, 1020.60681205])]"
25393,movec_fit,"[array([1136.65508443,  -13.01797539, 1028.27932025]), array([1142.10779429,   17.21086106, 1035.70363727])]"
26955,movec_fit,"[array([1146.41913879,   43.61671344, 1041.86710707]), array([1150.32978591,   70.08036939, 1047.73020308])]"
27573,movel_fit,"[array([1153.15877004,   91.14871313, 1052.07585021])]"
30113,movec_fit,"[array([1157.75490185,  134.77577046, 1060.20744846]), array([1160.82344042,  178.69118718, 1067.01400004])]"
32654,movec_fit,"[array([1161.95367381,  223.00165904, 1072.06165329]), array([1161.03910326,  267.460186  , 1075.16772751])]"
35351,movec_fit,"[array([1157.38587573,  314.64712768, 1075.82696905]), array([1150.92094125,  361.44924733, 1073.62787005])]"
39739,movec_fit,"[array([1133.87522468,  435.77977687, 1063.11838093]), array([1109.18919849,  506.14387359, 1044.28343943])]"
42677,movec_fit,"[array([1088.90403059,  550.45584297, 1027.34991043]), array([1066.09610976,  592.12836029, 1007.40623535])]"
45308,movec_fit,"[array([1043.9352815 ,  627.38598285,  987.41965645]), array([1020.3558493 ,  660.54800529,  965.6316772 ])]"
48151,movec_fit,"[array([993.64856284, 694.3908797 , 940.49132943]), array([965.8441964 , 726.09345762, 913.86391347])]"
50000,movec_fit,"[array([947.31269764, 745.80139516, 895.92850668]), array([928.44651865, 764.67409386, 877.51356211])]"
