average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
342.56688580647534,350.5742768908994,335.1389711617703,1.7825201310621668,0.07903042291865207,0.487966009932014,0.0018470973454151965,0.06058547107143768,0.0016731192815293977,0.016054277391835074,5.090638839698947e-06,0.0017888167251989891
