average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
158.61632211888826,164.69622771827164,101.7472871714007,7.71425781112396,0.07711575967128804,0.469897935554867,0.0071640026772726954,0.055037061752037326,0.0013933022419006119,0.004459244218017916,6.573492176814031e-05,0.001090934524942306
