breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1573.49916237, -561.65390184, 1151.70353599])]","[array([ 2.55460323, -0.49387076, -2.54075214,  0.61224671, -1.15086982,
       -2.74282719])]"
1665,moveabsj,"[array([1424.05736917, -520.59444222, 1065.84586902])]","[array([ 2.53195273, -0.43592777, -2.65186254,  0.56776541, -1.25286117,
       -2.77515321])]"
3332,moveabsj,"[array([1406.33959563, -513.53571997, 1058.37180767])]","[array([ 2.52976919, -0.42983348, -2.66261007,  0.56372597, -1.26808471,
       -2.77727317])]"
4999,moveabsj,"[array([1388.87255488, -504.50860978, 1053.18945854])]","[array([ 2.52778302, -0.42337328, -2.67283467,  0.56209154, -1.28472751,
       -2.7787023 ])]"
6665,moveabsj,"[array([1371.89233027, -493.15988229, 1050.40162366])]","[array([ 2.52628115, -0.41644947, -2.68264721,  0.56293117, -1.30253914,
       -2.7792334 ])]"
8332,moveabsj,"[array([1355.688829  , -479.72534611, 1049.74055794])]","[array([ 2.52526251, -0.40934645, -2.69192463,  0.56630694, -1.32124437,
       -2.77896745])]"
9999,moveabsj,"[array([1340.43536354, -464.28407091, 1050.91135826])]","[array([ 2.52490673, -0.40208143, -2.70086371,  0.57197551, -1.34029504,
       -2.77787134])]"
11665,moveabsj,"[array([1326.1075026 , -447.35199094, 1053.44099612])]","[array([ 2.52521136, -0.39471643, -2.7096101 ,  0.57932865, -1.35917454,
       -2.77609077])]"
13332,moveabsj,"[array([1312.32522001, -429.84798428, 1056.70165094])]","[array([ 2.52594346, -0.38726258, -2.71833089,  0.58734346, -1.37753642,
       -2.77401692])]"
14999,moveabsj,"[array([1298.36678907, -412.84188737, 1060.14339889])]","[array([ 2.52677786, -0.37949469, -2.72726601,  0.59457562, -1.39520672,
       -2.77214257])]"
16665,moveabsj,"[array([1283.30977598, -397.48276703, 1063.41327937])]","[array([ 2.52731347, -0.37103646, -2.73656512,  0.59934657, -1.41226898,
       -2.77101691])]"
18332,moveabsj,"[array([1266.08448419, -385.16623915, 1066.13761312])]","[array([ 2.52691837, -0.36151622, -2.74633382,  0.59994105, -1.42894878,
       -2.77146657])]"
19999,moveabsj,"[array([1245.67846636, -376.94481025, 1068.19054631])]","[array([ 2.52524484, -0.35027495, -2.75681537,  0.59449489, -1.44524643,
       -2.77403196])]"
21665,moveabsj,"[array([1221.20256187, -374.55457389, 1069.36985116])]","[array([ 2.52164065, -0.33700226, -2.76783223,  0.58098566, -1.46114706,
       -2.77934322])]"
23332,moveabsj,"[array([1191.96770969, -380.25478894, 1068.97469732])]","[array([ 2.5153864 , -0.32175397, -2.77918614,  0.55707849, -1.47605942,
       -2.78791008])]"
24999,moveabsj,"[array([1157.71832604, -396.98577983, 1064.11225349])]","[array([ 2.50556906, -0.30550048, -2.79172356,  0.52059071, -1.4874072 ,
       -2.80071023])]"
26665,moveabsj,"[array([1119.73089259, -427.37722005, 1053.0325913 ])]","[array([ 2.49162724, -0.2903346 , -2.80485542,  0.47086017, -1.49236927,
       -2.81725808])]"
28332,moveabsj,"[array([1081.45900938, -470.73459888, 1034.36530633])]","[array([ 2.47419263, -0.27913444, -2.81841167,  0.41187844, -1.4871361 ,
       -2.83624126])]"
29999,moveabsj,"[array([1047.36879674, -519.13304323, 1010.75065508])]","[array([ 2.45610353, -0.27300877, -2.83207983,  0.35344519, -1.47182053,
       -2.85467044])]"
31665,moveabsj,"[array([1018.92801706, -561.07659905,  989.53596209])]","[array([ 2.44048444, -0.2693449 , -2.84467067,  0.30495209, -1.45447632,
       -2.86888747])]"
33332,moveabsj,"[array([ 993.80732584, -591.51311323,  975.96309695])]","[array([ 2.42647783, -0.26537853, -2.85485009,  0.27055232, -1.44445872,
       -2.87866337])]"
34999,moveabsj,"[array([ 970.02131121, -608.3077495 ,  972.33978245])]","[array([ 2.41314735, -0.25927343, -2.86206999,  0.25130467, -1.44748294,
       -2.88385018])]"
36665,moveabsj,"[array([ 947.36624004, -609.17273482,  979.1370384 ])]","[array([ 2.40052706, -0.25069962, -2.86602477,  0.2487614 , -1.4670403 ,
       -2.88424791])]"
38332,moveabsj,"[array([ 926.35306828, -589.73191886,  996.83006785])]","[array([ 2.39037088, -0.2391809 , -2.86741834,  0.26506262, -1.50585895,
       -2.87906286])]"
39999,moveabsj,"[array([ 908.31643207, -549.89632924, 1023.03867796])]","[array([ 2.38407352, -0.22708927, -2.86663665,  0.30037508, -1.56256325,
       -2.86885395])]"
41665,moveabsj,"[array([ 894.00329048, -499.06727736, 1049.34814148])]","[array([ 2.38239641, -0.21671417, -2.8679938 ,  0.34586039, -1.62258038,
       -2.85563395])]"
43332,moveabsj,"[array([ 881.54318264, -459.06944279, 1067.26079307])]","[array([ 2.38097867, -0.21011724, -2.87173158,  0.38235314, -1.66869245,
       -2.84509414])]"
44999,moveabsj,"[array([ 862.78045551, -440.65815168, 1078.72864078])]","[array([ 2.37559893, -0.20043327, -2.87811547,  0.3932586 , -1.69773729,
       -2.84138098])]"
46665,moveabsj,"[array([ 835.41151485, -451.20883298, 1083.50543992])]","[array([ 2.36374236, -0.18672272, -2.88455407,  0.36966351, -1.70762123,
       -2.84877161])]"
48332,moveabsj,"[array([ 802.02388822, -491.69900063, 1081.25816204])]","[array([ 2.3466563 , -0.17051737, -2.89062857,  0.31238691, -1.69362354,
       -2.86633115])]"
49999,moveabsj,"[array([ 671.24262138, -670.88895671, 1069.34796386])]","[array([ 2.27769112, -0.11318019, -2.92893211,  0.08732111, -1.58119981,
       -2.94925363])]"
