breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 168.38471398,  508.59670271, 1056.23723032])]","[array([ 0.55769058,  1.49598444, -2.39540604,  1.24029693,  0.33763934,
       -1.95227944])]"
1665,moveabsj,"[array([  36.24781085,  508.9372058 , 1056.40561693])]","[array([ 0.67819431,  1.44377832, -2.49206646,  1.09995695,  0.35739898,
       -1.89508914])]"
3332,moveabsj,"[array([  21.24584326,  505.20363372, 1056.88149502])]","[array([ 0.68870542,  1.43419625, -2.50301952,  1.09532195,  0.35374083,
       -1.89965575])]"
4999,moveabsj,"[array([   5.70153507,  498.97513561, 1058.57334023])]","[array([ 0.69618634,  1.42247735, -2.51736026,  1.09099268,  0.34454463,
       -1.90394217])]"
6665,moveabsj,"[array([ -10.64606872,  490.62228442, 1061.12186986])]","[array([ 0.70130632,  1.40873872, -2.53494548,  1.08694603,  0.32997396,
       -1.90848   ])]"
8332,moveabsj,"[array([ -28.00858767,  480.13074981, 1064.29960344])]","[array([ 0.70431436,  1.39288526, -2.55565038,  1.08286511,  0.31099071,
       -1.91286196])]"
9999,moveabsj,"[array([ -46.51844033,  467.99930652, 1067.69123885])]","[array([ 0.70623689,  1.37511821, -2.57858832,  1.07891803,  0.28861392,
       -1.91756784])]"
11665,moveabsj,"[array([ -66.04539639,  454.73880651, 1070.84385286])]","[array([ 0.70809112,  1.35599805, -2.60272021,  1.07533108,  0.26453296,
       -1.92275898])]"
13332,moveabsj,"[array([ -86.20636235,  440.89093081, 1073.38234687])]","[array([ 0.71082697,  1.33629058, -2.62684338,  1.07202946,  0.24091496,
       -1.92803971])]"
14999,moveabsj,"[array([-106.27751488,  427.26905615, 1074.94889216])]","[array([ 0.71539121,  1.31714306, -2.64954079,  1.06905053,  0.22009289,
       -1.93322791])]"
16665,moveabsj,"[array([-125.28769119,  414.79603218, 1075.27166484])]","[array([ 0.72240549,  1.2999171 , -2.66949243,  1.06649995,  0.20444169,
       -1.93824342])]"
18332,moveabsj,"[array([-142.24854744,  404.24029662, 1074.42589276])]","[array([ 0.73192125,  1.28548453, -2.68528161,  1.06344171,  0.19649839,
       -1.94175543])]"
19999,moveabsj,"[array([-156.09153655,  397.06375907, 1072.38528991])]","[array([ 0.74463986,  1.27510222, -2.69498966,  1.06071442,  0.1984749 ,
       -1.94515521])]"
21665,moveabsj,"[array([-165.7593777 ,  394.48259391, 1068.70804295])]","[array([ 0.76056821,  1.27103985, -2.69830432,  1.05626068,  0.21348374,
       -1.94628724])]"
23332,moveabsj,"[array([-170.31370823,  398.21547195, 1063.13196894])]","[array([ 0.78040186,  1.27457541, -2.69262535,  1.05113922,  0.24474609,
       -1.94680893])]"
24999,moveabsj,"[array([-169.4555083 ,  409.59637085, 1055.48348512])]","[array([ 0.80496045,  1.2854253 , -2.67393985,  1.04565384,  0.29590938,
       -1.94764337])]"
26665,moveabsj,"[array([-164.24058465,  428.91212519, 1043.93262616])]","[array([ 0.83531551,  1.30468435, -2.6422014 ,  1.03809382,  0.36982823,
       -1.94811475])]"
28332,moveabsj,"[array([-158.28925062,  453.53323415, 1027.55753838])]","[array([ 0.87154171,  1.32888672, -2.59962709,  1.02626643,  0.46469628,
       -1.94801282])]"
29999,moveabsj,"[array([-155.99453028,  478.37399212, 1007.91726741])]","[array([ 0.91077351,  1.35037997, -2.55188201,  1.0106585 ,  0.567213  ,
       -1.95079791])]"
31665,moveabsj,"[array([-158.56677216,  498.54405888,  988.37053653])]","[array([ 0.94766477,  1.36555121, -2.50885449,  0.99481134,  0.65548134,
       -1.95846176])]"
33332,moveabsj,"[array([-164.97698459,  509.11851022,  974.52322744])]","[array([ 0.97708934,  1.37395869, -2.48211689,  0.98145645,  0.71449918,
       -1.96342429])]"
34999,moveabsj,"[array([-173.44398049,  508.28847554,  971.12839531])]","[array([ 0.99670344,  1.37529818, -2.47632913,  0.97645517,  0.7339647 ,
       -1.96230074])]"
36665,moveabsj,"[array([-182.86996315,  493.89930038,  981.31190579])]","[array([ 1.00410949,  1.36841362, -2.49488261,  0.98284756,  0.70648074,
       -1.9518981 ])]"
38332,moveabsj,"[array([-193.54493372,  464.82196675, 1003.52436503])]","[array([ 0.99945512,  1.35379386, -2.53814105,  0.99936974,  0.62585962,
       -1.93350332])]"
39999,moveabsj,"[array([-206.82095579,  420.75547993, 1030.30213951])]","[array([ 0.98344641,  1.33329363, -2.6047971 ,  1.01775927,  0.49851351,
       -1.90982223])]"
41665,moveabsj,"[array([-224.49587528,  372.10065912, 1051.01365398])]","[array([ 0.96588352,  1.30689504, -2.67413949,  1.029713  ,  0.35523649,
       -1.89401805])]"
43332,moveabsj,"[array([-242.88971525,  331.65520998, 1061.59012307])]","[array([ 0.95470124,  1.27934948, -2.72526134,  1.03796512,  0.24457465,
       -1.89154088])]"
44999,moveabsj,"[array([-257.61585317,  309.85681025, 1063.16901167])]","[array([ 0.95835771,  1.26308904, -2.7534944 ,  1.03821023,  0.19336671,
       -1.89509304])]"
46665,moveabsj,"[array([-263.01431686,  311.20431761, 1059.12417746])]","[array([ 0.97279602,  1.26304019, -2.75325631,  1.03011637,  0.2151944 ,
       -1.89564867])]"
48332,moveabsj,"[array([-259.58846561,  338.09338285, 1049.70043982])]","[array([ 0.99751636,  1.2746866 , -2.71629229,  1.01879277,  0.31307495,
       -1.90301576])]"
49999,moveabsj,"[array([-268.83574875,  455.17009341,  959.84563185])]","[array([ 1.13651913,  1.35216075, -2.56147647,  0.89059628,  0.78985413,
       -1.92672186])]"
