breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 876.16971893, -936.83591234,  194.96149676])]","[array([-0.90071822, -0.22325003, -0.38849944, -0.22051497, -1.18333945,
        2.95171288])]"
734,movel_fit,"[array([ 859.04992706, -817.55155027,  146.48800954])]","[array([-0.90779355, -0.29210615, -0.48939779, -0.35291947, -1.24658815,
        2.84176635])]"
1462,movel_fit,"[array([ 856.17459331, -793.64934169,  137.80072171])]","[array([-0.90144856, -0.30167785, -0.50365171, -0.36457752, -1.26202536,
        2.79948881])]"
2187,movel_fit,"[array([ 854.108974  , -769.41127005,  130.1665895 ])]","[array([-0.89418536, -0.30994757, -0.51611108, -0.37604768, -1.27837904,
        2.75583287])]"
2914,movel_fit,"[array([ 852.71065041, -744.78108577,  123.43371233])]","[array([-0.88657991, -0.31765391, -0.52775209, -0.3885949 , -1.29498445,
        2.71222589])]"
3645,movel_fit,"[array([ 851.96980049, -719.72557996,  117.67590146])]","[array([-0.87910749, -0.32532489, -0.53919202, -0.40314583, -1.31140207,
        2.67011128])]"
4384,movel_fit,"[array([ 851.92928235, -694.19369648,  112.847972  ])]","[array([-0.87104568, -0.33275485, -0.55008748, -0.41848109, -1.32772401,
        2.62807432])]"
5134,movel_fit,"[array([ 852.54576523, -668.11432723,  108.92965069])]","[array([-0.86220137, -0.33996726, -0.56042192, -0.43433082, -1.34392071,
        2.58601016])]"
5898,movel_fit,"[array([ 853.82908963, -641.44575334,  105.95071213])]","[array([-0.852421  , -0.3470505 , -0.57022926, -0.45055785, -1.35986698,
        2.54391227])]"
6680,movel_fit,"[array([ 855.82748429, -614.09935207,  103.92368146])]","[array([-0.84166099, -0.35432998, -0.57979796, -0.4673767 , -1.37527409,
        2.50209446])]"
7486,movel_fit,"[array([ 858.45063329, -585.90552278,  102.84451859])]","[array([-0.82984746, -0.36211833, -0.58936333, -0.48487449, -1.38996812,
        2.46063688])]"
8323,movel_fit,"[array([ 861.86777962, -556.67557643,  102.78730946])]","[array([-0.81669369, -0.37067393, -0.59905634, -0.50310494, -1.4037155 ,
        2.41939038])]"
9198,movel_fit,"[array([ 866.07492336, -526.22234005,  103.79233956])]","[array([-0.80181427, -0.37995701, -0.60869218, -0.52175661, -1.41650962,
        2.37791924])]"
10117,movel_fit,"[array([ 871.04546057, -494.39432506,  105.90696974])]","[array([-0.78470887, -0.38973692, -0.61788835, -0.54034848, -1.4284549 ,
        2.33567003])]"
11086,movel_fit,"[array([ 876.94133241, -461.0090401 ,  109.22156409])]","[array([-0.7647904 , -0.39953483, -0.62605423, -0.55839811, -1.4396473 ,
        2.29207807])]"
12118,movel_fit,"[array([ 883.74170224, -425.68080163,  113.82143579])]","[array([-0.74142329, -0.40887515, -0.63263139, -0.57554652, -1.45033868,
        2.24645342])]"
13236,movel_fit,"[array([ 891.61199435, -387.70302031,  119.89157479])]","[array([-0.71366931, -0.4173575 , -0.63709495, -0.59167427, -1.46068924,
        2.19790473])]"
14468,movel_fit,"[array([ 900.80809491, -346.11710641,  127.72798419])]","[array([-0.68034336, -0.42448461, -0.63877049, -0.60665234, -1.47071088,
        2.14559914])]"
15860,movel_fit,"[array([ 911.69573018, -299.53229442,  137.76284459])]","[array([-0.63957839, -0.42950668, -0.63663479, -0.62022533, -1.48041662,
        2.08822404])]"
17517,movel_fit,"[array([ 924.93692829, -244.3937544 ,  150.86382685])]","[array([-0.58721785, -0.43109404, -0.62876533, -0.63193074, -1.49009193,
        2.02248636])]"
19664,movel_fit,"[array([ 942.13403289, -173.31233413,  169.28300243])]","[array([-0.51390719, -0.4261087 , -0.61040729, -0.64004025, -1.50002282,
        1.94169792])]"
21724,movel_fit,"[array([ 957.98973288, -105.19173457,  187.61786628])]","[array([-0.43779414, -0.41417876, -0.58453432, -0.6389067 , -1.5073337 ,
        1.8694042 ])]"
23449,movel_fit,"[array([970.34075362, -47.88559848, 202.88070396])]","[array([-0.36985279, -0.39772368, -0.55626473, -0.63065886, -1.51346363,
        1.81185663])]"
24868,movel_fit,"[array([ 9.79509633e+02, -4.09405967e-01,  2.14966562e+02])]","[array([-0.3108377 , -0.37877931, -0.52783214, -0.61795796, -1.51998049,
        1.76610666])]"
26108,movel_fit,"[array([986.67373509,  41.33799866, 224.94378751])]","[array([-0.25698339, -0.3585056 , -0.49947369, -0.60229749, -1.52695602,
        1.72737187])]"
27225,movel_fit,"[array([992.19453411,  79.26389551, 233.30566348])]","[array([-0.20643464, -0.33755502, -0.47134876, -0.58409563, -1.53443735,
        1.69347372])]"
28250,movel_fit,"[array([996.38344173, 114.31574757, 240.29518759])]","[array([-0.1582344 , -0.31625541, -0.44360797, -0.56373813, -1.54236856,
        1.66318056])]"
29204,movel_fit,"[array([999.4372884 , 147.17590337, 246.07370961])]","[array([-0.11166406, -0.29446823, -0.41608536, -0.54135388, -1.55103197,
        1.6355662 ])]"
30101,movel_fit,"[array([1001.49174521,  178.258491  ,  250.77454169])]","[array([-0.06629768, -0.27204207, -0.38866114, -0.51713617, -1.56068447,
        1.60998808])]"
