breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 852.5625117 ,  289.9159353 , 2571.11743621])]","[array([ 0.54731858, -0.52991316,  0.53375789, -2.74817577,  1.62724183,
       -1.51129722])]"
1665,movel,"[array([1202.52746553,  110.84803413, 2272.59321613])]","[array([ 0.36371032, -0.43138665,  0.67901742, -2.55058998,  1.58365633,
       -1.48096212])]"
3332,movel,"[array([1239.80570829,   92.85964988, 2235.24207344])]","[array([ 0.35175069, -0.41253276,  0.68848419, -2.5248968 ,  1.57986635,
       -1.47811174])]"
4999,movel,"[array([1277.72172376,   77.09791982, 2194.60171741])]","[array([ 0.34092878, -0.39348034,  0.69945435, -2.50087679,  1.57338671,
       -1.47690325])]"
6665,movel,"[array([1315.29521292,   62.42278707, 2153.01116631])]","[array([ 0.33048837, -0.37362193,  0.70994477, -2.47877755,  1.56561585,
       -1.47639205])]"
8332,movel,"[array([1352.46355455,   48.54681862, 2112.09633354])]","[array([ 0.31931762, -0.35264053,  0.71907655, -2.46062584,  1.55679838,
       -1.4763578 ])]"
9999,movel,"[array([1388.69809828,   34.95267558, 2073.04490341])]","[array([ 0.30717733, -0.33082695,  0.72633452, -2.44665141,  1.54727435,
       -1.47623559])]"
11665,movel,"[array([1423.6328966 ,   22.07860856, 2035.94253481])]","[array([ 0.29528295, -0.30826064,  0.73148279, -2.43513268,  1.53789087,
       -1.47574353])]"
13332,movel,"[array([1456.83657233,   10.16686641, 2000.001851  ])]","[array([ 0.284329  , -0.28539876,  0.73533509, -2.42496619,  1.52916974,
       -1.47454417])]"
14999,movel,"[array([ 1.48835025e+03, -8.00335760e-01,  1.96528110e+03])]","[array([ 0.27442174, -0.26240173,  0.73790568, -2.41564229,  1.5210723 ,
       -1.472657  ])]"
16665,movel,"[array([1518.0467684 ,  -10.89890326, 1931.50335099])]","[array([ 0.26554842, -0.23952023,  0.73963636, -2.40692085,  1.51372785,
       -1.46999038])]"
18332,movel,"[array([1545.96422087,  -20.26652349, 1898.67973064])]","[array([ 0.25763053, -0.21677209,  0.74058351, -2.39855927,  1.50728493,
       -1.46649072])]"
19999,movel,"[array([1572.14567987,  -29.16444223, 1867.03696759])]","[array([ 0.25043535, -0.19421187,  0.74071023, -2.3905391 ,  1.50179227,
       -1.4621026 ])]"
21665,movel,"[array([1596.41753177,  -37.8638762 , 1836.63599771])]","[array([ 0.24382817, -0.17204595,  0.74022091, -2.38270625,  1.49739191,
       -1.4567102 ])]"
23332,movel,"[array([1618.6078533 ,  -46.61084646, 1807.39843026])]","[array([ 0.2379148 , -0.15025134,  0.73916636, -2.37430575,  1.49452611,
       -1.45007605])]"
24999,movel,"[array([1638.2858036 ,  -56.0429258 , 1779.38070028])]","[array([ 0.23253858, -0.12911505,  0.7377686 , -2.36471238,  1.49345878,
       -1.44187124])]"
26665,movel,"[array([1655.2820478 ,  -66.50137543, 1753.16280551])]","[array([ 0.22746367, -0.1087072 ,  0.73586856, -2.35394688,  1.49451499,
       -1.43190454])]"
28332,movel,"[array([1669.58804845,  -78.65070784, 1729.52179326])]","[array([ 0.22214097, -0.08905534,  0.73315009, -2.34232649,  1.49787077,
       -1.41987634])]"
29999,movel,"[array([1680.96635422,  -92.72267068, 1709.06943483])]","[array([ 0.21652819, -0.07014896,  0.72933983, -2.32956656,  1.50412818,
       -1.405512  ])]"
31665,movel,"[array([1688.91359676, -109.65820173, 1691.83024455])]","[array([ 0.21019649, -0.0523761 ,  0.72475201, -2.31527475,  1.51335507,
       -1.38838648])]"
33332,movel,"[array([1693.66738914, -129.2317926 , 1678.24148288])]","[array([ 0.2032773 , -0.03539493,  0.71872508, -2.29910364,  1.52580369,
       -1.36873645])]"
34999,movel,"[array([1695.48859834, -151.79832815, 1667.79437129])]","[array([ 0.19529136, -0.01915695,  0.71145622, -2.28143629,  1.54090431,
       -1.34668058])]"
36665,movel,"[array([1694.82099641, -177.08583567, 1658.85549805])]","[array([ 0.18639412, -0.00350445,  0.70343377, -2.26173756,  1.55759147,
       -1.32291002])]"
38332,movel,"[array([1692.10182034, -204.64705488, 1649.0156578 ])]","[array([ 0.17703297,  0.01190448,  0.69538749, -2.23886586,  1.57477818,
       -1.29806425])]"
39999,movel,"[array([1687.55160828, -234.00832428, 1635.54265635])]","[array([ 0.16782455,  0.02735301,  0.68824033, -2.21120673,  1.59134969,
       -1.2727065 ])]"
41665,movel,"[array([1681.74635334, -264.34211867, 1616.67085431])]","[array([ 0.15932161,  0.0431994 ,  0.68229021, -2.17788398,  1.60608221,
       -1.24771719])]"
43332,movel,"[array([1676.21660922, -294.98157359, 1592.22865432])]","[array([ 0.15095157,  0.05984606,  0.67748896, -2.14149998,  1.61732202,
       -1.22390993])]"
44999,movel,"[array([1671.84391618, -325.22566397, 1562.38681957])]","[array([ 0.14277162,  0.07770333,  0.6733501 , -2.10302732,  1.62436825,
       -1.20186975])]"
46665,movel,"[array([1669.44129007, -354.67606118, 1527.59003498])]","[array([ 0.13469644,  0.09702825,  0.66930663, -2.06353927,  1.626493  ,
       -1.18212937])]"
48332,movel,"[array([1670.20210959, -382.50649692, 1489.41850078])]","[array([ 0.12664527,  0.11808343,  0.66436345, -2.02529328,  1.62346277,
       -1.16515961])]"
49999,movel,"[array([1705.42251049, -473.37127795, 1328.69913369])]","[array([ 0.09581375,  0.22334028,  0.6213625 , -1.89809319,  1.58442023,
       -1.11576729])]"
