breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 1454.85040618, -1292.50201296,   239.93996726])]","[array([-0.8465084 ,  0.65950363,  0.19991495, -2.73589953, -0.63695998,
       -2.161217  ])]"
4234,movec_fit,"[array([ 1420.31793768, -1177.20744629,   305.74033316]), array([ 1403.26965178, -1083.75156037,   385.76067781])]","[array([-0.84960489,  0.63144759,  0.20006847, -2.68954021, -0.82864331,
       -2.25797399]), array([-0.83241822,  0.56755479,  0.23407217, -2.68375562, -0.91983391,
       -2.26473485])]"
7063,movec_fit,"[array([ 1400.16449567, -1048.15926694,   425.86092632]), array([ 1399.95815233, -1019.6788702 ,   461.62758099])]","[array([-0.82871184,  0.56029354,  0.21847705, -2.67545205, -0.99607959,
       -2.30060676]), array([-0.82548073,  0.55241372,  0.2074404 , -2.66501364, -1.05496461,
       -2.31666783])]"
8994,movec_fit,"[array([ 1400.4603738 , -1000.45164437,   489.59817035]), array([1401.73017242, -982.52950111,  518.34739627])]","[array([-0.82383187,  0.5459919 ,  0.19982092, -2.65405991, -1.09580826,
       -2.33311443]), array([-0.82205863,  0.54023816,  0.19079436, -2.64337831, -1.13644093,
       -2.34788492])]"
10910,movec_fit,"[array([1403.94640949, -965.48385834,  547.33610349]), array([1406.81834452, -949.44493848,  576.75144159])]","[array([-0.8198425 ,  0.53307585,  0.18305892, -2.63274715, -1.17291957,
       -2.35896584]), array([-0.81736858,  0.52676964,  0.17376995, -2.62266663, -1.20934983,
       -2.36861821])]"
12830,movec_fit,"[array([1410.20535685, -934.21868929,  606.69806637]), array([1414.05632585, -919.88091705,  636.93575721])]","[array([-0.81440636,  0.51957818,  0.16463567, -2.61294885, -1.24301872,
       -2.3808152 ]), array([-0.81121376,  0.51324383,  0.15398097, -2.60380073, -1.27669739,
       -2.39180051])]"
14705,movec_fit,"[array([1418.18440318, -906.4841335 ,  666.75029954]), array([1422.59566241, -893.7758249 ,  696.79295901])]","[array([-0.80749248,  0.50635619,  0.14341157, -2.59591819, -1.3073423 ,
       -2.40284374]), array([-0.80359037,  0.50020564,  0.13151599, -2.58845821, -1.3380093 ,
       -2.41298114])]"
16386,movec_fit,"[array([1426.7060397 , -882.80722527,  723.90291866]), array([1430.97482179, -872.1883493 ,  751.08724009])]","[array([-0.79967297,  0.49419889,  0.12065399, -2.5824938 , -1.36379756,
       -2.42320958]), array([-0.79557231,  0.48865241,  0.10890627, -2.57687369, -1.38942838,
       -2.43277264])]"
19039,movec_fit,"[array([1439.09317984, -853.14000287,  802.0239093 ]), array([1444.66204781, -840.56443243,  837.62169615])]","[array([-0.78702541,  0.47761509,  0.08605371, -2.56827172, -1.43410825,
       -2.4512506 ]), array([-0.7809459 ,  0.47076952,  0.06861489, -2.56260618, -1.46499891,
       -2.46343249])]"
20911,movec_fit,"[array([1449.39591533, -829.82239424,  868.37290217]), array([1453.99799298, -819.09258439,  899.05980994])]","[array([-0.77495035,  0.46351676,  0.05375033, -2.55951523, -1.48869809,
       -2.47454786]), array([-0.76878456,  0.45651217,  0.03829997, -2.55668204, -1.51202937,
       -2.48519628])]"
