breakpoints,primitives,points,q_bp
0,movej_fit,"[array([303.324433  , -18.8479778 , 777.22646361])]","[array([-0.64719776, -0.75829402, -0.2955223 , -0.178693  , -1.92415257,
       -1.26204177])]"
999,movel_fit,"[array([321.80118029, -27.77969401, 777.75578725])]","[array([-0.63153931, -0.73898013, -0.29204643, -0.17639611, -1.89663796,
       -1.25699666])]"
1998,movel_fit,"[array([340.35859151, -36.53968673, 778.42931553])]","[array([-0.60933456, -0.72132969, -0.28733055, -0.16969868, -1.86694617,
       -1.25027147])]"
2997,movel_fit,"[array([358.9953126 , -45.12410565, 779.24284509])]","[array([-0.58123503, -0.70507472, -0.28163907, -0.15834934, -1.83547152,
       -1.24201892])]"
3996,movel_fit,"[array([377.70787942, -53.5264955 , 780.18901646])]","[array([-0.54779687, -0.68995623, -0.27525804, -0.14213863, -1.80261246,
       -1.23228969])]"
4995,movel_fit,"[array([396.49698306, -61.7412227 , 781.25736304])]","[array([-0.50957925, -0.67568698, -0.26847278, -0.12094445, -1.76880546,
       -1.221064  ])]"
5994,movel_fit,"[array([415.36332278, -69.76235675, 782.43391217])]","[array([-0.46724495, -0.6619323 , -0.26154289, -0.09479493, -1.73456102,
       -1.20827952])]"
6993,movel_fit,"[array([434.30716381, -77.58466003, 783.70098026])]","[array([-0.42163743, -0.64829773, -0.25467064, -0.06393463, -1.70047314,
       -1.19386037])]"
7992,movel_fit,"[array([453.32824382, -85.20509754, 785.0371755 ])]","[array([-0.37382222, -0.634331  , -0.24796788, -0.02887839, -1.66720047,
       -1.1777544 ])]"
8991,movel_fit,"[array([472.42589862, -92.62482095, 786.41771682])]","[array([-0.32507635, -0.61954336, -0.24143073,  0.009568  , -1.63541596,
       -1.15997932])]"
9990,movel_fit,"[array([491.59630979, -99.85047395, 787.81493543])]","[array([-0.27682762, -0.60345374, -0.23493374,  0.05033024, -1.60573624,
       -1.14067302])]"
10989,movel_fit,"[array([ 510.83320294, -106.89730038,  789.19949012])]","[array([-0.23053906, -0.58564594, -0.22824823,  0.09214615, -1.57863664,
       -1.12012744])]"
11988,movel_fit,"[array([ 530.12884901, -113.79260213,  790.54208453])]","[array([-0.18757862, -0.56582631, -0.22108241,  0.13368139, -1.55438275,
       -1.09879289])]"
