breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([108.76385159,  90.35207141, -65.0521075 ])]","[array([-2.300409  ,  0.10957826, -3.22033924,  4.27172856, -1.44382897,
        3.97924998])]"
1665,movel,"[array([ 92.4299662 ,  87.32414287, -65.32130191])]","[array([-2.30321213,  0.10323688, -3.22548345,  4.28394635, -1.4430112 ,
        3.9727237 ])]"
3332,movel,"[array([ 72.19854401,  82.50426336, -65.35420936])]","[array([-2.30071172,  0.0944777 , -3.2324994 ,  4.29887408, -1.43755258,
        3.9667553 ])]"
4999,movel,"[array([ 51.13801066,  74.61297636, -64.74424807])]","[array([-2.29899263,  0.08428312, -3.24085592,  4.31238748, -1.4323452 ,
        3.95943376])]"
6665,movel,"[array([ 30.01590104,  63.96998589, -63.36121897])]","[array([-2.29705634,  0.07278818, -3.25019225,  4.32414849, -1.42682658,
        3.95138624])]"
8332,movel,"[array([ 10.03418252,  50.9761212 , -61.17250847])]","[array([-2.29470826,  0.06034982, -3.25996631,  4.33338259, -1.42116122,
        3.94304262])]"
9999,movel,"[array([ -8.23423214,  36.09495242, -58.21320945])]","[array([-2.29113836,  0.04717556, -3.26978844,  4.34008846, -1.41494147,
        3.93491383])]"
11665,movel,"[array([-24.96393801,  19.59942379, -54.46198655])]","[array([-2.28533321,  0.03323022, -3.27957385,  4.3450046 , -1.40739295,
        3.92735705])]"
13332,movel,"[array([-40.27564733,   1.66502865, -49.87078166])]","[array([-2.27681991,  0.01848032, -3.28928069,  4.34873644, -1.3981125 ,
        3.9205173 ])]"
14999,movel,"[array([-53.94521837, -17.41838233, -44.4577266 ])]","[array([-2.26556085e+00,  3.03954377e-03, -3.29873910e+00,  4.35155546e+00,
       -1.38708548e+00,  3.91449376e+00])]"
16665,movel,"[array([-65.6673834 , -37.30319149, -38.30242819])]","[array([-2.25161029, -0.01293169, -3.3077424 ,  4.35364661, -1.3743651 ,
        3.90938874])]"
18332,movel,"[array([-75.12036711, -57.62905753, -31.5399711 ])]","[array([-2.23500358, -0.02926734, -3.31607438,  4.35514901, -1.35997779,
        3.90531815])]"
19999,movel,"[array([-81.88417544, -77.91333981, -24.41394114])]","[array([-2.21579787, -0.04570681, -3.3234422 ,  4.35610696, -1.34398782,
        3.9024521 ])]"
21665,movel,"[array([-85.62820933, -97.6848841 , -17.21096942])]","[array([-2.19395353, -0.06200275, -3.32958671,  4.35660513, -1.32634171,
        3.9009809 ])]"
23332,movel,"[array([ -86.21866712, -116.63089754,  -10.16189015])]","[array([-2.16923533, -0.07803601, -3.33438251,  4.35686151, -1.30673024,
        3.90108423])]"
24999,movel,"[array([ -83.46113648, -134.34618901,   -3.55603421])]","[array([-2.14139119, -0.09362379, -3.33765845,  4.35702257, -1.28483604,
        3.90298748])]"
26665,movel,"[array([ -76.85646788, -150.0525225 ,    2.08666008])]","[array([-2.11022799, -0.10832466, -3.3389678 ,  4.35690654, -1.2605651 ,
        3.90703   ])]"
28332,movel,"[array([ -65.79393487, -162.65560844,    6.08298603])]","[array([-2.07547663, -0.12152207, -3.33766504,  4.35612165, -1.23390435,
        3.91364143])]"
29999,movel,"[array([ -49.9799285 , -170.96743955,    7.82946261])]","[array([-2.03677983, -0.13263416, -3.33318369,  4.35438778, -1.20472591,
        3.92323533])]"
31665,movel,"[array([ -29.46863141, -173.67767863,    6.88044082])]","[array([-1.99378815, -0.14112705, -3.3250209 ,  4.35147144, -1.17289623,
        3.9361652 ])]"
33332,movel,"[array([  -4.57195689, -169.19004811,    2.95348436])]","[array([-1.94644499, -0.14637258, -3.31257564,  4.34688316, -1.13867265,
        3.95263019])]"
34999,movel,"[array([  23.6257529 , -156.16106613,   -3.71306498])]","[array([-1.89529009, -0.14796863, -3.2955514 ,  4.34020086, -1.10272757,
        3.97243912])]"
36665,movel,"[array([  52.90824285, -134.28396474,  -12.20023357])]","[array([-1.84124105, -0.14625021, -3.27440962,  4.33175779, -1.06558913,
        3.99510206])]"
38332,movel,"[array([  80.27017844, -104.2874316 ,  -21.41191909])]","[array([-1.78530053, -0.1421647 , -3.25016718,  4.32277637, -1.02741956,
        4.02021724])]"
39999,movel,"[array([102.29408945, -67.48389226, -30.67014403])]","[array([-1.72841217, -0.13681113, -3.22398241,  4.31522384, -0.98812404,
        4.04781813])]"
41665,movel,"[array([116.02986349, -25.32677172, -39.75440738])]","[array([-1.67155197, -0.13088959, -3.19662917,  4.3107875 , -0.94788361,
        4.07812945])]"
43332,movel,"[array([120.32367086,  20.36625472, -48.23307638])]","[array([-1.61614134, -0.12455743, -3.16841593,  4.30948936, -0.90777691,
        4.11060509])]"
44999,movel,"[array([114.44426451,  68.27743451, -55.80165093])]","[array([-1.56287837, -0.11772853, -3.1393469 ,  4.31145796, -0.86839862,
        4.14519205])]"
46665,movel,"[array([ 98.24269151, 117.12158696, -61.94920961])]","[array([-1.51232025, -0.11024612, -3.10936265,  4.31657265, -0.83027242,
        4.18174514])]"
48332,movel,"[array([ 73.53319904, 165.34604817, -65.6611839 ])]","[array([-1.46503585, -0.10196619, -3.07843863,  4.32339188, -0.79404585,
        4.21916895])]"
49999,movel,"[array([ 44.75032978, 210.08053128, -66.02647823])]","[array([-1.42309401, -0.09345206, -3.04760641,  4.32953646, -0.76132333,
        4.25466637])]"
