breakpoints,primitives,points,q_bp
0,moveabsj,"[array([ 1477.49353497, -1384.86862592,   163.90951324])]","[array([-0.85167564,  0.72822234,  0.15730287, -2.7710267 , -0.53483683,
       -2.14301807])]"
1666,movel_fit,"[array([ 1413.26261339, -1150.80346232,   326.18263945])]","[array([-0.84062391,  0.59314254,  0.23897008, -2.69236406, -0.81113486,
       -2.23275614])]"
3333,movel_fit,"[array([ 1406.85717103, -1105.48597152,   362.91985697])]","[array([-0.83403133,  0.57782819,  0.23476994, -2.68972636, -0.8829722 ,
       -2.25912935])]"
5000,movel_fit,"[array([ 1400.91003695, -1065.70582825,   405.64499854])]","[array([-0.83074245,  0.56466246,  0.22508932, -2.68076554, -0.96031161,
       -2.28687481])]"
6666,movel_fit,"[array([ 1399.55931167, -1028.11811819,   450.581445  ])]","[array([-0.82675325,  0.55422009,  0.21191638, -2.66733041, -1.03626813,
       -2.31376856])]"
8333,movel_fit,"[array([1400.46335293, -994.60962715,  498.59291853])]","[array([-0.8233985 ,  0.54380034,  0.19758828, -2.6506205 , -1.10841387,
       -2.33800913])]"
10000,movel_fit,"[array([1403.91494952, -964.55388411,  548.76386875])]","[array([-0.81973655,  0.53261559,  0.18282363, -2.63238378, -1.17473303,
       -2.35895721])]"
11666,movel_fit,"[array([1409.27377404, -937.46136058,  600.41021495])]","[array([-0.81514463,  0.52094319,  0.16673658, -2.61506875, -1.23595237,
       -2.37836761])]"
13333,movel_fit,"[array([1416.23057283, -912.74716041,  652.91779874])]","[array([-0.80925175,  0.50946216,  0.14837846, -2.59970904, -1.2931307 ,
       -2.3975386 ])]"
15000,movel_fit,"[array([1424.1368459 , -890.02882196,  706.32024932])]","[array([-0.80219693,  0.49805035,  0.12764671, -2.58648862, -1.34695513,
       -2.4167101 ])]"
16666,movel_fit,"[array([1432.53080301, -868.9636353 ,  760.28244044])]","[array([-0.79411191,  0.48672633,  0.10465561, -2.57539226, -1.39761995,
       -2.43600646])]"
18333,movel_fit,"[array([1441.35663951, -849.02822377,  814.6038946 ])]","[array([-0.7848979 ,  0.47548172,  0.07943639, -2.56637011, -1.44518675,
       -2.4553381 ])]"
20000,movel_fit,"[array([1449.75825497, -829.68578774,  869.22937836])]","[array([-0.77473876,  0.46348236,  0.05298456, -2.55956012, -1.48934976,
       -2.47462639])]"
21666,movel_fit,"[array([1457.85447237, -810.87298258,  924.00599322])]","[array([-0.76351421,  0.45089458,  0.02485511, -2.55538262, -1.5301227 ,
       -2.49375039])]"
23333,movel_fit,"[array([1465.12650743, -791.69346325,  978.8371446 ])]","[array([-0.75080279,  0.43733162, -0.00468752, -2.55474813, -1.56773439,
       -2.5134331 ])]"
25000,movel_fit,"[array([1471.21592396, -772.03140959, 1033.70739381])]","[array([-0.7363164 ,  0.42282811, -0.03616974, -2.55888627, -1.60261502,
       -2.53427009])]"
26666,movel_fit,"[array([1475.63631749, -751.48651205, 1088.22791226])]","[array([-0.71978798,  0.40642003, -0.0685624 , -2.56882222, -1.63369022,
       -2.55614384])]"
28333,movel_fit,"[array([1477.96504082, -729.37248275, 1142.44031644])]","[array([-0.70076469,  0.38639495, -0.10032486, -2.58566848, -1.65935193,
       -2.57827968])]"
30000,movel_fit,"[array([1478.00617191, -704.62256127, 1195.5731543 ])]","[array([-0.67821467,  0.3613874 , -0.12963258, -2.61110135, -1.6777837 ,
       -2.60052837])]"
31666,movel_fit,"[array([1474.11101675, -678.57685677, 1247.91406771])]","[array([-0.65229871,  0.33046245, -0.1558907 , -2.64746727, -1.68905399,
       -2.6237439 ])]"
33333,movel_fit,"[array([1467.40798198, -647.95116466, 1297.46972214])]","[array([-0.6203133 ,  0.29155108, -0.17450503, -2.69557908, -1.6892348 ,
       -2.64658878])]"
35000,movel_fit,"[array([1455.7777701 , -615.12954656, 1344.72224162])]","[array([-0.58325333,  0.24372209, -0.18359437, -2.75570849, -1.67866018,
       -2.66940493])]"
36666,movel_fit,"[array([1439.96283437, -578.54577653, 1387.83297158])]","[array([-0.53936596,  0.1876672 , -0.18055589, -2.82659361, -1.65732081,
       -2.69251334])]"
38333,movel_fit,"[array([1419.3774095 , -539.51377315, 1426.49861713])]","[array([-0.48868372,  0.12650742, -0.16688278, -2.90678917, -1.63015906,
       -2.71904237])]"
40000,movel_fit,"[array([1394.77440712, -497.96063876, 1460.17088271])]","[array([-0.43016256,  0.06510388, -0.14606444, -2.99497084, -1.60400657,
       -2.75237317])]"
41666,movel_fit,"[array([1366.54740758, -454.856583  , 1488.21696415])]","[array([-0.36409442,  0.00804114, -0.12132549, -3.08930561, -1.58556074,
       -2.79535973])]"
43333,movel_fit,"[array([1335.7704076 , -410.73289276, 1511.54499307])]","[array([-0.29232822, -0.04192285, -0.09542984, -3.18516085, -1.57901386,
       -2.84627649])]"
45000,movel_fit,"[array([1302.21250024, -366.25474704, 1530.34069959])]","[array([-0.21645477, -0.08332367, -0.0696086 , -3.28008197, -1.5875654 ,
       -2.90387875])]"
46666,movel_fit,"[array([1267.44281829, -321.39942677, 1544.88442855])]","[array([-0.13748092, -0.1138281 , -0.04574185, -3.37202309, -1.61302115,
       -2.96498319])]"
48333,movel_fit,"[array([1232.45010758, -275.36563131, 1554.3247569 ])]","[array([-0.05731789, -0.13470944, -0.02146009, -3.45728373, -1.65160744,
       -3.02389327])]"
50000,movel_fit,"[array([1036.54023298,  -45.46958928, 1592.80652668])]","[array([ 0.30862686, -0.22596109,  0.11827001, -3.72751298, -1.87390305,
       -3.21559599])]"
